Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
5, AbieConc, 0, 0, 0, 598, 
5, AbieMagn, 0, 0, 0, 507, 
5, CaloDecu, 0, 0, 0, 232, 
5, FX_R_SEED, 0, 0, 0, 0, 
5, NOFX_R_SEED, 0, 0, 0, 0, 
5, NOFX_NOR_SEED, 0, 0, 0, 0, 
5, PinuAlbi, 0, 0, 0, 29, 
5, PinuCont, 0, 0, 0, 97, 
5, PinuJeff, 0, 0, 0, 248, 
5, PinuLamb, 0, 0, 0, 142, 
5, PinuMont, 0, 0, 0, 109, 
5, PopuTrem, 0, 0, 1, 22, 
5, TsugMert, 0, 0, 0, 281, 
5, AcerMacr, 0, 0, 0, 5, 
5, AescCali, 0, 0, 0, 5, 
5, AlnuRhom, 0, 0, 0, 0, 
5, ArbuMenz, 0, 0, 3, 32, 
5, CornNutt, 0, 0, 0, 8, 
5, JuniOcci, 0, 0, 0, 332, 
5, LithDens, 0, 0, 0, 20, 
5, PinuAtte, 0, 0, 0, 0, 
5, PinuMono, 0, 0, 0, 2, 
5, PinuPond, 0, 0, 0, 485, 
5, PinuSabi, 0, 0, 0, 85, 
5, PinuWash, 0, 0, 0, 0, 
5, PseuMenz, 0, 0, 0, 427, 
5, QuerChry, 0, 0, 0, 563, 
5, QuerDoug, 0, 0, 0, 85, 
5, QuerGarr, 0, 0, 0, 2, 
5, QuerKell, 0, 0, 1, 378, 
5, QuerWisl, 0, 0, 0, 258, 
5, TaxuBrev, 0, 0, 0, 0, 
5, TorrCali, 0, 0, 0, 19, 
5, UmbeCali, 0, 0, 0, 11, 
10, AbieConc, 0, 0, 0, 524, 
10, AbieMagn, 0, 0, 0, 401, 
10, CaloDecu, 0, 0, 0, 159, 
10, FX_R_SEED, 0, 0, 0, 1, 
10, NOFX_R_SEED, 0, 0, 0, 0, 
10, NOFX_NOR_SEED, 0, 0, 0, 0, 
10, PinuAlbi, 0, 0, 0, 31, 
10, PinuCont, 0, 0, 0, 79, 
10, PinuJeff, 0, 0, 0, 187, 
10, PinuLamb, 0, 0, 0, 125, 
10, PinuMont, 0, 0, 0, 49, 
10, PopuTrem, 0, 0, 0, 17, 
10, TsugMert, 0, 0, 0, 0, 
10, AcerMacr, 0, 0, 0, 2, 
10, AescCali, 0, 0, 0, 2, 
10, AlnuRhom, 0, 0, 0, 1, 
10, ArbuMenz, 0, 0, 0, 32, 
10, CornNutt, 0, 0, 0, 12, 
10, JuniOcci, 0, 0, 0, 246, 
10, LithDens, 0, 0, 0, 4, 
10, PinuAtte, 0, 0, 0, 0, 
10, PinuMono, 0, 0, 0, 62, 
10, PinuPond, 0, 0, 0, 435, 
10, PinuSabi, 0, 0, 0, 50, 
10, PinuWash, 0, 0, 0, 0, 
10, PseuMenz, 0, 0, 0, 252, 
10, QuerChry, 0, 0, 0, 368, 
10, QuerDoug, 0, 0, 0, 42, 
10, QuerGarr, 0, 0, 0, 8, 
10, QuerKell, 0, 0, 0, 202, 
10, QuerWisl, 0, 0, 0, 104, 
10, TaxuBrev, 0, 0, 0, 0, 
10, TorrCali, 0, 0, 0, 14, 
10, UmbeCali, 0, 0, 0, 7, 
15, AbieConc, 0, 0, 0, 567, 
15, AbieMagn, 0, 0, 0, 483, 
15, CaloDecu, 0, 0, 0, 204, 
15, FX_R_SEED, 0, 0, 0, 2, 
15, NOFX_R_SEED, 0, 0, 0, 0, 
15, NOFX_NOR_SEED, 0, 0, 0, 0, 
15, PinuAlbi, 0, 0, 0, 54, 
15, PinuCont, 0, 0, 0, 116, 
15, PinuJeff, 0, 0, 0, 227, 
15, PinuLamb, 0, 0, 0, 129, 
15, PinuMont, 0, 0, 0, 100, 
