EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
15, 16, 51, 342, 29.3222025680627, 277, 599, Lightning, 1, 1, 9, 20, 17.3439406512, 14.8671206606496, 9.61991130000001, NaN, 29.32, NaN, 597.673919985045, 563.23765574942, 0.150000005960464, 0.546436634894729, 0, 251, 5944, 
16, 17, 104, 128, 45.6088946749232, 293, 774, Accidental, 1, 1, 10, 45, 11.7733279752, 4.48895017110597, 132.8600866, NaN, 45.61, NaN, 876.533309552072, 869.283418265764, 0.129999995231628, 0.621420364819379, 0, 192, 2179, 
17, 18, 21, 458, 2.2989811202662, 89, 176, Lightning, 1, 1, 6, 31, 14.022995814, 19.5964448827549, 17.9583118, NaN, 2.3, NaN, 534.573488774756, 533.113284910078, 0.132416158914566, 0.509320284153071, 0, 247, 1904, 
18, 18, 45, 152, 37.1545012660273, 185, 635, Accidental, 1, 1, 10, 29, 10.9460127924, 5.33963858450266, 234.82242877, NaN, 37.15, NaN, 850.848664392773, 840.109256866588, 0.129999995231628, 0.53945926988417, 0, 207, 3406, 
19, 19, 99, 128, 43.3032699256469, 174, 865, Accidental, 1, 1, 8, 43, 15.2778945456, 16.8516092238862, 260.46645022, NaN, 43.3, NaN, 911.348266747098, 911.166054077077, 0.129999995231628, 0.693424874252059, 0, 165, 2699, 
20, 20, 101, 146, 41.6293521362705, 220, 783, Accidental, 1, 1, 19, 52, 9.6475451544, 11.8963819919532, 245.44278944, NaN, 41.63, NaN, 974.318017133852, 922.465252690166, 0.174052774906158, 0.5585563955744, 95, 190, 6112, 
21, 21, 90, 352, 20.5683278710115, 312, 370, Lightning, 1, 1, 17, 75, 7.5940983288, 7.6536554263184, 113.5036116, NaN, 20.57, NaN, 744.559267263052, 712.795310748547, 0.138078212738037, 0.686661035250338, 0, 206, 6659, 
22, 22, 36, 184, 43.3955992827043, 245, 862, Accidental, 1, 1, 8, 22, 9.3968579196, 16.4000013505295, 223.09059336, NaN, 43.4, NaN, 985.373682804248, 985.373682804248, 0.0890629962086678, 0.532772043038476, 243, 170, 2915, 
23, 22, 17, 229, 35.3372916426467, 264, 707, Accidental, 1, 1, 8, 46, 8.9672836572, 15.0693624120995, 214.75931008, NaN, 35.34, NaN, 946.444828275658, 917.706566036492, 0.129999995231628, 0.607688171067394, 0, 179, 3973, 
24, 24, 53, 577, 35.0131179213715, 312, 768, Accidental, 1, 1, 20, 58, 16.2380507256, 21.3532070952885, 275.54729407, NaN, 35.01, NaN, 611.48782988079, 603.685325985016, 0.12189994007349, 0.780081224278224, 0, 189, 13029, 
25, 25, 73, 173, 36.9390919240729, 275, 765, Accidental, 1, 1, 10, 74, 11.0092095864, 17.9082963891993, 241.10857789, NaN, 36.94, NaN, 951.908427563125, 942.526665940844, 0.129999995231628, 0.668225453550865, 0, 165, 2606, 
26, 25, 79, 419, 13.4597126914471, 325, 357, Lightning, 1, 1, 2, 15, 12.1902351228, 18.2080379910121, 172.7523654, NaN, 13.46, NaN, 611.48782988079, 598.963428376319, 0.150000005960464, 0.999671148400996, 91, 166, 220, 
27, 26, 38, 141, 37.4911237183958, 172, 686, Accidental, 1, 1, 16, 76, 6.9132881772, 9.59022161522507, 228.22831905, NaN, 37.49, NaN, 989.661641140706, 911.328340952593, 0.195809006690979, 0.484110810617616, 0, 212, 3811, 
28, 26, 35, 158, 46.3255610008178, 268, 768, Accidental, 1, 1, 21, 91, 8.8266683556, 2.69368643102723, 10.2382864, NaN, 46.33, NaN, 989.661641140706, 988.890137860342, 0.129999995231628, 0.589045268352982, 0, 181, 5497, 
29, 28, 96, 150, 50.3921935732039, 196, 715, Accidental, 4, 849, 7209, 30194, 13.8106528546348, 16.5357793976566, 255.792590366985, 1.47405660377358, 50.87, 0.709970926540823, 992.53382640265, 935.533157144442, 0.141845224519536, 0.472743082665069, 104.142520612485, 196.81, 2588503, 
30, 28, 72, 121, 46.6797994654313, 255, 910, Accidental, 1, 3, 39, 163, 13.4428130028, 15.8616169753045, 257.84080028, 0, 46.68, 0.301624106200523, 989.661641140706, 899.393399985485, 0.130837683876355, 0.532994641676187, 0, 201.67, 8637, 
31, 29, 29, 426, 22.3051857176084, 168, 437, Lightning, 1, 1, 9, 14, 13.0510802556, 11.1792273171914, 283.1623807, NaN, 22.31, NaN, 644.322553804876, 621.759432524429, 0.10480809211731, 0.338102335001156, 247, 281, 2505, 
32, 30, 69, 160, 36.6885793571609, 209, 705, Accidental, 1, 1, 3, 41, 10.224735876, 12.6390179601181, 207.07089917, NaN, 36.69, NaN, 916.771373576169, 858.172264209981, 0.213629111647606, 0.537646921504774, 0, 204, 802, 
33, 30, 100, 131, 59.0111863210501, 246, 953, Accidental, 4, 976, 7879, 31031, 13.1135162814996, 15.6754420603911, 241.814170069666, 3.79487179487179, 55.84, 0.7402359701884, 955.370044190602, 895.571601530898, 0.139428366467998, 0.428487561747546, 83.4159836065574, 212.61, 2808305, 
34, 30, 60, 177, 40.1953124862322, 265, 809, Accidental, 1, 1, 6, 51, 14.9771154852, 16.7127022094066, 160.0385244, NaN, 40.2, NaN, 874.932809451088, 829.311335881959, 0.167283043265343, 0.547246848433991, 0, 200, 1210, 
35, 31, 10, 220, 37.4940760539811, 171, 727, Accidental, 1, 1, 7, 47, 10.66791708, 13.4569003793925, 182.9633103, NaN, 37.49, NaN, 895.383416391083, 850.714986019291, 0.129999995231628, 0.585710930876497, 0, 196, 2993, 
36, 31, 110, 182, 59.6029780006577, 215, 874, Accidental, 6, 1543, 15745, 74455, 11.172457379507, 13.9539649673814, 183.103460383196, 4.15045395590143, 53.66, 0.670755673083734, 905.408269023276, 849.933020185359, 0.144352549994853, 0.538249406600147, 46.1872974724563, 204.1, 5014328, 
37, 31, 2, 209, 52.9093938651588, 217, 866, Accidental, 4, 924, 8673, 38872, 11.2776046470077, 15.3842564848092, 183.132667957502, 2.68689057421452, 50.43, 0.65933066449623, 900.79255786436, 850.640216332376, 0.14541038013269, 0.531073454926354, 96.4621212121212, 201.32, 3006762, 
38, 31, 13, 290, 30.2413743466455, 265, 636, Lightning, 1, 1, 9, 72, 11.4555511764, 16.8606122734816, 183.182097549, NaN, 30.24, NaN, 749.603385724488, 727.66918435543, 0.129999995231628, 0.653826491495752, 0, 196, 6169, 
39, 32, 74, 170, 36.4752691126329, 207, 706, Accidental, 1, 1, 13, 71, 7.3546536456, 13.1333875848358, 182.042959346, NaN, 36.48, NaN, 964.2227450823, 940.986271927804, 0.129999995231628, 0.598043449823338, 0, 179, 4695, 
40, 32, 88, 161, 58.7229941333137, 242, 614, Accidental, 4, 976, 6308, 33619, 10.6455785385651, 14.4235524152844, 182.957105149603, 8.41025641025641, 57.94, 0.723081866337063, 1002.01901316856, 969.153864943214, 0.143676662287049, 0.440658515552822, 42.5553278688525, 195.49, 2262570, 
41, 32, 87, 288, 38.9962949240087, 300, 776, Lightning, 1, 1, 7, 38, 12.0230827992, 15.5725568322642, 183.339745222, NaN, 39, NaN, 917.131061622538, 903.712653853074, 0.133673563599586, 0.769633216077129, 0, 161, 3872, 
42, 33, 59, 581, 35.8915006052509, 263, 702, Accidental, 1, 2, 21, 52, 11.6309883276, 13.485095229953, 183.230830091, 0, 35.89, 0.000265682703437785, 703.481036004586, 701.611987007781, 0.102630704641342, 0.683437641672969, 0, 196.5, 13881, 
43, 33, 60, 566, 35.7515068085538, 264, 637, Accidental, 1, 1, 12, 40, 11.3048302212, 7.8107661015283, 183.140230617, NaN, 35.75, NaN, 651.611605056281, 620.567681392129, 0.129999995231628, 0.657014884785957, 0, 227, 10551, 
44, 37, 32, 196, 44.8177345293782, 233, 877, Accidental, 1, 3, 24, 132, 10.0538407656, 15.7640122240151, 182.792733546, 0, 44.82, 0.109398421709472, 839.397925587319, 803.704865446937, 0.131413246194522, 0.479764062279474, 0, 214, 5716, 
45, 38, 80, 375, 15.027927556327, 123, 391, Lightning, 1, 1, 2, 13, 15.2040211884, 18.7999224587651, 184.223339219, NaN, 15.03, NaN, 628.171610608579, 600.925381603239, 0.136644557118416, 0.560188954697073, 0, 231, 890, 
46, 38, 95, 122, 54.3599184599573, 222, 866, Accidental, 8, 2496, 17199, 73817, 11.5314645950035, 14.4465870582381, 183.203184609723, 6.65330661322645, 56.78, 0.721229975317172, 901.89649975295, 862.783259821721, 0.1447264491864, 0.415338929367436, 75.8990384615385, 216.64, 6040810, 
47, 38, 86, 324, 51.6465174071527, 258, 898, Lightning, 6, 1737, 13412, 52758, 13.1134010114201, 16.1657736215596, 183.642611392062, 1.41013824884793, 56.51, 0.765344313515813, 724.750474791339, 700.176315324357, 0.148239203222057, 0.529890200406382, 69.7426597582038, 220.96, 6652275, 
48, 38, 15, 162, 47.2406489997318, 264, 825, Accidental, 1, 2, 30, 151, 6.7921075512, 5.56680891031033, 181.886696542, 50, 47.4, 0.00983357299755785, 868.565276770466, 804.564397583919, 0.198802225291729, 0.456638715297296, 0, 240.5, 8863, 
49, 39, 41, 472, 3.98388064920711, 38, 138, Lightning, 1, 1, 13, 49, 10.7428715316, 13.1711021969184, 164.2151323, NaN, 3.98, NaN, 593.175702999134, 592.636307327608, 0.149214327335358, 0.752085616179175, 0, 202, 6734, 
50, 40, 75, 303, 39.3992963313787, 194, 858, Lightning, 1, 1, 18, 36, 13.677366222, 22.6456223172635, 250.69126515, NaN, 39.4, NaN, 784.087757901215, 757.81544733665, 0.129999995231628, 0.435608103609032, 0, 218, 5205, 
51, 41, 111, 352, 24.5891369967735, 200, 418, Lightning, 1, 1, 8, 33, 11.1179098224, 5.59192163793978, 89.87089, NaN, 24.59, NaN, 646.4258847807, 644.522215355615, 0.143004730343819, 0.535566085482126, 0, 242, 4078, 
