Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
1, 1, WPBR_chronic, 8, 3, 1098, 1, 0, 8.94, 
6, 1, JeffreyPineBeetle, 763, 121, 369165, 1, 623.87, 3.12, 
6, 3, MountainPineBeetle, 1356, 282, 467669, 1.92, 623.87, 3.12, 
6, 3, FirEngraver, 3609, 185, 2216514, 1.01, 623.87, 3.12, 
6, 1, WPineBeetle, 1638, 198, 588664, 1.72, 623.87, 3.12, 
7, 1, JeffreyPineBeetle, 687, 109, 319543, 1, 626.13, 6.43, 
7, 3, JeffreyPineBeetle, 1335, 233, 597567, 2.03, 626.13, 6.43, 
7, 3, MountainPineBeetle, 1242, 286, 397653, 1.91, 626.13, 6.43, 
7, 1, MountainPineBeetle, 544, 110, 171659, 1.32, 626.13, 6.43, 
7, 1, FirEngraver, 1257, 65, 791725, 1, 626.13, 6.43, 
7, 1, WPBR_chronic, 1, 1, 122, 1, 626.13, 6.43, 
7, 2, WPineBeetle, 2872, 407, 1013152, 2.7, 626.13, 6.43, 
9, 1, JeffreyPineBeetle, 790, 123, 382528, 1, 629.09, 5.83, 
9, 3, JeffreyPineBeetle, 1176, 191, 523761, 2.01, 629.09, 5.83, 
9, 2, MountainPineBeetle, 630, 172, 199304, 1.42, 629.09, 5.83, 
9, 1, MountainPineBeetle, 381, 89, 120703, 1.33, 629.09, 5.83, 
9, 1, FirEngraver, 1053, 63, 623384, 1, 629.09, 5.83, 
9, 1, WPBR_chronic, 2, 1, 918, 1, 629.09, 5.83, 
9, 2, WPineBeetle, 2860, 384, 1031245, 2.63, 629.09, 5.83, 
10, 3, JeffreyPineBeetle, 2024, 323, 989862, 2, 630.02, 4.24, 
10, 2, JeffreyPineBeetle, 659, 122, 289307, 1.82, 630.02, 4.24, 
10, 3, MountainPineBeetle, 1193, 269, 397139, 1.9, 630.02, 4.24, 
10, 1, FirEngraver, 975, 52, 649997, 1, 630.02, 4.24, 
10, 2, FirEngraver_Peak, 14467, 929, 8326704, 1.82, 630.02, 4.24, 
10, 3, WPineBeetle, 3859, 549, 1357697, 2.88, 630.02, 4.24, 
11, 1, JeffreyPineBeetle, 888, 126, 490733, 1, 680.49, 4.64, 
11, 2, JeffreyPineBeetle, 962, 164, 486133, 1.9, 680.49, 4.64, 
11, 2, MountainPineBeetle, 845, 190, 372474, 1.57, 680.49, 4.64, 
11, 1, MountainPineBeetle, 444, 101, 185006, 1.26, 680.49, 4.64, 
11, 1, FirEngraver, 1465, 78, 948902, 1, 680.49, 4.64, 
11, 3, FirEngraver_Peak, 22221, 1431, 13641686, 2.03, 680.49, 4.64, 
11, 2, WPineBeetle, 3317, 428, 1499358, 2.76, 680.49, 4.64, 
12, 3, JeffreyPineBeetle, 2346, 360, 1232420, 2.01, 683.29, 7.71, 
12, 3, JeffreyPineBeetle, 1292, 211, 646546, 2.02, 683.29, 7.71, 
12, 2, MountainPineBeetle, 855, 197, 391674, 1.56, 683.29, 7.71, 
12, 1, MountainPineBeetle, 489, 111, 204104, 1.25, 683.29, 7.71, 
12, 3, FirEngraver, 3705, 208, 2360091, 1.03, 683.29, 7.71, 
12, 2, FirEngraver_Peak, 14920, 922, 9188751, 1.97, 683.29, 7.71, 
12, 3, WPineBeetle, 4864, 585, 2362778, 2.93, 683.29, 7.71, 
12, 2, WPineBeetle_peak, 11750, 1655, 5511101, 2.93, 683.29, 7.71, 
13, 2, JeffreyPineBeetle, 1559, 234, 841767, 1.46, 685.62, 5.96, 
13, 3, JeffreyPineBeetle, 1457, 239, 785686, 2.03, 685.62, 5.96, 
13, 2, MountainPineBeetle, 884, 177, 416949, 1.49, 685.62, 5.96, 
13, 3, MountainPineBeetle, 1210, 274, 534843, 2.9, 685.62, 5.96, 
13, 1, FirEngraver, 1164, 62, 748976, 1, 685.62, 5.96, 
13, 2, FirEngraver_Peak, 14879, 898, 9374298, 1.97, 685.62, 5.96, 
13, 1, WPBR_high, 1, 1, 148, 1, 685.62, 5.96, 
13, 2, WPineBeetle, 2653, 358, 1197788, 2.65, 685.62, 5.96, 
13, 2, WPineBeetle_peak, 10633, 1472, 4991961, 2.91, 685.62, 5.96, 
14, 3, JeffreyPineBeetle, 2315, 350, 1273225, 2, 683.39, 6.84, 
14, 1, JeffreyPineBeetle, 376, 67, 212240, 1, 683.39, 6.84, 
14, 1, MountainPineBeetle, 344, 82, 153693, 1, 683.39, 6.84, 
14, 3, MountainPineBeetle, 1408, 327, 622391, 2.87, 683.39, 6.84, 
14, 1, FirEngraver, 1311, 76, 823863, 1, 683.39, 6.84, 
14, 1, FirEngraver_Peak, 7861, 482, 4878082, 1, 683.39, 6.84, 
14, 3, WPineBeetle, 3805, 526, 1731155, 2.87, 683.39, 6.84, 
14, 1, WPineBeetle_peak, 4340, 651, 2048398, 2.05, 683.39, 6.84, 
15, 1, JeffreyPineBeetle, 718, 112, 384575, 1, 680.04, 6.26, 
15, 2, JeffreyPineBeetle, 795, 133, 420205, 1.92, 680.04, 6.26, 
15, 2, MountainPineBeetle, 832, 182, 397065, 1.43, 680.04, 6.26, 
15, 1, MountainPineBeetle, 446, 99, 183909, 1.25, 680.04, 6.26, 
15, 2, FirEngraver, 2328, 122, 1654210, 1, 680.04, 6.26, 
15, 3, FirEngraver_Peak, 20488, 1330, 12821926, 2.03, 680.04, 6.26, 
