EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 65, 298, 9.20436663128437, 151, 161, Lightning, 1, 1, 11, 25, 7.8965419968, 6.73113292134477, 275.48120204, NaN, 9.2, NaN, 0, 0, 0.129999995231628, 1, 739, 257, 4128, 
2, 3, 51, 204, 32.8363917918271, 249, 621, Accidental, 1, 1, 16, 66, 10.9735253604, 11.1353139640465, 148.1857126, NaN, 32.84, NaN, 0, 0, 0.129999995231628, 0.891824681260851, 720, 276, 4637, 
3, 4, 55, 434, 25.6759569720566, 249, 551, Lightning, 1, 1, 29, 39, 12.4374589236, 16.2963507325299, 266.47008011, NaN, 25.68, NaN, 0, 0, 0.134406208992004, 0.684601331922743, 103, 378, 9904, 
4, 6, 53, 149, 35.1860069357938, 217, 651, Accidental, 1, 1, 19, 44, 10.5392102148, 10.1151542799006, 239.36714783, NaN, 35.19, NaN, 772.297257656442, 724.691119124997, 0.129999995231628, 0.100536300851285, 312, 335, 5886, 
5, 6, 111, 183, 35.9796296231277, 234, 692, Accidental, 1, 1, 0, 0, 10.4303411604, 12.6021764424154, 172.3623725, NaN, 35.98, NaN, 729.153760059678, 675.032841448111, 0.166342943906784, 0.0172102125498243, 0, 426, 0, 
6, 6, 104, 173, 26.8045499355253, 270, 511, Accidental, 1, 1, 30, 53, 9.2840587812, 10.660639628756, 158.6856001, NaN, 26.8, NaN, 729.153760059678, 685.269746557929, 0.189360827207565, 0.0639165572621854, 0, 392, 8695, 
7, 9, 21, 163, 36.5146278830865, 297, 697, Accidental, 1, 1, 31, 70, 10.9048232592, 12.2382820402392, 161.7659646, NaN, 36.51, NaN, 729.153760059678, 672.454682298339, 0.162170320749283, 0.0856920776861973, 397, 355, 9195, 
8, 11, 30, 512, 3.43148297348674, 65, 151, Lightning, 1, 1, 41, 63, 15.1159073868, 15.3029237430441, 277.44862232, NaN, 3.43, NaN, 542.343433913082, 517.759315168661, 0.150000005960464, 0.118779731083539, 0, 426, 21826, 
9, 11, 57, 401, 11.8217873876545, 150, 356, Lightning, 1, 1, 25, 41, 17.52763788, 20.8318570413428, 312.1708321, NaN, 11.82, NaN, 542.343433913082, 518.015609693148, 0.144641771912575, 0.10283076071078, 271, 380, 17593, 
10, 13, 50, 153, 40.5926179928596, 229, 745, Accidental, 1, 1, 33, 62, 9.08730639, 10.036838692296, 226.10844151, NaN, 40.59, NaN, 756.583356090985, 691.193368939782, 0.169144049286842, 0.115148414224736, 254, 358, 12575, 
11, 13, 45, 189, 48.153682899134, 231, 677, Accidental, 3, 648, 14599, 39588, 15.6407048917611, 17.876588179499, 236.821947009133, 0.0772797527047913, 47.85, 0.608605356144484, 716.361449194304, 678.134209657427, 0.151384290986131, 0.121459677787219, 183.612654320988, 326.87, 5335459, 
12, 14, 49, 323, 1.22533736147806, 91, 9, Lightning, 1, 1, 26, 57, 6.539400882, 5.5549792859332, 112.9363696, NaN, 1.23, NaN, 620.793956766957, 610.946437570919, 0.147065132856369, 0.118854709822857, 0, 405, 9353, 
13, 18, 70, 511, 5.76016171683738, 101, 143, Lightning, 1, 1, 40, 59, 9.880663032, 10.7456485492118, 186.598130917, NaN, 5.76, NaN, 509.779666676479, 508.245918136854, 0.109125390648842, 0.134370731721634, 0, 430, 21425, 
14, 18, 10, 154, 32.9087130891391, 184, 655, Accidental, 1, 1, 30, 64, 9.3570932196, 14.1867359748114, 228.16044283, NaN, 32.91, NaN, 772.878240855113, 721.719358744828, 0.129999995231628, 0.120984660170056, 0, 339, 11056, 
15, 20, 50, 183, 36.5213381634036, 280, 743, Accidental, 1, 1, 13, 37, 13.8500300556, 16.5870499504258, 159.7287105, NaN, 36.52, NaN, 733.527391783671, 699.809939011968, 0.129999995231628, 0.104426159001409, 113, 329, 4998, 
16, 23, 17, 384, 4.42490108531767, 43, 105, Lightning, 1, 1, 32, 34, 8.460091332, 9.31656510707292, 190.75709109, NaN, 4.42, NaN, 484.688580386256, 414.300274148125, 0.129999995231628, 0.121290363122867, 0, 642, 17999, 
17, 23, 88, 118, 43.0170374726588, 264, 775, Accidental, 1, 1, 24, 45, 9.5304759048, 8.85728397544938, 5.71153379999998, NaN, 43.02, NaN, 745.427383423311, 669.430205086019, 0.18851812183857, 0.114618243322486, 0, 406, 9248, 
18, 24, 22, 199, 40.3881488584543, 267, 557, Accidental, 1, 2, 37, 84, 9.324703881, 13.3349340192889, 183.25362451, 0, 35.68, 0.0108253585720041, 737.732239047267, 710.792020051367, 0.084035761654377, 0.132710197833929, 0, 330.5, 17678, 
19, 27, 111, 311, 0, 363, 72, Lightning, 1, 1, 26, 50, 10.9631947644, 13.5494993744547, 163.630044, NaN, 0, NaN, 645.42171018261, 605.07152837153, 0.198573976755142, 0.126327275683064, 0, 387, 15569, 
20, 30, 5, 200, 36.030922576065, 211, 706, Accidental, 1, 1, 15, 42, 11.6890188084, 13.8315748446267, 218.34832617, NaN, 36.03, NaN, 745.586626358827, 699.437452919489, 0.129999995231628, 0.118868023085673, 0, 348, 5185, 
