SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 151, 1, 1, 9.19222694589257, Lightning, 
3, 249, 1, 1, 29.7976205232988, Accidental, 
4, 249, 1, 1, 28.5726895116192, Lightning, 
6, 217, 1, 1, 33.2374728327088, Accidental, 
6, 234, 1, 1, 34.000977878864, Accidental, 
6, 270, 1, 1, 24.6587397768218, Accidental, 
9, 297, 1, 1, 33.4510647424769, Accidental, 
11, 65, 1, 1, 4.91658766421051, Lightning, 
11, 150, 1, 1, 9.98469896576339, Lightning, 
13, 229, 1, 1, 39.5833917165108, Accidental, 
13, 231, 1, 1, 44.7469710153002, Accidental, 
14, 91, 1, 1, 1.80596344969168, Lightning, 
18, 101, 1, 1, 11.0438320587153, Lightning, 
18, 184, 1, 1, 29.4361947934532, Accidental, 
20, 280, 1, 1, 31.8805970412119, Accidental, 
23, 43, 1, 1, 5.73396977747444, Lightning, 
23, 264, 1, 1, 42.4218971964373, Accidental, 
24, 267, 1, 1, 42.0469959074175, Accidental, 
27, 363, 1, 1, 0, Lightning, 
30, 211, 1, 1, 34.7933151928337, Accidental, 
31, 68, 1, 1, 1.18351091612861, Lightning, 
31, 249, 1, 1, 44.5138200732749, Accidental, 
32, 265, 1, 1, 42.0100443877721, Lightning, 
32, 267, 1, 1, 29.2466029416281, Accidental, 
33, 218, 1, 1, 38.9991224400391, Accidental, 
35, 39, 1, 1, 0.940947440536476, Lightning, 
35, 283, 1, 1, 37.8763661549003, Accidental, 
36, 95, 1, 1, 11.5207868741509, Lightning, 
39, 300, 1, 1, 26.9468319719818, Accidental, 
39, 348, 1, 1, 10.4505593413098, Lightning, 
41, 301, 1, 1, 44.0834630651933, Lightning, 
42, 128, 1, 1, 23.9284239674896, Lightning, 
42, 269, 1, 1, 54.905697857812, Accidental, 
44, 247, 1, 1, 40.2949677222104, Accidental, 
44, 358, 1, 1, 25.7088146575801, Accidental, 
45, 70, 1, 1, 13.2377335152301, Lightning, 
45, 212, 1, 1, 40.9215629036828, Accidental, 
45, 228, 1, 1, 38.2190570912204, Accidental, 
46, 57, 1, 1, 10.7948292797719, Lightning, 
46, 276, 1, 1, 51.050480414729, Accidental, 
46, 292, 1, 1, 42.1371366985704, Accidental, 
47, 113, 1, 1, 12.271814834884, Lightning, 
47, 200, 1, 1, 35.7666590138255, Accidental, 
49, 10, 1, 1, 5.21635767044726, Lightning, 
49, 275, 1, 1, 46.5044292389642, Accidental, 
50, 230, 1, 1, 41.4784121619991, Accidental, 
50, 246, 1, 1, 39.6192046921436, Accidental, 
51, 42, 1, 1, 8.98883056926382, Lightning, 
51, 222, 1, 1, 36.7182370239953, Accidental, 
52, 277, 1, 1, 44.0012869145121, Accidental, 
54, 129, 1, 1, 25.6087713600687, Accidental, 
54, 257, 1, 1, 44.4525960004838, Accidental, 
56, 252, 1, 1, 43.0598965479164, Lightning, 
57, 250, 1, 1, 72.4545541543038, Accidental, 
57, 252, 1, 1, 43.0598965479164, Accidental, 
59, 340, 1, 1, 33.1897767953577, Accidental, 
61, 266, 1, 1, 33.0386280542191, Accidental, 
61, 298, 1, 1, 66.3799706039169, Accidental, 
61, 306, 1, 1, 49.2515707958711, Accidental, 
63, 201, 1, 1, 34.9210569294574, Accidental, 
64, 308, 1, 1, 41.3553897872666, Accidental, 
66, 215, 1, 1, 40.5881607314803, Accidental, 
66, 231, 1, 1, 43.314244161649, Accidental, 
68, 196, 1, 1, 37.3322335772188, Accidental, 
69, 15, 1, 1, 8.80765778803159, Lightning, 
69, 260, 1, 1, 34.7969295719397, Accidental, 
70, 251, 1, 1, 52.7939878070044, Accidental, 
70, 280, 1, 1, 47.4566464357214, Accidental, 
71, 274, 1, 1, 45.3183361655388, Accidental, 
72, 247, 1, 1, 40.2949677222104, Accidental, 
72, 276, 1, 1, 51.050480414729, Accidental, 
74, 298, 1, 1, 66.3799706039169, Accidental, 
76, 308, 1, 1, 41.3553897872666, Accidental, 
78, 319, 1, 1, 25.804865357283, Accidental, 
79, 54, 1, 1, 11.9747720303054, Lightning, 
79, 228, 1, 1, 38.2190570912204, Accidental, 
79, 300, 1, 1, 42.2300299785487, Accidental, 
79, 344, 1, 1, 22.1258463254208, Accidental, 
80, 264, 1, 1, 42.274311591025, Accidental, 
80, 306, 1, 1, 49.2515707958711, Accidental, 
