SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 122, 1, 1, 11.6167388411607, Rx, 
1, 129, 1, 1, 9.64051346673584, Rx, 
1, 138, 1, 1, 7.87085192863881, Rx, 
1, 139, 1, 1, 9.92765895612976, Rx, 
1, 143, 1, 1, 11.0427408658902, Rx, 
1, 153, 1, 1, 9.06533817782787, Rx, 
1, 154, 1, 1, 9.68621273837087, Rx, 
1, 155, 1, 1, 8.86520878011958, Rx, 
1, 157, 1, 1, 8.36447004620712, Rx, 
1, 158, 1, 1, 10.2594934615305, Rx, 
1, 159, 1, 1, 11.4947702240684, Rx, 
1, 160, 1, 1, 12.9344033206006, Rx, 
1, 163, 1, 1, 12.7958167107577, Rx, 
1, 165, 1, 1, 18.3228198808207, Rx, 
1, 166, 1, 1, 18.6976564752796, Rx, 
1, 176, 1, 1, 22.9026068756712, Rx, 
1, 179, 1, 1, 14.2869374276359, Rx, 
1, 180, 1, 1, 14.1188234846969, Rx, 
1, 181, 1, 1, 17.541805570666, Rx, 
1, 182, 1, 1, 23.626917384732, Rx, 
1, 194, 1, 1, 18.8345957476144, Rx, 
1, 195, 1, 1, 20.0430150308967, Rx, 
1, 201, 1, 1, 26.678124813332, Rx, 
1, 202, 1, 1, 27.0146073894333, Rx, 
1, 206, 1, 1, 27.9439160478593, Rx, 
1, 207, 1, 1, 29.0445881468569, Rx, 
1, 210, 1, 1, 31.1896182626594, Rx, 
1, 215, 1, 1, 29.8081152189807, Rx, 
1, 216, 1, 1, 28.0485423480903, Rx, 
1, 217, 1, 1, 30.5297984085864, Rx, 
1, 218, 1, 1, 29.0733382482927, Rx, 
1, 219, 1, 1, 28.8716025416091, Rx, 
1, 231, 1, 1, 30.8911775452501, Rx, 
1, 232, 1, 1, 29.0168117422776, Rx, 
1, 233, 1, 1, 28.6117115632148, Rx, 
1, 236, 1, 1, 31.1023610833505, Rx, 
1, 253, 1, 1, 32.9271150922499, Rx, 
1, 254, 1, 1, 22.3103340984847, Rx, 
1, 255, 1, 1, 23.2074640171736, Rx, 
1, 256, 1, 1, 24.7520870472733, Rx, 
1, 259, 1, 1, 23.9364564461296, Rx, 
1, 268, 1, 1, 22.1049297030879, Rx, 
1, 278, 1, 1, 9.67633117452048, Rx, 
1, 279, 1, 1, 11.0032449806389, Rx, 
1, 280, 1, 1, 14.568229381588, Rx, 
1, 281, 1, 1, 16.7875630859618, Rx, 
1, 291, 1, 1, 17.9166292998886, Rx, 
1, 293, 1, 1, 20.139655531205, Rx, 
1, 297, 1, 1, 22.3294967568773, Rx, 
1, 307, 1, 1, 16.6339387182105, Rx, 
1, 309, 1, 1, 11.4903424510667, Rx, 
1, 310, 1, 1, 11.7117272986445, Rx, 
1, 311, 1, 1, 13.7580728725072, Rx, 
1, 315, 1, 1, 14.5591446574931, Rx, 
1, 316, 1, 1, 15.5336834054919, Rx, 
1, 317, 1, 1, 16.6154468821965, Rx, 
1, 318, 1, 1, 18.3840382505445, Rx, 
1, 319, 1, 1, 19.0195199425501, Rx, 
1, 323, 1, 1, 11.0076328803133, Rx, 
1, 328, 1, 1, 11.5778017902214, Rx, 
1, 331, 1, 1, 21.8337972308668, Rx, 
1, 344, 1, 1, 24.7507820508841, Rx, 
1, 345, 1, 1, 20.9506968668969, Rx, 
1, 346, 1, 1, 18.8561158716176, Rx, 
1, 347, 1, 1, 19.004218114998, Rx, 
2, 71, 1, 1, 8.04932783334846, Rx, 
2, 72, 1, 1, 8.64983986169589, Rx, 
2, 75, 1, 1, 10.2269346637333, Rx, 
2, 78, 1, 1, 11.1534597557285, Rx, 
2, 79, 1, 1, 11.6778440489513, Rx, 
2, 92, 1, 1, 9.58291152906805, Rx, 
2, 96, 1, 1, 10.1516694172888, Rx, 
2, 106, 1, 1, 9.17671724366206, Rx, 
2, 112, 1, 1, 13.7997298036111, Rx, 
2, 113, 1, 1, 15.5618532067333, Rx, 
2, 114, 1, 1, 17.8847407308946, Rx, 
2, 119, 1, 1, 23.4219283745009, Rx, 
2, 128, 1, 1, 16.3899835887886, Rx, 
2, 130, 1, 1, 13.7348220105608, Rx, 
2, 131, 1, 1, 15.6790419038401, Rx, 
2, 133, 1, 1, 21.1840653310407, Rx, 
2, 138, 1, 1, 17.6651356107, Rx, 
2, 140, 1, 1, 18.4490008859557, Rx, 
2, 143, 1, 1, 18.2455194446598, Rx, 
2, 144, 1, 1, 17.5728888783958, Rx, 
2, 145, 1, 1, 21.7574393338068, Rx, 
2, 148, 1, 1, 17.0390000911538, Rx, 
2, 151, 1, 1, 26.3277440367244, Rx, 
2, 158, 1, 1, 23.7009675332017, Rx, 
2, 160, 1, 1, 19.2256930248226, Rx, 
2, 161, 1, 1, 19.4243925583473, Rx, 
2, 162, 1, 1, 20.7407144700289, Rx, 
2, 163, 1, 1, 23.4077459254882, Rx, 
2, 164, 1, 1, 26.4617851477123, Rx, 
2, 167, 1, 1, 32.4327156715028, Rx, 
2, 168, 1, 1, 29.5319591380723, Rx, 
2, 170, 1, 1, 28.2687762307405, Rx, 
2, 174, 1, 1, 30.4369454028542, Rx, 
2, 177, 1, 1, 29.639251695629, Rx, 
2, 178, 1, 1, 30.9818696735721, Rx, 
2, 179, 1, 1, 31.7750678808078, Rx, 
2, 180, 1, 1, 29.641150057752, Rx, 
2, 181, 1, 1, 24.9349277836435, Rx, 
2, 182, 1, 1, 25.2388579628758, Rx, 
2, 184, 1, 1, 27.8762850269384, Rx, 
2, 200, 1, 1, 28.9492677302705, Rx, 
2, 214, 1, 1, 31.7651716757902, Rx, 
2, 215, 1, 1, 36.8638645147199, Accidental, 
2, 228, 1, 1, 33.7025972714145, Rx, 
2, 237, 1, 1, 23.7472273885652, Rx, 
2, 261, 1, 1, 24.1129662682338, Rx, 
2, 262, 1, 1, 18.6953402649389, Rx, 
2, 272, 1, 1, 28.6972133363897, Rx, 
2, 292, 1, 1, 8.56017435196813, Rx, 
2, 293, 1, 1, 8.29399987712824, Rx, 
2, 294, 1, 1, 8.81319401976502, Rx, 
2, 296, 1, 1, 7.96004690689051, Rx, 
2, 299, 1, 1, 6.50042615388549, Rx, 
2, 300, 1, 1, 6.9406630561479, Rx, 
2, 301, 1, 1, 6.65646101340159, Rx, 
2, 302, 1, 1, 8.04087625971582, Rx, 
2, 305, 1, 1, 13.7939676493203, Rx, 
2, 307, 1, 1, 7.44978409346056, Rx, 
2, 308, 1, 1, 10.3549878150511, Lightning, 
2, 311, 1, 1, 12.4396493720487, Rx, 
2, 312, 1, 1, 9.13701956846472, Rx, 
2, 313, 1, 1, 8.8190088326017, Rx, 
2, 314, 1, 1, 7.75880206077557, Rx, 
2, 315, 1, 1, 7.04428006962478, Rx, 
2, 317, 1, 1, 9.34579152208641, Rx, 
2, 318, 1, 1, 10.004993064459, Rx, 
2, 319, 1, 1, 10.3283296795124, Rx, 
2, 320, 1, 1, 11.8352347683975, Rx, 
2, 321, 1, 1, 12.4632453414262, Rx, 
2, 325, 1, 1, 16.0691447342115, Rx, 
2, 326, 1, 1, 14.9712155827577, Rx, 
2, 327, 1, 1, 15.4984954206186, Rx, 
2, 328, 1, 1, 12.4133578164404, Rx, 
2, 329, 1, 1, 10.2731638296281, Rx, 
2, 338, 1, 1, 11.8405144617984, Rx, 
2, 346, 1, 1, 7.60676069662344, Rx, 
2, 347, 1, 1, 8.23226240042364, Rx, 
3, 30, 1, 1, 8.00608562101935, Rx, 
3, 31, 1, 1, 8.70051088185034, Rx, 
3, 35, 1, 1, 10.7687829197416, Rx, 
3, 39, 1, 1, 11.8914509662845, Rx, 
3, 51, 1, 1, 6.28031218474369, Rx, 
3, 88, 1, 1, 7.01322778748641, Rx, 
3, 93, 1, 1, 9.30042486040884, Rx, 
3, 109, 1, 1, 6.84785175621201, Rx, 
3, 110, 1, 1, 7.88454545101649, Rx, 
3, 114, 1, 1, 13.9812785566881, Rx, 
3, 115, 1, 1, 12.9687747499443, Rx, 
3, 119, 1, 1, 6.63843733977, Rx, 
3, 120, 1, 1, 9.43902584007206, Rx, 
3, 121, 1, 1, 10.2045406846087, Rx, 
3, 122, 1, 1, 11.2062860586116, Rx, 
3, 123, 1, 1, 13.0423666811184, Rx, 
3, 124, 1, 1, 13.7342076249234, Rx, 
3, 126, 1, 1, 15.734350003818, Rx, 
3, 131, 1, 1, 16.3960880886458, Rx, 
3, 132, 1, 1, 16.2646931175376, Rx, 
3, 133, 1, 1, 14.9283407187253, Rx, 
3, 134, 1, 1, 13.6018439131164, Rx, 
3, 135, 1, 1, 10.6905013414162, Rx, 
3, 136, 1, 1, 10.2562519973009, Rx, 
3, 137, 1, 1, 12.0880096390869, Rx, 
3, 138, 1, 1, 13.3388302536043, Rx, 
3, 139, 1, 1, 13.7485289651666, Rx, 
3, 140, 1, 1, 12.063141709551, Rx, 
3, 141, 1, 1, 13.609999812093, Rx, 
3, 142, 1, 1, 14.5838754328381, Rx, 
3, 143, 1, 1, 14.3360760311462, Rx, 
3, 144, 1, 1, 9.54118106317299, Rx, 
3, 145, 1, 1, 8.16226639814668, Rx, 
3, 146, 1, 1, 12.9528580077446, Rx, 
3, 147, 1, 1, 19.034322389872, Rx, 
3, 151, 1, 1, 18.6508810999079, Rx, 
3, 160, 1, 1, 20.195611130456, Rx, 
3, 161, 1, 1, 22.9579878565034, Rx, 
3, 167, 1, 1, 17.1293250695741, Rx, 
3, 168, 1, 1, 17.9270382614919, Rx, 
3, 169, 1, 1, 22.7308328651343, Rx, 
3, 179, 1, 1, 33.4038443462233, Rx, 
3, 192, 1, 1, 41.0281259182515, Rx, 
3, 193, 1, 1, 32.566538639993, Rx, 
3, 200, 1, 1, 38.9623652444189, Rx, 
3, 201, 1, 1, 35.7920981525523, Rx, 
3, 202, 1, 1, 31.7600366888346, Rx, 
3, 203, 1, 1, 32.3006907595797, Rx, 
3, 239, 1, 1, 34.4492362042232, Rx, 
3, 240, 1, 1, 31.1924570844248, Rx, 
3, 274, 1, 1, 24.6118788486244, Rx, 
3, 275, 1, 1, 18.9013238593908, Rx, 
3, 277, 1, 1, 13.8067293871749, Rx, 
3, 278, 1, 1, 17.4993982419831, Rx, 
3, 282, 1, 1, 24.1177614844304, Rx, 
3, 301, 1, 1, 25.12320040727, Rx, 
