SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 292, 1, 1, 22.9097402796694, Accidental, 
2, 230, 1, 1, 35.7518959601171, Accidental, 
3, 132, 1, 1, 10.5906934779052, Lightning, 
4, 97, 1, 1, 2.88437243646862, Lightning, 
8, 245, 1, 1, 36.8081873391423, Accidental, 
8, 319, 1, 1, 16.5642622585099, Lightning, 
8, 340, 1, 1, 15.3570151648024, Lightning, 
9, 201, 1, 1, 42.7764638060855, Accidental, 
9, 215, 1, 1, 30.7952766119091, Lightning, 
10, 284, 1, 1, 29.3614329517212, Lightning, 
10, 345, 1, 1, 18.8515870462273, Lightning, 
11, 225, 1, 1, 40.103837881205, Accidental, 
11, 327, 1, 1, 24.3318558952673, Accidental, 
12, 242, 1, 1, 29.0233604490414, Accidental, 
13, 137, 1, 1, 21.8397035104687, Accidental, 
13, 264, 1, 1, 41.0653984999542, Accidental, 
15, 76, 1, 1, 10.1876222810869, Lightning, 
15, 225, 1, 1, 42.4188700747607, Accidental, 
15, 282, 1, 1, 30.9353273878175, Accidental, 
16, 205, 1, 1, 27.1672402092076, Accidental, 
17, 203, 1, 1, 30.2969412833192, Accidental, 
20, 15, 1, 1, 3.56393238478316, Lightning, 
25, 5, 1, 1, 0, Lightning, 
29, 12, 1, 1, 3.92352370597317, Lightning, 
30, 176, 1, 1, 30.0680524638492, Lightning, 
33, 222, 1, 1, 46.9191282632813, Accidental, 
34, 126, 1, 1, 12.5452011349418, Accidental, 
34, 200, 1, 1, 39.6206491539509, Accidental, 
34, 258, 1, 1, 32.295130091744, Accidental, 
35, 78, 1, 1, 9.90252385355688, Lightning, 
35, 194, 1, 1, 42.9055425579109, Accidental, 
37, 270, 1, 1, 41.9004063290587, Accidental, 
38, 123, 1, 1, 11.8968389034658, Lightning, 
39, 225, 1, 1, 44.7824473808556, Lightning, 
40, 64, 1, 1, 12.970784814774, Lightning, 
40, 94, 1, 1, 10.7791369484709, Lightning, 
41, 276, 1, 1, 51.050480414729, Accidental, 
43, 66, 1, 1, 6.32268753605531, Lightning, 
44, 197, 1, 1, 35.9219730790518, Accidental, 
45, 291, 1, 1, 39.6855370125632, Accidental, 
46, 250, 1, 1, 72.4545541543038, Accidental, 
49, 193, 1, 1, 40.0387857937699, Accidental, 
49, 281, 1, 1, 40.5086073690079, Accidental, 
49, 302, 1, 1, 42.081782453228, Accidental, 
50, 88, 1, 1, 4.94259489138557, Lightning, 
50, 189, 1, 1, 35.1363385381069, Lightning, 
50, 243, 1, 1, 43.0889883808987, Accidental, 
51, 250, 1, 1, 72.4545541543038, Accidental, 
51, 256, 1, 1, 48.6441910498397, Accidental, 
52, 233, 1, 1, 41.1945512258421, Accidental, 
54, 277, 1, 1, 44.0012869145121, Accidental, 
55, 7, 1, 1, 0, Lightning, 
55, 250, 1, 1, 72.4545541543038, Accidental, 
55, 310, 1, 1, 19.6893460423109, Lightning, 
56, 250, 1, 1, 72.4545541543038, Accidental, 
58, 110, 1, 1, 7.27300356192046, Lightning, 
59, 201, 1, 1, 34.9210569294574, Accidental, 
60, 223, 1, 1, 39.4285925738638, Accidental, 
60, 249, 1, 1, 51.2954034876062, Accidental, 
61, 186, 1, 1, 36.2345063796514, Accidental, 
61, 234, 1, 1, 43.480652871616, Accidental, 
64, 186, 1, 1, 36.2345063796514, Accidental, 
64, 261, 1, 1, 23.616958755226, Lightning, 
64, 264, 1, 1, 42.274311591025, Accidental, 
65, 234, 1, 1, 43.480652871616, Lightning, 
68, 131, 1, 1, 17.436216548969, Accidental, 
68, 246, 1, 1, 39.6192046921436, Accidental, 
70, 227, 1, 1, 37.6069462403433, Accidental, 
70, 278, 1, 1, 44.9088389724792, Accidental, 
71, 293, 1, 1, 37.6836256991364, Accidental, 
72, 231, 1, 1, 43.314244161649, Accidental, 
73, 193, 1, 1, 40.0387857937699, Accidental, 
74, 123, 1, 1, 13.3615639434729, Lightning, 
75, 250, 1, 1, 72.4545541543038, Accidental, 
75, 298, 1, 1, 66.3799706039169, Accidental, 
77, 307, 1, 1, 43.0909099062066, Accidental, 
77, 308, 1, 1, 41.3553897872666, Accidental, 
78, 269, 1, 1, 54.905697857812, Accidental, 
79, 144, 1, 1, 18.6666310429811, Lightning, 
79, 287, 1, 1, 57.2222186874832, Accidental, 
79, 342, 1, 1, 25.663770457917, Lightning, 
80, 306, 1, 1, 49.2515707958711, Accidental, 
