Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -282, 7990.7, 22117.3, 523.3, 11.3, 3494, 
10, -207.5, 7453.6, 24187, 503.4, 10.22, 3986.4, 
15, -148.6, 7254, 24193.9, 475.3, 11.28, 4776.5, 
20, -97, 7234, 24187, 435.4, 11.64, 5230.1, 
25, 5.6, 7265.7, 23623.1, 394.4, 12.76, 5472.5, 
30, -53.6, 7347.2, 22968.7, 373.3, 11.37, 5747.4, 
35, -17, 7419.2, 22131.3, 359.5, 10.89, 5780.2, 
40, 76.3, 7431.3, 21597.7, 351.1, 10.27, 5719.4, 
