SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 213, 1, 1, 44.2207538159604, Accidental, 
4, 102, 1, 1, 4.56860691809719, Lightning, 
6, 217, 1, 1, 44.9076577820119, Accidental, 
7, 262, 1, 1, 39.4117376699243, Accidental, 
7, 341, 1, 1, 1.99620099277725, Lightning, 
8, 194, 1, 1, 39.6981214364823, Accidental, 
9, 125, 1, 1, 19.9208132884314, Accidental, 
10, 273, 1, 1, 47.4355693873557, Accidental, 
11, 179, 1, 1, 36.7479439852887, Accidental, 
12, 301, 1, 1, 44.9607918649078, Accidental, 
13, 299, 1, 1, 18.0307023302229, Lightning, 
16, 5, 1, 1, 0, Accidental, 
17, 223, 1, 1, 44.3283507680009, Accidental, 
17, 338, 1, 1, 24.2240919903939, Accidental, 
18, 249, 1, 1, 32.1491994745457, Accidental, 
19, 215, 1, 1, 48.6165500390125, Accidental, 
20, 279, 1, 1, 50.8007071456369, Accidental, 
21, 207, 1, 1, 32.2911972192454, Accidental, 
22, 119, 1, 1, 8.16541942019599, Lightning, 
23, 163, 1, 1, 28.9712742857479, Accidental, 
24, 301, 1, 1, 36.8041719573333, Accidental, 
25, 227, 1, 1, 41.1989366845899, Accidental, 
25, 253, 1, 1, 55.6192510733899, Accidental, 
26, 110, 1, 1, 10.6948998966628, Accidental, 
27, 264, 1, 1, 57.9799719122785, Accidental, 
28, 235, 1, 1, 38.5312615158177, Accidental, 
29, 117, 1, 1, 6.43901577711388, Lightning, 
29, 297, 1, 1, 21.9036538801364, Lightning, 
29, 298, 1, 1, 32.2499562676491, Accidental, 
30, 278, 1, 1, 19.9547292351659, Lightning, 
31, 162, 1, 1, 45.5102769085751, Accidental, 
31, 195, 1, 1, 45.2526113781057, Accidental, 
31, 293, 1, 1, 53.4343980938331, Accidental, 
32, 159, 1, 1, 18.9263224837608, Accidental, 
32, 198, 1, 1, 49.5998198140184, Accidental, 
32, 220, 1, 1, 45.1348200708233, Lightning, 
32, 347, 1, 1, 24.3661952255997, Lightning, 
33, 221, 1, 1, 32.5489127571555, Accidental, 
34, 213, 1, 1, 40.7196669759516, Accidental, 
35, 316, 1, 1, 24.2058559648262, Lightning, 
37, 0, 1, 1, 0, Lightning, 
39, 37, 1, 1, 6.1846474967499, Lightning, 
39, 241, 1, 1, 50.9809760453193, Accidental, 
