EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 23, 170, 48.2569896765208, 213, 846, Accidental, 1, 134, 2795, 7782, 11.5308495, 14.4799415634352, 197.532567281941, 0, 48, 0.429579044303903, 0, 0, 0.160699838021798, 0.970025477390574, 300.880597014925, 291.78, 887015, 
2, 4, 3, 208, 5.87743739592555, 102, 127, Lightning, 1, 1, 20, 77, 11.0719080252, 8.98510284283999, 161.9244524, NaN, 5.88, NaN, 0, 0, 0.129999995231628, 1, 302, 272, 6385, 
3, 6, 79, 150, 44.9302035494819, 217, 924, Accidental, 1, 2, 18, 39, 10.5869351736, 19.4229143726232, 239.36714783, 0, 44.93, 0.276108016103125, 800.347237395553, 749.536932770813, 0.129999995231628, 0.368489082146355, 731, 220, 6327, 
4, 7, 4, 162, 44.0464800241396, 262, 799, Accidental, 1, 1, 6, 22, 8.726328774, 9.36819399219879, 156.48313, NaN, 44.05, NaN, 755.569696290763, 686.774761439118, 0.129999995231628, 0.349154631943845, 0, 294, 1954, 
5, 7, 91, 530, 3.02715455567378, 341, 121, Lightning, 1, 1, 6, 16, 13.2165545724, 13.1335889326013, 155.3657975, NaN, 3.03, NaN, 572.209565896411, 562.447813966044, 0.129999995231628, 0.356063854678356, 0, 297, 1449, 
6, 8, 67, 148, 41.0851740674275, 194, 859, Accidental, 1, 1, 5, 14, 10.2352362876, 19.9611120178489, 249.54519809, NaN, 41.09, NaN, 800.347237395553, 800.347237395553, 0.129999995231628, 0.353637526990929, 0, 222, 1953, 
7, 9, 45, 172, 23.2588298928287, 125, 600, Accidental, 1, 1, 9, 32, 15.0643822428, 24.9951862981874, 254.00487741, NaN, 23.26, NaN, 800.347237395553, 800.347237395553, 0.129999995231628, 0.414522924901809, 0, 205, 3077, 
8, 10, 2, 239, 50.0304010238207, 273, 856, Accidental, 1, 10, 135, 787, 9.1170951912, 10.2497568013381, 163.1780705, 22.2222222222222, 50.03, 0.314212503207256, 728.539753302408, 699.815198495207, 0.129999995231628, 0.519607793503921, 609, 218, 48128, 
9, 11, 11, 170, 39.1339488831881, 179, 754, Accidental, 1, 1, 11, 52, 13.2743214216, 13.3019386939801, 225.93507643, NaN, 39.13, NaN, 827.82730115474, 701.886920634086, 0.200108826160431, 0.560481869011939, 276, 235, 2733, 
10, 12, 12, 152, 48.9875076519002, 301, 911, Accidental, 1, 4, 41, 179, 11.0015781885, 11.6987275260928, 136.049409825, 0, 48.62, 0.309565579485444, 878.214862193246, 858.929528985793, 0.129999995231628, 0.587415088526157, 72.25, 190.75, 16006, 
11, 13, 51, 485, 16.9149522617837, 299, 252, Lightning, 1, 1, 18, 56, 7.8317749584, 2.59734419414837, 225.87200103, NaN, 16.91, NaN, 608.359734776819, 608.359734776819, 0.112946480512619, 0.560468568951109, 216, 242, 12319, 
12, 16, 26, 234, 0, 5, 192, Accidental, 1, 1, 13, 71, 18.1829262924, 24.8164250043797, 219.26527225, NaN, 0, NaN, 749.307285087844, 679.264515401884, 0.129999995231628, 0.667727903884042, 0, 200, 4633, 
13, 17, 81, 125, 44.8864147505262, 223, 838, Accidental, 1, 1, 12, 32, 8.9619692652, 11.6669200450138, 172.3326541, NaN, 44.89, NaN, 850.848664392773, 772.47512959658, 0.209999993443489, 0.511886421708239, 0, 229, 2899, 
