EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 302, 123, 2.38423480866402, 14, 13142, Accidental, 1, 1, 42, 42, 9.24907212, 9.93654097416524, 119.1195448, NaN, 2.38, NaN, 0, 0, 0.0987064838409424, 0, 219, 2000, 8119, 
2, 1, 619, 216, 11.6378655435259, 143, 60224, Accidental, 1, 1, 29, 29, 13.85088192, 19.1795346887538, 173.8998193, NaN, 11.64, NaN, 0, 0, 0.129999995231628, 0, 147, 2000, 5879, 
3, 1, 349, 193, 29.0036360153585, 181, 55779, Lightning, 1, 1, 74, 74, 9.66698424, 15.5771461947078, 214.77420951, NaN, 29, NaN, 0, 0, 0.138604044914246, 0, 108, 2000, 18931, 
4, 1, 649, 559, 32.2182309034767, 214, 34096, Lightning, 1, 1, 52, 52, 8.64, 10.2016042062347, 232.68606776, NaN, 32.22, NaN, 0, 0, 0.129999995231628, 0, 765, 2000, 29728, 
5, 1, 359, 201, 30.6649198708012, 242, 45388, Accidental, 1, 1, 35, 35, 12.9353526, 12.9829407938536, 313.5495247, NaN, 30.66, NaN, 0, 0, 0.137316390872002, 0, 0, 2000, 8396, 
6, 1, 385, 416, 27.0598887508429, 254, 14939, Lightning, 1, 1, 43, 43, 7.28364132, 6.64906568868394, 233.95141578, NaN, 27.06, NaN, 0, 0, 0.085912898182869, 0, 508, 2000, 12947, 
7, 1, 656, 332, 47.251914672245, 273, 69588, Lightning, 5, 4048, 228100, 234013, 8.12894892856688, 25.3920216376415, 174.202364858623, 0.142327650111193, 45.61, 0.744314854781918, 0, 0, 0.125505008517508, 0, 578.095602766798, 1379.43, 83325699, 
8, 1, 550, 175, 4.79008529892171, 330, 55655, Accidental, 1, 1, 71, 71, 18.7508664, 19.1731026211123, 299.465826, NaN, 4.79, NaN, 0, 0, 0.209999993443489, 0, 632, 1570, 24194, 
9, 2, 478, 181, 8.09501274932547, 114, 46293, Accidental, 1, 1, 45, 45, 19.50198228, 16.5651718045322, 26.9999999, NaN, 8.1, NaN, 0, 0, 0.129999995231628, 0, 246, 2000, 19009, 
10, 2, 326, 112, 23.1565854363862, 175, 14678, Accidental, 1, 1, 51, 51, 6.19570836, 7.17447214594636, 192.46594249, NaN, 23.16, NaN, 0, 0, 0.129999995231628, 0, 735, 2000, 22045, 
11, 2, 577, 182, 26.767414379921, 193, 58534, Accidental, 1, 1, 63, 63, 14.8052736, 16.533905281138, 222.23958254, NaN, 26.77, NaN, 0, 0, 0.150000005960464, 0, 649, 1812, 18432, 
12, 2, 367, 219, 33.9815214117625, 208, 53557, Lightning, 1, 1, 60, 60, 11.74090104, 14.3306817420844, 268.18679662, NaN, 33.98, NaN, 0, 0, 0.129999995231628, 0, 340, 2000, 25309, 
13, 2, 146, 58, 32.0537889531238, 249, 4052, Accidental, 1, 1, 59, 59, 4.13787672, 3.4441810714513, 66.6697079, NaN, 32.05, NaN, 0, 0, 0.129999995231628, 0, 723, 2000, 14800, 
14, 2, 632, 176, 32.0349294318282, 253, 49004, Accidental, 1, 1, 57, 57, 13.03483356, 13.594311084767, 18.1110579, NaN, 32.03, NaN, 0, 0, 0.150308385491371, 0, 0, 2000, 13561, 
15, 2, 388, 152, 42.3196069215187, 304, 136511, Accidental, 4, 6083, 305266, 307737, 23.5532210848598, 24.150136249811, 202.795802621009, 1.4847089773101, 47.91, 0.759984908972715, 0.106167205081532, 0.106099899040007, 0.144654555757864, 0, 226.920269603814, 1688.46, 98533279, 
16, 2, 490, 252, 123.422034961653, 334, 148487, Lightning, 6, 30271, 1260387, 1543881, 49.5295652484803, 51.6450849058963, 190.736991860154, 0.0685827552031715, 87.58, 0.791125879422855, 0.0228419605433849, 0.0179131169231837, 0.148406197281845, 0, 409.51848303657, 795.49, 454468391, 
