SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 14, 1, 1, 3.62239201372028, Accidental, 
1, 143, 1, 1, 10.5842956954361, Accidental, 
1, 181, 1, 1, 26.0677764035057, Lightning, 
1, 214, 1, 1, 32.4447866391863, Lightning, 
1, 242, 1, 1, 25.3476815487007, Accidental, 
1, 254, 1, 1, 29.2516050781964, Lightning, 
1, 273, 1, 1, 44.2021180853561, Lightning, 
1, 330, 1, 1, 6.35665678339821, Accidental, 
2, 114, 1, 1, 7.18294500862263, Accidental, 
2, 175, 1, 1, 20.3849529213812, Accidental, 
2, 193, 1, 1, 21.1723374510211, Accidental, 
2, 208, 1, 1, 27.8766298885388, Lightning, 
2, 249, 1, 1, 32.8408301401262, Accidental, 
2, 253, 1, 1, 27.9509952270444, Accidental, 
2, 304, 1, 1, 33.6886067208491, Accidental, 
2, 334, 1, 1, 67.1792860978796, Lightning, 
2, 351, 1, 1, 19.9662136476111, Accidental, 
3, 90, 1, 1, 1.80555899873788, Accidental, 
3, 178, 1, 1, 29.3056200285552, Accidental, 
3, 218, 1, 1, 39.5913313229286, Accidental, 
3, 224, 1, 1, 38.9331194755727, Lightning, 
3, 226, 1, 1, 38.1248405043535, Accidental, 
3, 227, 1, 1, 35.6716269747913, Accidental, 
3, 242, 1, 1, 50.8065994285273, Lightning, 
3, 244, 1, 1, 38.1679624185671, Accidental, 
3, 269, 1, 1, 33.9910438075261, Lightning, 
3, 273, 1, 1, 43.1737390270426, Accidental, 
4, 192, 1, 1, 37.2813995319357, Lightning, 
4, 202, 1, 1, 41.0291725439959, Accidental, 
4, 228, 1, 1, 35.9054213651289, Accidental, 
4, 233, 1, 1, 34.6971172237733, Lightning, 
4, 242, 1, 1, 35.4028988685094, Accidental, 
4, 271, 1, 1, 41.877177521762, Accidental, 
4, 307, 1, 1, 30.0388738377026, Accidental, 
5, 63, 1, 1, 1.72819831835448, Accidental, 
5, 163, 1, 1, 35.3336200130284, Lightning, 
5, 171, 1, 1, 37.7776870112259, Lightning, 
5, 183, 1, 1, 36.5544504119465, Accidental, 
5, 214, 1, 1, 43.2324038760113, Accidental, 
5, 238, 1, 1, 30.2105012680382, Accidental, 
5, 255, 1, 1, 39.5184039122722, Accidental, 
5, 293, 1, 1, 18.9638190124256, Accidental, 
5, 316, 1, 1, 22.3544940718847, Accidental, 
5, 321, 1, 1, 34.7216976632524, Accidental, 
6, 136, 1, 1, 12.1311701094151, Accidental, 
6, 219, 1, 1, 29.2117115859692, Accidental, 
6, 283, 1, 1, 36.3285704044667, Accidental, 
6, 322, 1, 1, 17.3336557536253, Lightning, 
7, 55, 1, 1, 4.3087791904518, Accidental, 
7, 158, 1, 1, 27.8023811659593, Lightning, 
7, 215, 1, 1, 40.9696309681327, Accidental, 
7, 240, 1, 1, 38.7107170505611, Accidental, 
7, 252, 1, 1, 34.1982419181879, Accidental, 
7, 341, 1, 1, 11.4837891558145, Accidental, 
8, 206, 1, 1, 29.815769698336, Accidental, 
8, 259, 1, 1, 30.6863830142135, Lightning, 
9, 70, 1, 1, 6.24201017922243, Accidental, 
9, 157, 1, 1, 23.6113627758562, Accidental, 
9, 181, 1, 1, 35.5627418033316, Accidental, 
9, 225, 1, 1, 39.2180220931165, Lightning, 
9, 231, 1, 1, 44.5171253225317, Accidental, 
9, 236, 1, 1, 36.890657953046, Accidental, 
9, 254, 1, 1, 50.5136714916489, Accidental, 
9, 267, 1, 1, 45.5679521885823, Accidental, 
9, 293, 1, 1, 31.4655565201015, Accidental, 
9, 311, 1, 1, 66.2210264296732, Accidental, 
9, 325, 1, 1, 23.8656652534901, Accidental, 
10, 49, 1, 1, 0.343645631784349, Accidental, 
10, 161, 1, 1, 22.1773674840976, Accidental, 
10, 178, 1, 1, 22.6504568115381, Accidental, 
10, 209, 1, 1, 34.7924465100865, Accidental, 
10, 218, 1, 1, 36.7510624769348, Accidental, 
10, 236, 1, 1, 29.1976401412391, Accidental, 
10, 243, 1, 1, 38.4723790880165, Accidental, 
10, 277, 1, 1, 28.8490308197237, Accidental, 
10, 288, 1, 1, 42.4550491761502, Lightning, 
10, 302, 1, 1, 39.6424982225151, Accidental, 
10, 317, 1, 1, 33.4851894824667, Accidental, 
11, 167, 1, 1, 32.9850982575538, Lightning, 
11, 202, 1, 1, 33.5002193652788, Lightning, 
11, 207, 1, 1, 33.2979621126578, Accidental, 
11, 222, 1, 1, 35.8254337866708, Accidental, 
11, 266, 1, 1, 33.0481581337863, Lightning, 
11, 270, 1, 1, 47.0851483877521, Accidental, 
11, 273, 1, 1, 43.0981934432694, Lightning, 
11, 291, 1, 1, 39.3195432375429, Accidental, 
11, 291, 1, 1, 39.3195432375429, Lightning, 
11, 305, 1, 1, 43.579979702972, Accidental, 
11, 326, 1, 1, 17.0694001651585, Accidental, 
12, 52, 1, 1, 9.29020922641928, Accidental, 
12, 223, 1, 1, 39.220323571701, Accidental, 
12, 234, 1, 1, 43.3976567657688, Accidental, 
12, 250, 1, 1, 71.5210113807648, Accidental, 
12, 250, 1, 1, 71.5210113807648, Lightning, 
12, 291, 1, 1, 39.3195432375429, Accidental, 
12, 352, 1, 1, 16.5001230204239, Accidental, 
13, 163, 1, 1, 19.2492570509151, Accidental, 
13, 188, 1, 1, 34.4101801615134, Accidental, 
13, 190, 1, 1, 31.3675754908588, Accidental, 
13, 232, 1, 1, 45.1159110641987, Accidental, 
13, 249, 1, 1, 50.3527748874158, Lightning, 
13, 250, 1, 1, 71.5210113807648, Lightning, 
13, 260, 1, 1, 35.0951169896722, Lightning, 
13, 275, 1, 1, 45.8219378352639, Accidental, 
13, 285, 1, 1, 32.5863827793053, Accidental, 
13, 304, 1, 1, 43.3859351739277, Lightning, 
13, 354, 1, 1, 19.5282369624144, Accidental, 
14, 26, 1, 1, 4.46629062596807, Accidental, 
14, 116, 1, 1, 12.0018587313925, Accidental, 
14, 130, 1, 1, 26.5253529997424, Accidental, 
14, 155, 1, 1, 33.571708396238, Accidental, 
14, 172, 1, 1, 29.6248500193478, Lightning, 
14, 181, 1, 1, 26.0047719953333, Accidental, 
14, 224, 1, 1, 42.4316329450876, Accidental, 
14, 234, 1, 1, 43.3976567657688, Accidental, 
14, 253, 1, 1, 36.7730893555661, Accidental, 
14, 258, 1, 1, 44.9949432351625, Accidental, 
14, 272, 1, 1, 37.8082526814353, Accidental, 
14, 276, 1, 1, 49.7963725513416, Lightning, 
14, 286, 1, 1, 44.7658751661527, Lightning, 
14, 299, 1, 1, 47.0686277000689, Lightning, 
14, 323, 1, 1, 18.1162220734276, Accidental, 
14, 328, 1, 1, 18.9162685280039, Lightning, 
14, 332, 1, 1, 22.0833133154669, Accidental, 
14, 351, 1, 1, 13.7510631936257, Accidental, 
14, 358, 1, 1, 22.9182280224674, Accidental, 
15, 19, 1, 1, 4.15159000348249, Accidental, 
15, 74, 1, 1, 1.57829701397376, Accidental, 
15, 115, 1, 1, 13.1174833807052, Accidental, 
15, 193, 1, 1, 39.2284603819644, Lightning, 
15, 232, 1, 1, 45.1159110641987, Accidental, 
15, 265, 1, 1, 41.483398350999, Lightning, 
15, 288, 1, 1, 52.3643405961946, Accidental, 
16, 231, 1, 1, 43.0615883514617, Lightning, 
16, 238, 1, 1, 30.2174314682916, Accidental, 
16, 241, 1, 1, 38.1827816842395, Accidental, 
16, 250, 1, 1, 71.5210113807648, Lightning, 
16, 267, 1, 1, 33.0089338791171, Accidental, 
16, 277, 1, 1, 43.0959361387352, Lightning, 
16, 353, 1, 1, 18.0887730235749, Accidental, 
17, 115, 1, 1, 13.1174833807052, Accidental, 
17, 198, 1, 1, 32.5816110377091, Accidental, 
17, 209, 1, 1, 36.5421075278805, Accidental, 
17, 220, 1, 1, 32.7715793393525, Lightning, 
17, 224, 1, 1, 42.4316329450876, Lightning, 
17, 225, 1, 1, 37.3540998157769, Lightning, 
17, 257, 1, 1, 44.1561141304701, Accidental, 
17, 276, 1, 1, 49.7963725513416, Lightning, 
17, 282, 1, 1, 33.9673063128924, Lightning, 
17, 286, 1, 1, 44.7658751661527, Lightning, 
17, 293, 1, 1, 37.0409012940972, Accidental, 
18, 35, 1, 1, 6.25568832907737, Accidental, 
18, 49, 1, 1, 9.22715419082085, Accidental, 
18, 106, 1, 1, 7.9712755192126, Accidental, 
18, 193, 1, 1, 39.2284603819644, Accidental, 
18, 214, 1, 1, 40.9289910768737, Lightning, 
18, 231, 1, 1, 43.0615883514617, Lightning, 
18, 269, 1, 1, 53.7786851808567, Accidental, 
18, 273, 1, 1, 43.0981934432694, Lightning, 
18, 346, 1, 1, 15.6928222231306, Accidental, 
19, 33, 1, 1, 10.2057718068106, Accidental, 
19, 126, 1, 1, 23.420659006559, Accidental, 
19, 250, 1, 1, 71.5210113807648, Lightning, 
19, 255, 1, 1, 42.9081284499357, Accidental, 
19, 318, 1, 1, 24.3300057364472, Lightning, 
19, 319, 1, 1, 22.6267035269814, Accidental, 
19, 333, 1, 1, 23.0046951879568, Accidental, 
19, 340, 1, 1, 34.5694457676007, Accidental, 
20, 243, 1, 1, 43.2909863750851, Lightning, 
20, 250, 1, 1, 71.5210113807648, Lightning, 
20, 255, 1, 1, 42.9081284499357, Accidental, 
20, 288, 1, 1, 52.3643405961946, Lightning, 
20, 323, 1, 1, 18.1162220734276, Accidental, 
21, 40, 1, 1, 13.4130847402426, Accidental, 
21, 98, 1, 1, 3.50442845572386, Accidental, 
21, 111, 1, 1, 8.31922707077246, Accidental, 
21, 118, 1, 1, 15.0167446651783, Accidental, 
21, 160, 1, 1, 23.4450501209122, Accidental, 
21, 168, 1, 1, 32.4930773907124, Accidental, 
21, 172, 1, 1, 29.6248500193478, Accidental, 
21, 185, 1, 1, 32.6165484680187, Accidental, 
21, 223, 1, 1, 39.220323571701, Accidental, 
21, 225, 1, 1, 37.3540998157769, Accidental, 
21, 227, 1, 1, 37.3826278157395, Lightning, 
21, 228, 1, 1, 37.8282923018128, Lightning, 
21, 250, 1, 1, 71.5210113807648, Lightning, 
21, 282, 1, 1, 33.9673063128924, Lightning, 
21, 305, 1, 1, 43.579979702972, Accidental, 
21, 336, 1, 1, 23.1287105541522, Accidental, 
22, 34, 1, 1, 8.82186345288686, Accidental, 
22, 96, 1, 1, 2.425399546683, Accidental, 
22, 157, 1, 1, 21.4414494677666, Accidental, 
22, 190, 1, 1, 31.3675754908588, Accidental, 
22, 217, 1, 1, 31.4111904652122, Lightning, 
22, 229, 1, 1, 40.0955949507871, Accidental, 
22, 250, 1, 1, 71.5210113807648, Lightning, 
22, 253, 1, 1, 36.7730893555661, Accidental, 
22, 259, 1, 1, 51.0870931368115, Lightning, 
22, 277, 1, 1, 43.0959361387352, Accidental, 
22, 297, 1, 1, 18.1411388575847, Accidental, 
22, 298, 1, 1, 19.6985830314278, Accidental, 
22, 330, 1, 1, 20.4930053974358, Accidental, 
22, 352, 1, 1, 16.5001230204239, Accidental, 
23, 84, 1, 1, 2.3934647747186, Accidental, 
23, 153, 1, 1, 22.943176936015, Accidental, 
23, 176, 1, 1, 33.2162189519313, Accidental, 
23, 197, 1, 1, 35.3367497176137, Accidental, 
23, 226, 1, 1, 39.1370314830439, Accidental, 
23, 230, 1, 1, 41.1400333960378, Accidental, 
23, 253, 1, 1, 36.7730893555661, Lightning, 
23, 269, 1, 1, 53.7786851808567, Lightning, 
23, 275, 1, 1, 45.8219378352639, Accidental, 
23, 276, 1, 1, 49.7963725513416, Accidental, 
23, 300, 1, 1, 40.3275019797158, Lightning, 
24, 26, 1, 1, 4.46629062596807, Accidental, 
24, 168, 1, 1, 32.4930773907124, Accidental, 
24, 188, 1, 1, 34.4101801615134, Accidental, 
24, 188, 1, 1, 34.4101801615134, Lightning, 
24, 250, 1, 1, 71.5210113807648, Lightning, 
24, 282, 1, 1, 33.9673063128924, Accidental, 
24, 284, 1, 1, 28.7960280751698, Accidental, 
24, 306, 1, 1, 46.9843345134515, Accidental, 
24, 315, 1, 1, 21.663071217478, Accidental, 
25, 129, 1, 1, 24.8830407702249, Accidental, 
25, 137, 1, 1, 12.150126309501, Accidental, 
25, 158, 1, 1, 20.2853516819864, Accidental, 
25, 173, 1, 1, 30.601644409977, Accidental, 
25, 222, 1, 1, 35.8254337866708, Accidental, 
25, 226, 1, 1, 39.1370314830439, Accidental, 
25, 250, 1, 1, 71.5210113807648, Lightning, 
25, 275, 1, 1, 45.8219378352639, Accidental, 
25, 300, 1, 1, 40.3275019797158, Accidental, 
25, 352, 1, 1, 16.5001230204239, Accidental, 
26, 174, 1, 1, 28.4032019913163, Lightning, 
26, 209, 1, 1, 36.5421075278805, Lightning, 
26, 233, 1, 1, 40.9747769529462, Accidental, 
26, 243, 1, 1, 43.2909863750851, Accidental, 
26, 246, 1, 1, 39.3487174361411, Lightning, 
26, 250, 1, 1, 71.5210113807648, Accidental, 
26, 250, 1, 1, 71.5210113807648, Lightning, 
26, 262, 1, 1, 30.3830485690583, Accidental, 
26, 287, 1, 1, 56.3815666454632, Lightning, 
26, 294, 1, 1, 41.2904436876104, Accidental, 
26, 317, 1, 1, 18.2977250988636, Accidental, 
27, 49, 1, 1, 9.22715419082085, Accidental, 
27, 194, 1, 1, 33.9265841707021, Accidental, 
27, 199, 1, 1, 34.4115321344936, Accidental, 
27, 221, 1, 1, 35.1544421106879, Accidental, 
27, 229, 1, 1, 40.0955949507871, Lightning, 
27, 250, 1, 1, 71.5210113807648, Accidental, 
27, 276, 1, 1, 49.7963725513416, Lightning, 
27, 306, 1, 1, 46.9843345134515, Accidental, 
27, 315, 1, 1, 21.663071217478, Accidental, 
28, 51, 1, 1, 10.1311202209773, Accidental, 
28, 113, 1, 1, 11.696806651223, Accidental, 
28, 145, 1, 1, 17.9947376879972, Accidental, 
28, 230, 1, 1, 41.1400333960378, Lightning, 
28, 247, 1, 1, 39.7651642501816, Lightning, 
28, 250, 1, 1, 71.5210113807648, Accidental, 
28, 250, 1, 1, 71.5210113807648, Lightning, 
28, 276, 1, 1, 49.7963725513416, Lightning, 
28, 278, 1, 1, 44.127735677438, Accidental, 
28, 318, 1, 1, 24.3300057364472, Accidental, 
29, 9, 1, 1, 0, Accidental, 
29, 181, 1, 1, 26.0047719953333, Accidental, 
29, 219, 1, 1, 30.5778658188466, Accidental, 
29, 249, 1, 1, 50.3527748874158, Lightning, 
29, 263, 1, 1, 38.5256964597009, Accidental, 
29, 295, 1, 1, 34.5635810289621, Lightning, 
29, 305, 1, 1, 43.579979702972, Accidental, 
29, 320, 1, 1, 36.6284776553665, Lightning, 
30, 55, 1, 1, 12.7330737804069, Accidental, 
30, 56, 1, 1, 10.1754100593934, Accidental, 
30, 111, 1, 1, 8.31922707077246, Accidental, 
30, 199, 1, 1, 34.4115321344936, Accidental, 
30, 234, 1, 1, 43.3976567657688, Lightning, 
30, 238, 1, 1, 30.2174314682916, Accidental, 
30, 245, 1, 1, 37.4951900007176, Accidental, 
30, 249, 1, 1, 50.3527748874158, Accidental, 
30, 250, 1, 1, 71.5210113807648, Lightning, 
30, 254, 1, 1, 37.3421873013952, Accidental, 
30, 286, 1, 1, 44.7658751661527, Lightning, 
30, 294, 1, 1, 41.2904436876104, Accidental, 
31, 127, 1, 1, 20.2839090238372, Accidental, 
