Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7472.2, 17707.4, 0, 5, 2673.7, 
5, -133.2, 7024.6, 14258.3, 384.7, 11.53, 2890.6, 
10, -92.1, 6531, 14943.7, 300.3, 12.38, 3043.4, 
15, -100.1, 6185.9, 14684.7, 287.3, 15.82, 3118.6, 
20, -76.2, 5876.3, 13452.3, 256.7, 19.21, 3176.7, 
25, -58.4, 5685.9, 12872.6, 234.6, 22.15, 3148.6, 
30, -41.2, 5433.7, 11417.2, 205.6, 24.7, 3048.8, 
35, -26.9, 5225.6, 10153.7, 182.4, 26.72, 2956.8, 
40, -21.2, 5091.7, 9895.4, 170.2, 28.23, 2796.5, 
