Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -195.7, 7730.1, 18319.8, 449.9, 8.9, 3596.3, 
10, -146.2, 7112.1, 17863.8, 435, 9.36, 3780.2, 
15, -167.8, 6713.4, 17864.4, 383.7, 10.9, 3713.8, 
20, -107.2, 6471.8, 17887.4, 357.3, 10.39, 3638.4, 
25, -104.7, 6320.6, 18040.1, 325.2, 10.79, 3577.8, 
30, -61.9, 6182.5, 17978.5, 310.2, 11.63, 3543.1, 
35, -69.1, 6030.3, 18044.1, 340.9, 13.21, 3435.2, 
40, -78.1, 5951.5, 17185.5, 298.5, 12.44, 3676.7, 
