Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 1875, 0, 1, 0.76, 0, 119.47, 0.09, 309.62, 
5, AbieConc, eco2, 23568, 0.25, 1, 0.7, 0.15, 141.9, 0.36, 306.54, 
5, AbieConc, eco3, 26643, 0.6, 1, 0.7, 0.35, 137.39, 1.07, 303.34, 
5, AbieConc, eco4, 22429, 0.85, 1, 0.74, 0.45, 122.49, 1.82, 300.66, 
5, AbieConc, eco5, 23981, 1, 1, 0.63, 0.38, 104.27, 105.65, 291.87, 
5, AbieConc, eco6, 44742, 0.88, 1, 0.53, 0.32, 102.36, 137.89, 290.85, 
5, AbieConc, eco7, 25731, 0.79, 1, 0.59, 0.36, 90.52, 139.87, 289.76, 
5, AbieConc, eco8, 5676, 0.7, 1, 0.61, 0.37, 82.55, 141.94, 282.91, 
5, AbieConc, eco9, 207, 0.61, 1, 0.58, 0.35, 79.56, 146, 275, 
5, AbieConc, eco10, 4, 0.41, 1, 0.54, 0.25, 69.5, 155, 260, 
5, AbieMagn, eco1, 1867, 0, 1, 0.76, 0, 119.31, 0.09, 309.63, 
5, AbieMagn, eco2, 23517, 0.03, 1, 0.69, 0.02, 142.05, 0.36, 306.54, 
5, AbieMagn, eco3, 26886, 0.45, 1, 0.7, 0.27, 137.36, 1.04, 303.36, 
5, AbieMagn, eco4, 22585, 0.77, 1, 0.74, 0.44, 122.36, 1.79, 300.65, 
5, AbieMagn, eco5, 24068, 0.99, 1, 0.62, 0.37, 104.33, 105.64, 291.87, 
5, AbieMagn, eco6, 44764, 0.91, 1, 0.51, 0.31, 102.36, 137.89, 290.84, 
5, AbieMagn, eco7, 25824, 0.82, 1, 0.58, 0.35, 90.56, 139.87, 289.76, 
5, AbieMagn, eco8, 5710, 0.74, 1, 0.6, 0.36, 82.48, 141.93, 282.89, 
5, AbieMagn, eco9, 197, 0.64, 1, 0.57, 0.34, 79.87, 146, 275, 
5, AbieMagn, eco10, 4, 0.44, 1, 0.53, 0.26, 69.25, 155, 260, 
5, CaloDecu, eco1, 1880, 0, 1, 0.78, 0, 116.74, 0.05, 309.7, 
5, CaloDecu, eco2, 15970, 0.31, 1, 0.72, 0.19, 140.04, 0.31, 306.56, 
5, CaloDecu, eco3, 13641, 0.72, 1, 0.73, 0.41, 134.96, 1.19, 303.26, 
5, CaloDecu, eco4, 12126, 0.95, 1, 0.76, 0.46, 119.14, 2.85, 300.46, 
5, CaloDecu, eco5, 15460, 0.94, 1, 0.65, 0.39, 104.09, 104.95, 291.68, 
5, CaloDecu, eco6, 28357, 0.49, 1, 0.56, 0.29, 102.25, 137.62, 290.53, 
5, CaloDecu, eco7, 14546, 0.25, 1, 0.62, 0.15, 89.99, 139.62, 289.33, 
5, CaloDecu, eco8, 3295, 0.05, 1, 0.64, 0.03, 81.71, 141.92, 282.87, 
5, CaloDecu, eco9, 155, 0, 1, 0.6, 0, 80.19, 145.97, 274.91, 
5, CaloDecu, eco10, 6, 0, 1, 0.58, 0, 68.67, 155, 260, 
5, FX_R_SEED, eco1, 2976, 0.38, 1, 0.81, 0.23, 100.82, 0.01, 309.97, 
5, FX_R_SEED, eco2, 6761, 0.57, 1, 0.75, 0.34, 126.86, 0.1, 306.87, 
5, FX_R_SEED, eco3, 3388, 0.8, 1, 0.76, 0.45, 121.82, 0.98, 303.38, 
5, FX_R_SEED, eco4, 5396, 0.94, 1, 0.74, 0.44, 124.92, 6.33, 299.83, 
5, FX_R_SEED, eco5, 5771, 0.99, 1, 0.64, 0.38, 109.17, 100.44, 290.37, 
5, FX_R_SEED, eco6, 7631, 0.83, 1, 0.55, 0.33, 103.1, 134.12, 286.16, 
5, FX_R_SEED, eco7, 3421, 0.73, 1, 0.59, 0.36, 92.03, 136.34, 283.83, 
5, FX_R_SEED, eco8, 685, 0.65, 1, 0.64, 0.38, 80.13, 141.69, 282.51, 
5, FX_R_SEED, eco9, 44, 0.55, 1, 0.63, 0.33, 75.61, 145.91, 274.68, 
5, FX_R_SEED, eco10, 11, 0.37, 1, 0.61, 0.22, 65.09, 155, 260, 
5, NOFX_R_SEED, eco1, 2991, 0.38, 1, 0.82, 0.23, 100.76, 0.01, 309.97, 
5, NOFX_R_SEED, eco2, 6826, 0.57, 1, 0.75, 0.34, 126.82, 0.09, 306.89, 
5, NOFX_R_SEED, eco3, 3364, 0.8, 1, 0.76, 0.45, 122.26, 0.97, 303.38, 
5, NOFX_R_SEED, eco4, 5356, 0.94, 1, 0.74, 0.44, 124.84, 6.3, 299.84, 
5, NOFX_R_SEED, eco5, 5785, 0.99, 1, 0.64, 0.38, 109.13, 100.41, 290.38, 
5, NOFX_R_SEED, eco6, 7649, 0.83, 1, 0.55, 0.33, 103.08, 134.14, 286.2, 
5, NOFX_R_SEED, eco7, 3401, 0.73, 1, 0.59, 0.36, 91.97, 136.34, 283.81, 
5, NOFX_R_SEED, eco8, 693, 0.65, 1, 0.64, 0.38, 80.31, 141.72, 282.55, 
5, NOFX_R_SEED, eco9, 44, 0.55, 1, 0.63, 0.33, 75.82, 145.91, 274.68, 
5, NOFX_R_SEED, eco10, 11, 0.37, 1, 0.61, 0.22, 65.09, 155, 260, 
5, NOFX_NOR_SEED, eco1, 2763, 0.38, 1, 0.81, 0.23, 105.33, 0.01, 309.93, 
5, NOFX_NOR_SEED, eco2, 9185, 0.57, 1, 0.74, 0.34, 132.39, 0.16, 306.77, 
5, NOFX_NOR_SEED, eco3, 5355, 0.8, 1, 0.75, 0.44, 126, 1, 303.36, 
5, NOFX_NOR_SEED, eco4, 7539, 0.95, 1, 0.75, 0.45, 120.19, 4.64, 300.1, 
5, NOFX_NOR_SEED, eco5, 8864, 0.99, 1, 0.65, 0.39, 106.37, 102.46, 290.93, 
5, NOFX_NOR_SEED, eco6, 12756, 0.83, 1, 0.55, 0.33, 102.5, 135.84, 288.33, 
5, NOFX_NOR_SEED, eco7, 5525, 0.73, 1, 0.61, 0.37, 90.08, 137.79, 286.24, 
5, NOFX_NOR_SEED, eco8, 1347, 0.65, 1, 0.64, 0.38, 80.59, 141.8, 282.68, 
5, NOFX_NOR_SEED, eco9, 79, 0.55, 1, 0.62, 0.33, 77.65, 145.95, 274.82, 
5, NOFX_NOR_SEED, eco10, 7, 0.37, 1, 0.6, 0.22, 66, 155, 260, 
5, PinuAlbi, eco1, 1881, 0, 1, 0.76, 0, 116.68, 0.05, 309.71, 
5, PinuAlbi, eco2, 16014, 0, 1, 0.69, 0, 139.88, 0.3, 306.58, 
5, PinuAlbi, eco3, 13620, 0, 1, 0.7, 0, 135.13, 1.22, 303.24, 
5, PinuAlbi, eco4, 12230, 0, 1, 0.74, 0, 118.9, 2.79, 300.48, 
5, PinuAlbi, eco5, 15363, 0.57, 1, 0.62, 0.34, 103.89, 105.05, 291.68, 
5, PinuAlbi, eco6, 28395, 0.99, 1, 0.51, 0.3, 102.27, 137.61, 290.51, 
5, PinuAlbi, eco7, 14530, 0.99, 1, 0.58, 0.35, 90, 139.59, 289.28, 
5, PinuAlbi, eco8, 3328, 0.96, 1, 0.6, 0.36, 81.75, 141.93, 282.88, 
5, PinuAlbi, eco9, 153, 0.89, 1, 0.56, 0.34, 79.37, 145.97, 274.91, 
5, PinuAlbi, eco10, 6, 0.7, 1, 0.53, 0.32, 68.67, 155, 260, 
5, PinuCont, eco1, 2998, 0, 1, 0.79, 0, 100.84, 0.01, 309.97, 
5, PinuCont, eco2, 6811, 0, 1, 0.71, 0, 126.65, 0.1, 306.87, 
5, PinuCont, eco3, 3360, 0, 1, 0.72, 0, 122.41, 1, 303.36, 
5, PinuCont, eco4, 5349, 0, 1, 0.7, 0, 124.56, 6.46, 299.84, 
5, PinuCont, eco5, 5826, 0.59, 1, 0.58, 0.33, 109.03, 100.53, 290.38, 
5, PinuCont, eco6, 7623, 1, 1, 0.47, 0.28, 103.14, 134.1, 286.16, 
5, PinuCont, eco7, 3422, 0.96, 1, 0.53, 0.32, 91.84, 136.4, 283.94, 
5, PinuCont, eco8, 682, 0.88, 1, 0.59, 0.35, 80.11, 141.73, 282.58, 
5, PinuCont, eco9, 50, 0.77, 1, 0.57, 0.34, 75.96, 145.92, 274.72, 
5, PinuCont, eco10, 11, 0.5, 1, 0.55, 0.3, 64.64, 155, 260, 
5, PinuJeff, eco1, 2769, 0, 1, 0.8, 0, 105.5, 0.01, 309.93, 
5, PinuJeff, eco2, 9223, 0, 1, 0.73, 0, 132.05, 0.18, 306.74, 
5, PinuJeff, eco3, 5375, 0, 1, 0.74, 0, 125.83, 1.08, 303.32, 
5, PinuJeff, eco4, 7583, 0.35, 1, 0.74, 0.21, 120.51, 4.88, 300.09, 
5, PinuJeff, eco5, 8880, 0.95, 1, 0.64, 0.38, 106.33, 102.53, 290.96, 
5, PinuJeff, eco6, 12763, 0.83, 1, 0.54, 0.32, 102.48, 135.81, 288.28, 
5, PinuJeff, eco7, 5573, 0.62, 1, 0.6, 0.35, 90.23, 137.78, 286.23, 
5, PinuJeff, eco8, 1382, 0.42, 1, 0.63, 0.25, 80.6, 141.79, 282.67, 
5, PinuJeff, eco9, 83, 0.2, 0.99, 0.61, 0.12, 77.64, 145.95, 274.83, 
5, PinuJeff, eco10, 8, 0, 1, 0.59, 0, 65.25, 155, 260, 
5, PinuLamb, eco1, 1934, 0, 1, 0.76, 0, 116.61, 0.04, 309.75, 
5, PinuLamb, eco2, 15913, 0, 1, 0.69, 0, 140.03, 0.32, 306.56, 
5, PinuLamb, eco3, 13648, 0, 1, 0.7, 0, 134.88, 1.21, 303.25, 
5, PinuLamb, eco4, 12115, 0.35, 1, 0.74, 0.21, 119.01, 2.94, 300.45, 
5, PinuLamb, eco5, 15298, 0.96, 1, 0.62, 0.37, 103.98, 104.99, 291.69, 
5, PinuLamb, eco6, 28560, 0.83, 1, 0.51, 0.3, 102.3, 137.62, 290.51, 
5, PinuLamb, eco7, 14656, 0.62, 1, 0.58, 0.34, 90.01, 139.6, 289.29, 
5, PinuLamb, eco8, 3284, 0.42, 1, 0.6, 0.25, 81.89, 141.9, 282.84, 
5, PinuLamb, eco9, 152, 0.2, 1, 0.56, 0.12, 79.77, 146, 275, 
5, PinuLamb, eco10, 5, 0, 1, 0.53, 0, 68.8, 155, 260, 
5, PinuMont, eco1, 1906, 0, 1, 0.74, 0, 117.49, 0.06, 309.66, 
5, PinuMont, eco2, 15799, 0, 1, 0.67, 0, 140.04, 0.31, 306.57, 
5, PinuMont, eco3, 13556, 0, 1, 0.68, 0, 134.62, 1.19, 303.26, 
5, PinuMont, eco4, 12237, 0, 1, 0.72, 0, 119.07, 2.87, 300.45, 
5, PinuMont, eco5, 15372, 0.36, 1, 0.59, 0.21, 104.03, 104.98, 291.68, 
5, PinuMont, eco6, 28410, 0.98, 1, 0.46, 0.28, 102.32, 137.59, 290.49, 
5, PinuMont, eco7, 14676, 0.99, 1, 0.54, 0.32, 90.01, 139.62, 289.33, 
5, PinuMont, eco8, 3269, 0.93, 1, 0.56, 0.34, 81.85, 141.91, 282.85, 
5, PinuMont, eco9, 149, 0.83, 1, 0.53, 0.32, 79.13, 145.97, 274.91, 
5, PinuMont, eco10, 3, 0.54, 1, 0.49, 0.29, 68.33, 155, 260, 
5, PopuTrem, eco1, 2979, 0, 1, 0.78, 0, 100.6, 0.01, 309.97, 
5, PopuTrem, eco2, 6786, 0, 1, 0.69, 0, 126.85, 0.07, 306.89, 
5, PopuTrem, eco3, 3328, 0.27, 1, 0.7, 0.16, 122.36, 1, 303.37, 
5, PopuTrem, eco4, 5360, 0.69, 1, 0.67, 0.38, 124.88, 6.31, 299.87, 
5, PopuTrem, eco5, 5749, 0.98, 1, 0.54, 0.32, 109.28, 100.3, 290.32, 
5, PopuTrem, eco6, 7685, 0.88, 1, 0.41, 0.25, 103.04, 134.12, 286.16, 
5, PopuTrem, eco7, 3424, 0.76, 1, 0.48, 0.29, 91.98, 136.36, 283.89, 
5, PopuTrem, eco8, 707, 0.65, 1, 0.55, 0.33, 80.23, 141.7, 282.53, 
5, PopuTrem, eco9, 40, 0.52, 1, 0.53, 0.3, 75.55, 145.9, 274.65, 
5, PopuTrem, eco10, 12, 0.25, 1, 0.5, 0.15, 65.08, 155, 260, 
5, TsugMert, eco1, 847, 0, 1, 0.72, 0, 119.37, 0.1, 309.64, 
5, TsugMert, eco2, 14990, 0, 1, 0.65, 0, 141.56, 0.31, 306.6, 
5, TsugMert, eco3, 26686, 0, 1, 0.66, 0, 136.6, 0.74, 303.55, 
5, TsugMert, eco4, 30625, 0, 1, 0.7, 0, 124.63, 1, 300.75, 
5, TsugMert, eco5, 22186, 0, 1, 0.55, 0, 105.73, 105.83, 291.91, 
5, TsugMert, eco6, 29320, 0, 1, 0.42, 0, 102.47, 137.9, 290.85, 
5, TsugMert, eco7, 18153, 0.51, 1, 0.51, 0.29, 90.87, 139.87, 289.76, 
5, TsugMert, eco8, 4551, 0.84, 1, 0.53, 0.32, 83.01, 141.93, 282.89, 
5, TsugMert, eco9, 149, 0.99, 1, 0.5, 0.3, 79.6, 146, 275, 
5, TsugMert, eco10, 2, 0.85, 1, 0.46, 0.28, 68.5, 155, 260, 
5, AcerMacr, eco1, 1910, 0, 1, 0.49, 0, 116.5, 0.04, 309.71, 
5, AcerMacr, eco2, 16084, 0.26, 1, 0.32, 0.12, 139.66, 0.29, 306.59, 
5, AcerMacr, eco3, 13642, 0.62, 1, 0.34, 0.2, 134.83, 1.18, 303.26, 
5, AcerMacr, eco4, 12201, 0.87, 1, 0.43, 0.26, 118.97, 2.8, 300.5, 
5, AcerMacr, eco5, 15483, 1, 1, 0.03, 0.02, 103.96, 104.99, 291.69, 
5, AcerMacr, eco6, 28689, 0.84, 1, 0, 0, 102.3, 137.61, 290.51, 
5, AcerMacr, eco7, 14524, 0.72, 0.99, 0, 0, 89.92, 139.6, 289.31, 
5, AcerMacr, eco8, 3310, 0.62, 1, 0, 0, 81.74, 141.9, 282.84, 
5, AcerMacr, eco9, 151, 0.5, 0.99, 0, 0, 79.42, 145.97, 274.91, 
5, AcerMacr, eco10, 6, 0.27, 1, 0, 0, 69, 155, 260, 
5, AescCali, eco1, 1912, 0.46, 1, 0.6, 0.27, 116.53, 0.04, 309.71, 
5, AescCali, eco2, 15932, 0.67, 1, 0.48, 0.28, 139.91, 0.28, 306.6, 
5, AescCali, eco3, 13729, 0.9, 1, 0.49, 0.29, 134.86, 1.17, 303.27, 
5, AescCali, eco4, 12129, 1, 1, 0.56, 0.34, 119.19, 2.88, 300.45, 
5, AescCali, eco5, 15473, 0.87, 1, 0.26, 0.16, 104.09, 104.99, 291.68, 
5, AescCali, eco6, 28696, 0.43, 0.99, 0, 0, 102.25, 137.6, 290.5, 
5, AescCali, eco7, 14586, 0.22, 0.99, 0.16, 0.08, 90.02, 139.62, 289.34, 
5, AescCali, eco8, 3332, 0.04, 0, 0.21, 0, 81.85, 141.91, 282.86, 
5, AescCali, eco9, 152, 0, 0, 0.09, 0, 79.3, 146, 275, 
5, AescCali, eco10, 6, 0, 0, 0, 0, 69, 155, 260, 
5, AlnuRhom, eco1, 2696, 0, 1, 0.55, 0, 105.88, 0.01, 309.89, 
5, AlnuRhom, eco2, 9189, 0, 1, 0.37, 0, 132.13, 0.15, 306.77, 
5, AlnuRhom, eco3, 5316, 0, 1, 0.4, 0, 125.87, 1.1, 303.3, 
5, AlnuRhom, eco4, 7634, 0.45, 1, 0.42, 0.21, 120.58, 4.98, 300.08, 
5, AlnuRhom, eco5, 8826, 0.91, 1, 0.04, 0.03, 106.42, 102.45, 290.93, 
5, AlnuRhom, eco6, 12716, 0.97, 1, 0, 0, 102.58, 135.82, 288.31, 
5, AlnuRhom, eco7, 5483, 0.9, 1, 0, 0, 90.18, 137.76, 286.2, 
5, AlnuRhom, eco8, 1372, 0.82, 1, 0, 0, 80.61, 141.79, 282.66, 
5, AlnuRhom, eco9, 73, 0.72, 1, 0, 0, 77.4, 145.95, 274.81, 
5, AlnuRhom, eco10, 10, 0.5, 1, 0, 0, 66.2, 155, 260, 
5, ArbuMenz, eco1, 2786, 0.15, 1, 0.74, 0.09, 105.58, 0.02, 309.9, 
5, ArbuMenz, eco2, 9216, 0.39, 1, 0.64, 0.22, 132.51, 0.18, 306.74, 
5, ArbuMenz, eco3, 5402, 0.69, 1, 0.65, 0.37, 126.11, 1.12, 303.29, 
5, ArbuMenz, eco4, 7547, 0.89, 1, 0.65, 0.39, 120.57, 4.87, 300.06, 
5, ArbuMenz, eco5, 8790, 1, 1, 0.49, 0.29, 106.42, 102.56, 290.93, 
5, ArbuMenz, eco6, 12674, 0.86, 1, 0.32, 0.19, 102.48, 135.85, 288.34, 
5, ArbuMenz, eco7, 5585, 0.77, 1, 0.42, 0.25, 90.15, 137.8, 286.25, 
5, ArbuMenz, eco8, 1363, 0.68, 1, 0.48, 0.29, 80.58, 141.8, 282.68, 
5, ArbuMenz, eco9, 82, 0.59, 0.99, 0.45, 0.27, 77.41, 145.95, 274.83, 
5, ArbuMenz, eco10, 8, 0.4, 1, 0.41, 0.23, 65.88, 155, 260, 
5, CornNutt, eco1, 1845, 0, 1, 0.66, 0, 119.88, 0.09, 309.62, 
5, CornNutt, eco2, 23483, 0, 1, 0.56, 0, 142.2, 0.36, 306.54, 
5, CornNutt, eco3, 26703, 0, 1, 0.58, 0, 137.27, 1.05, 303.35, 
5, CornNutt, eco4, 22391, 0, 1, 0.63, 0, 122.63, 1.84, 300.64, 
5, CornNutt, eco5, 24107, 0.72, 1, 0.44, 0.26, 104.3, 105.62, 291.87, 
5, CornNutt, eco6, 44765, 1, 1, 0.23, 0.14, 102.35, 137.89, 290.85, 
5, CornNutt, eco7, 25703, 0.94, 1, 0.35, 0.21, 90.53, 139.87, 289.77, 
5, CornNutt, eco8, 5661, 0.86, 1, 0.4, 0.24, 82.52, 141.93, 282.9, 
5, CornNutt, eco9, 214, 0.75, 1, 0.34, 0.2, 79.65, 146, 275, 
5, CornNutt, eco10, 3, 0.48, 1, 0.25, 0.15, 69.33, 155, 260, 
5, JuniOcci, eco1, 2717, 0.93, 1, 0.81, 0.49, 105.75, 0.01, 309.9, 
5, JuniOcci, eco2, 9227, 0.97, 1, 0.74, 0.45, 132.09, 0.17, 306.73, 
5, JuniOcci, eco3, 5302, 1, 1, 0.75, 0.45, 125.76, 1, 303.36, 
5, JuniOcci, eco4, 7639, 0.98, 1, 0.76, 0.45, 120.52, 5.01, 300.06, 
5, JuniOcci, eco5, 8763, 0.87, 1, 0.66, 0.39, 106.38, 102.37, 290.96, 
5, JuniOcci, eco6, 12743, 0.66, 1, 0.57, 0.34, 102.51, 135.82, 288.27, 
5, JuniOcci, eco7, 5523, 0.56, 1, 0.62, 0.33, 90.19, 137.75, 286.19, 
5, JuniOcci, eco8, 1397, 0.49, 1, 0.65, 0.29, 80.44, 141.83, 282.72, 
5, JuniOcci, eco9, 81, 0.41, 1, 0.63, 0.25, 77.42, 145.95, 274.83, 
5, JuniOcci, eco10, 7, 0.27, 1, 0.61, 0.16, 65.29, 155, 260, 
5, LithDens, eco1, 1843, 0, 1, 0.71, 0, 119.26, 0.09, 309.64, 
5, LithDens, eco2, 23507, 0, 1, 0.63, 0, 142, 0.35, 306.54, 
5, LithDens, eco3, 26759, 0.24, 1, 0.64, 0.14, 137.3, 1.03, 303.36, 
5, LithDens, eco4, 22334, 0.73, 1, 0.69, 0.41, 122.45, 1.82, 300.66, 
5, LithDens, eco5, 24007, 1, 1, 0.55, 0.33, 104.26, 105.65, 291.87, 
5, LithDens, eco6, 44664, 0.75, 0, 0.4, 0, 102.36, 137.89, 290.85, 
5, LithDens, eco7, 25784, 0.54, 0, 0.49, 0, 90.5, 139.88, 289.77, 
5, LithDens, eco8, 5678, 0.37, 0, 0.52, 0, 82.43, 141.93, 282.9, 
5, LithDens, eco9, 203, 0.17, 0, 0.48, 0, 79.53, 146, 275, 
5, LithDens, eco10, 4, 0, 0, 0.42, 0, 69.5, 155, 260, 
5, PinuAtte, eco1, 2968, 0, 1, 0.77, 0, 100.94, 0.01, 309.97, 
5, PinuAtte, eco2, 6833, 0, 1, 0.68, 0, 126.71, 0.1, 306.87, 
5, PinuAtte, eco3, 3354, 0, 1, 0.69, 0, 121.83, 1, 303.37, 
5, PinuAtte, eco4, 5308, 0, 1, 0.65, 0, 125.06, 6.25, 299.88, 
5, PinuAtte, eco5, 5754, 0.79, 0.91, 0.52, 0.28, 109.34, 100.43, 290.32, 
