Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_AbieConc,CohortsHarvested_AbieMagn,CohortsHarvested_CaloDecu,CohortsHarvested_FX_R_SEED,CohortsHarvested_NOFX_R_SEED,CohortsHarvested_NOFX_NOR_SEED,CohortsHarvested_PinuAlbi,CohortsHarvested_PinuCont,CohortsHarvested_PinuJeff,CohortsHarvested_PinuLamb,CohortsHarvested_PinuMont,CohortsHarvested_PopuTrem,CohortsHarvested_TsugMert,CohortsHarvested_AcerMacr,CohortsHarvested_AescCali,CohortsHarvested_AlnuRhom,CohortsHarvested_ArbuMenz,CohortsHarvested_CornNutt,CohortsHarvested_JuniOcci,CohortsHarvested_LithDens,CohortsHarvested_PinuAtte,CohortsHarvested_PinuMono,CohortsHarvested_PinuPond,CohortsHarvested_PinuSabi,CohortsHarvested_PinuWash,CohortsHarvested_PseuMenz,CohortsHarvested_QuerChry,CohortsHarvested_QuerDoug,CohortsHarvested_QuerGarr,CohortsHarvested_QuerKell,CohortsHarvested_QuerWisl,CohortsHarvested_TaxuBrev,CohortsHarvested_TorrCali,CohortsHarvested_UmbeCali,BiomassHarvestedMg_AbieConc,BiomassHarvestedMg_AbieMagn,BiomassHarvestedMg_CaloDecu,BiomassHarvestedMg_FX_R_SEED,BiomassHarvestedMg_NOFX_R_SEED,BiomassHarvestedMg_NOFX_NOR_SEED,BiomassHarvestedMg_PinuAlbi,BiomassHarvestedMg_PinuCont,BiomassHarvestedMg_PinuJeff,BiomassHarvestedMg_PinuLamb,BiomassHarvestedMg_PinuMont,BiomassHarvestedMg_PopuTrem,BiomassHarvestedMg_TsugMert,BiomassHarvestedMg_AcerMacr,BiomassHarvestedMg_AescCali,BiomassHarvestedMg_AlnuRhom,BiomassHarvestedMg_ArbuMenz,BiomassHarvestedMg_CornNutt,BiomassHarvestedMg_JuniOcci,BiomassHarvestedMg_LithDens,BiomassHarvestedMg_PinuAtte,BiomassHarvestedMg_PinuMono,BiomassHarvestedMg_PinuPond,BiomassHarvestedMg_PinuSabi,BiomassHarvestedMg_PinuWash,BiomassHarvestedMg_PseuMenz,BiomassHarvestedMg_QuerChry,BiomassHarvestedMg_QuerDoug,BiomassHarvestedMg_QuerGarr,BiomassHarvestedMg_QuerKell,BiomassHarvestedMg_QuerWisl,BiomassHarvestedMg_TaxuBrev,BiomassHarvestedMg_TorrCali,BiomassHarvestedMg_UmbeCali,
1, 1, PIF_CC_28, 54879, 1, 0, 235, 8, 8, 4457.37, 171.97, 0, 396, 69, 2, 59, 0, 0, 0, 0, 0, 11, 11, 0, 0, 5, 2, 0, 1, 0, 0, 0, 0, 0, 2, 76, 0, 0, 154, 0, 0, 0, 4, 0, 0, 0, 0, 978.188402879238, 8.10000002384186, 575.715601694584, 0, 0, 0, 0, 0, 50.6412001490593, 56.2140001654625, 0, 0, 36.2556001067162, 7.48440002202988, 0, 4.34160001277924, 0, 0, 0, 0, 0, 13.7376000404358, 641.228401887417, 0, 0, 2048.13360602856, 0, 0, 0, 37.3248001098633, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 56223, 2, 0, 234, 6, 6, 2877.31, 148.01, 0, 318, 26, 0, 56, 0, 0, 0, 0, 0, 7, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 111, 9, 0, 77, 0, 0, 0, 2, 0, 0, 0, 0, 244.069200718403, 0, 464.486401367187, 0, 0, 0, 0, 0, 35.8992001056671, 156.459600460529, 0, 0, 0, 0, 0, 0, 0, 0, 3.43440001010895, 0, 0, 0, 1251.96840368509, 80.0280002355576, 0, 630.536401855946, 0, 0, 0, 10.4328000307083, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 60942, 3, 0, 233, 14, 14, 8943.6, 197.17, 0, 544, 247, 109, 17, 0, 0, 0, 0, 5, 85, 25, 3, 1, 3, 0, 0, 3, 3, 1, 0, 0, 0, 0, 18, 0, 0, 3, 2, 0, 0, 16, 3, 0, 0, 0, 6081.18841789961, 1224.23400360346, 114.760800337791, 0, 0, 0, 0, 29.808000087738, 968.209202849865, 129.729600381851, 15.6492000460625, 6.15600001811981, 12.1824000358582, 0, 0, 20.2176000595093, 12.2148000359535, 3.69360001087189, 0, 0, 0, 0, 107.341200315952, 0, 0, 13.1868000388145, 6.67440001964569, 0, 0, 162.000000476837, 36.3528001070023, 0, 0, 0, 
1, 3, PIF_CC_30, 57608, 4, 0, 12, 5, 5, 3564.26, 220.02, 0, 213, 83, 83, 1, 0, 0, 0, 0, 0, 25, 0, 6, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1419.37920417786, 1681.26840494871, 5.21640001535416, 0, 0, 0, 0, 0, 308.15640090704, 0, 50.1228001475334, 0, 62.5968001842499, 0, 0, 0, 5.05440001487732, 0, 0, 0, 0, 0, 28.0260000824928, 0, 0, 4.43880001306534, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 3, PIF_CC_30, 58185, 4, 0, 175, 2, 2, 558.19, 86.14, 0, 61, 19, 11, 0, 0, 0, 0, 0, 0, 23, 0, 4, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206.485200607777, 74.422800219059, 0, 0, 0, 0, 0, 0, 225.990000665188, 0, 17.463600051403, 0, 7.77600002288818, 0, 0, 0, 0, 0, 26.0496000766754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 3, PIF_CC_30, 59909, 5, 0, 174, 11, 11, 8945.93, 251.01, 0, 398, 228, 59, 2, 0, 0, 0, 0, 3, 86, 4, 5, 0, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6769.88281992674, 732.790802156925, 7.2576000213623, 0, 0, 0, 0, 10.0116000294685, 1269.10800373554, 14.904000043869, 23.2632000684738, 0, 75.0060002207756, 0, 0, 0, 0, 0, 39.3984001159668, 0, 0, 0, 0, 0, 0, 4.30920001268387, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5, PIF_CC_32, 46996, 7, 345, 124, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 5, PIF_CC_32, 49545, 10, 0, 104, 12, 12, 12287.28, 316.03, 0, 772, 198, 257, 7, 0, 0, 0, 0, 23, 147, 21, 32, 0, 20, 0, 0, 0, 0, 0, 16, 0, 0, 0, 18, 1, 0, 6, 2, 1, 1, 15, 7, 0, 0, 0, 3796.17841117382, 5146.70761514902, 74.1312002182007, 0, 0, 0, 0, 243.680400717258, 1863.97200548649, 111.099600327015, 307.152000904083, 0, 284.472000837326, 0, 0, 0, 0, 0, 99.7272002935409, 0, 0, 0, 122.60160036087, 7.97040002346039, 0, 25.9524000763893, 9.55800002813339, 3.88800001144409, 4.79520001411438, 138.4776004076, 46.915200138092, 0, 0, 0, 
1, 5, PIF_CC_32, 50025, 6, 0, 133, 6, 6, 5426.77, 279.16, 0, 345, 93, 108, 3, 0, 0, 0, 0, 18, 86, 3, 9, 0, 4, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 6, 3, 0, 0, 0, 1695.13560498953, 1792.40040527582, 21.2220000624657, 0, 0, 0, 0, 132.937200391293, 1396.44000411034, 18.0144000530243, 47.6280001401901, 0, 25.8552000761032, 0, 0, 0, 0, 0, 198.41760058403, 0, 0, 0, 18.079200053215, 0, 0, 0, 0, 4.11480001211166, 0, 61.2036001801491, 15.3252000451088, 0, 0, 0, 
1, 5, PIF_CC_32, 56118, 9, 350, 111, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
