Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -263.6, 7842.3, 19756.9, 502.3, 10.2, 3384.9, 
10, -178.1, 7276.2, 19648.8, 468.2, 9.34, 3778.7, 
15, -132.3, 6976.4, 19038.3, 433.8, 10.46, 4081.4, 
20, -105, 6798.7, 19080.8, 397.7, 11.1, 4094.4, 
25, -23.6, 6664.7, 18321.4, 357.1, 12.56, 4155.1, 
30, -82.8, 6563.6, 17676.6, 335.9, 11.64, 4185.7, 
35, -59.3, 6505.3, 17399.5, 323.3, 11.58, 4052.3, 
40, 9.8, 6393.8, 16998.4, 314.5, 11.39, 3975.7, 
