Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -220.5, 7926.1, 21163, 477.5, 10.24, 3553.3, 
10, -180.7, 7353.2, 22576.9, 480.4, 10.39, 3988, 
15, -194.3, 7023.9, 23548.5, 430.5, 11.57, 4253.4, 
20, -119.4, 6894.3, 24058.3, 405.8, 10.67, 4465.2, 
25, -106.6, 6843.2, 24422.4, 369.7, 10.59, 4597.5, 
30, -49.4, 6813.5, 24239.3, 355.1, 11, 4791.7, 
35, -53.3, 6736, 24257, 392.3, 12.07, 4693, 
40, -57.1, 6798.6, 22960, 346.2, 11.1, 5196.3, 
