SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 1, 1, 1, 0, Lightning, 
1, 4, 1, 1, 0, Accidental, 
1, 5, 1, 1, 0, Lightning, 
1, 6, 1, 1, 0, Accidental, 
1, 10, 1, 1, 11.6786085109418, Accidental, 
1, 10, 1, 1, 11.6786085109418, Lightning, 
1, 11, 1, 1, 7.19281573943567, Accidental, 
1, 11, 1, 1, 7.19281573943567, Lightning, 
1, 12, 1, 1, 9.63305788928812, Accidental, 
1, 12, 1, 1, 9.63305788928812, Lightning, 
1, 13, 1, 1, 6.20741217480512, Accidental, 
1, 13, 1, 1, 6.20741217480512, Lightning, 
1, 15, 1, 1, 1.4977949840203, Accidental, 
1, 15, 1, 1, 1.4977949840203, Lightning, 
