Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -203.8, 7846.9, 19323.8, 459.2, 9.92, 3405.1, 
10, -163.4, 7232.1, 19510.6, 455, 10.18, 3629.6, 
15, -183.4, 6845.7, 19856, 405.1, 11.46, 3680, 
20, -121, 6630.8, 20104.8, 381.4, 10.6, 3711.8, 
25, -114.1, 6498.9, 20351.3, 346.9, 10.71, 3732.2, 
30, -68.5, 6397.4, 20382.8, 333.5, 11.37, 3767.4, 
35, -78.3, 6263, 20461.5, 368.3, 12.72, 3680.3, 
40, -84.6, 6222.7, 19443, 324.7, 11.81, 4039.8, 
