SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
2, 211, 1, 1, 37.8221373654548, Accidental, 
4, 241, 1, 1, 27.689701973929, Accidental, 
4, 262, 1, 1, 37.5692245884622, Accidental, 
6, 135, 1, 1, 21.3338216653689, Accidental, 
6, 301, 1, 1, 19.7067547605628, Accidental, 
7, 198, 1, 1, 28.0237565446264, Accidental, 
7, 250, 1, 1, 33.1734821467972, Accidental, 
7, 340, 1, 1, 15.6424866486697, Accidental, 
8, 56, 1, 1, 2.44395470014826, Lightning, 
8, 214, 1, 1, 36.9575702885467, Accidental, 
9, 196, 1, 1, 25.804669846102, Accidental, 
9, 196, 1, 1, 25.804669846102, Lightning, 
10, 172, 1, 1, 45.5172605850378, Accidental, 
13, 58, 1, 1, 5.0420502214427, Lightning, 
15, 253, 1, 1, 23.6295326059128, Lightning, 
18, 191, 1, 1, 25.6490952822506, Lightning, 
18, 220, 1, 1, 38.6307283622618, Accidental, 
19, 176, 1, 1, 12.2300162023682, Lightning, 
19, 329, 1, 1, 13.6062661502793, Lightning, 
20, 218, 1, 1, 17.9564278556211, Lightning, 
20, 295, 1, 1, 41.7679701179323, Accidental, 
21, 96, 1, 1, 10.3818234469207, Lightning, 
25, 238, 1, 1, 32.9352992204377, Accidental, 
26, 193, 1, 1, 29.8757023827282, Accidental, 
28, 232, 1, 1, 35.4937685358156, Accidental, 
30, 218, 1, 1, 19.4750258053315, Lightning, 
32, 319, 1, 1, 18.8772879167203, Lightning, 
34, 260, 1, 1, 29.5787838384737, Lightning, 
35, 229, 1, 1, 38.9020783566597, Accidental, 
39, 188, 1, 1, 43.3837010331459, Accidental, 
39, 317, 1, 1, 52.3371206636349, Accidental, 
41, 99, 1, 1, 3.13540475931222, Lightning, 
41, 362, 1, 1, 0, Lightning, 
42, 299, 1, 1, 53.1584875020759, Accidental, 
43, 121, 1, 1, 16.7865613197307, Lightning, 
43, 281, 1, 1, 40.5086073690079, Accidental, 
43, 299, 1, 1, 53.1584875020759, Accidental, 
43, 333, 1, 1, 23.1099657556798, Accidental, 
44, 58, 1, 1, 12.4298264634857, Accidental, 
45, 202, 1, 1, 34.3334830286794, Accidental, 
45, 248, 1, 1, 42.1605798120319, Accidental, 
46, 237, 1, 1, 29.4240094361152, Lightning, 
46, 259, 1, 1, 51.4792900297031, Accidental, 
47, 344, 1, 1, 22.1258463254208, Lightning, 
48, 303, 1, 1, 42.9896339113256, Accidental, 
49, 278, 1, 1, 44.9088389724792, Accidental, 
50, 141, 1, 1, 16.4366059125849, Lightning, 
50, 227, 1, 1, 37.6069462403433, Accidental, 
52, 68, 1, 1, 10.05298286716, Lightning, 
52, 230, 1, 1, 41.4784121619991, Accidental, 
52, 269, 1, 1, 54.905697857812, Accidental, 
54, 175, 1, 1, 29.2834953197223, Accidental, 
56, 54, 1, 1, 11.9747720303054, Lightning, 
56, 278, 1, 1, 44.9088389724792, Accidental, 
58, 31, 1, 1, 5.93152912213345, Lightning, 
59, 234, 1, 1, 43.480652871616, Accidental, 
60, 254, 1, 1, 37.8758668859169, Accidental, 
61, 155, 1, 1, 34.1023938164024, Accidental, 
61, 276, 1, 1, 51.050480414729, Accidental, 
62, 138, 1, 1, 9.92572606689469, Lightning, 
62, 287, 1, 1, 57.2222186874832, Accidental, 
62, 292, 1, 1, 42.1371366985704, Accidental, 
63, 210, 1, 1, 40.709678350971, Accidental, 
63, 305, 1, 1, 44.8619340389205, Accidental, 
64, 252, 1, 1, 43.0598965479164, Accidental, 
64, 255, 1, 1, 43.532527076522, Accidental, 
66, 167, 1, 1, 33.9656897074568, Accidental, 
66, 250, 1, 1, 72.4545541543038, Accidental, 
67, 280, 1, 1, 47.4566464357214, Accidental, 
68, 234, 1, 1, 43.480652871616, Accidental, 
68, 247, 1, 1, 40.2949677222104, Accidental, 
69, 48, 1, 1, 9.02058664124973, Lightning, 
70, 171, 1, 1, 27.2130561681502, Accidental, 
71, 304, 1, 1, 44.3766888116822, Accidental, 
72, 274, 1, 1, 45.3183361655388, Accidental, 
73, 167, 1, 1, 33.9656897074568, Accidental, 
73, 206, 1, 1, 33.3325148205306, Accidental, 
74, 235, 1, 1, 39.7385596416203, Accidental, 
74, 324, 1, 1, 21.169892667127, Accidental, 
77, 250, 1, 1, 72.4545541543038, Accidental, 
77, 251, 1, 1, 52.7939878070044, Accidental, 
77, 266, 1, 1, 33.0386280542191, Accidental, 
77, 306, 1, 1, 49.2515707958711, Accidental, 
77, 330, 1, 1, 19.0858391406236, Lightning, 
78, 252, 1, 1, 43.0598965479164, Accidental, 
79, 219, 1, 1, 30.8386444201518, Accidental, 
79, 270, 1, 1, 48.0200636722996, Accidental, 
