SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
1, 99, 1, 1, 4.42322166525556, Accidental, 
1, 133, 1, 1, 6.00910914544356, Accidental, 
1, 214, 1, 1, 35.9519419952726, Lightning, 
1, 229, 1, 1, 28.4677109058818, Accidental, 
1, 281, 1, 1, 39.7204563369466, Accidental, 
2, 203, 1, 1, 37.0214916139211, Lightning, 
2, 210, 1, 1, 39.7683133161835, Accidental, 
2, 230, 1, 1, 35.7518959601171, Accidental, 
2, 241, 1, 1, 40.5927931891329, Accidental, 
2, 321, 1, 1, 4.16413571175102, Accidental, 
3, 184, 1, 1, 17.3662414876857, Accidental, 
3, 282, 1, 1, 31.6932128482777, Accidental, 
4, 179, 1, 1, 19.0855132788158, Accidental, 
5, 188, 1, 1, 34.185965214811, Accidental, 
5, 197, 1, 1, 31.9917965810815, Accidental, 
5, 243, 1, 1, 27.1940431175142, Accidental, 
5, 276, 1, 1, 21.3066933728493, Accidental, 
5, 296, 1, 1, 25.2524977894318, Accidental, 
6, 178, 1, 1, 36.5794124545761, Accidental, 
6, 193, 1, 1, 36.1564188347392, Accidental, 
6, 218, 1, 1, 34.0110050481213, Accidental, 
6, 229, 1, 1, 27.7295850893533, Accidental, 
6, 275, 1, 1, 33.9665703667467, Accidental, 
6, 279, 1, 1, 19.1036575507568, Accidental, 
7, 159, 1, 1, 25.539555262445, Accidental, 
7, 162, 1, 1, 29.9856791938501, Accidental, 
7, 241, 1, 1, 31.779188800418, Accidental, 
7, 243, 1, 1, 28.6341203790225, Lightning, 
7, 335, 1, 1, 24.8740509240514, Accidental, 
8, 243, 1, 1, 41.6667584570236, Accidental, 
8, 244, 1, 1, 38.1302665192859, Accidental, 
8, 247, 1, 1, 34.7466896638871, Accidental, 
8, 274, 2, 2, 42.5662078119377, Lightning, 
8, 284, 1, 1, 25.6196462102042, Accidental, 
9, 174, 1, 1, 26.0029203739588, Accidental, 
9, 193, 1, 1, 27.8318714174127, Accidental, 
9, 219, 1, 1, 27.5851899217763, Accidental, 
9, 230, 1, 1, 36.6118434657377, Accidental, 
9, 271, 1, 1, 42.4615735646389, Accidental, 
9, 294, 1, 1, 36.5162084686529, Accidental, 
10, 191, 1, 1, 34.0502592789427, Accidental, 
10, 192, 1, 1, 34.8296260164336, Accidental, 
