EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 54, 187, 6.69848286008516, 99, 242, Accidental, 1, 1, 60, 62, 13.3420965372, 18.5053213140523, 110.3716915, NaN, 6.7, NaN, 0, 0, 0.129999995231628, 0, 1404, 917, 23835, 
2, 1, 9, 214, 6.82159109229985, 133, 156, Accidental, 1, 1, 56, 56, 9.587566728, 10.1531514228655, 266.83253463, NaN, 6.82, NaN, 0, 0, 0.129999995231628, 0, 652, 2000, 16147, 
3, 1, 39, 553, 30.6984982030468, 214, 618, Lightning, 1, 1, 47, 47, 11.6755082064, 14.3659290852557, 294.7022898, NaN, 30.7, NaN, 0, 0, 0.150000005960464, 0, 1069, 1324, 27478, 
4, 1, 44, 145, 30.3435144410412, 229, 641, Accidental, 1, 1, 53, 53, 11.0915868384, 17.1638019965879, 256.83729909, NaN, 30.34, NaN, 0, 0, 0.144790962338448, 0, 0, 2000, 17294, 
5, 1, 26, 160, 41.5451190225625, 281, 791, Accidental, 1, 1, 47, 47, 12.2819688828, 12.7445176385664, 168.742889, NaN, 41.55, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 10465, 
6, 2, 41, 454, 34.3633876465042, 203, 683, Lightning, 1, 1, 45, 45, 10.7155315476, 14.4919405960588, 268.36883418, NaN, 34.36, NaN, 0, 0, 0.129999995231628, 0, 583, 2000, 25003, 
7, 2, 67, 168, 42.6467956903584, 210, 766, Accidental, 1, 1, 65, 65, 13.0276336464, 8.64423095594096, 215.55394628, NaN, 42.65, NaN, 0, 0, 0.228942573070526, 0, 300, 2000, 20570, 
8, 2, 86, 156, 35.512225899589, 230, 791, Accidental, 1, 1, 26, 60, 14.671201392, 22.7822603701186, 250.333052, NaN, 35.51, NaN, 736.907642291699, 681.016435077935, 0.129999995231628, 0.150892853710378, 63, 314, 11099, 
9, 2, 27, 197, 38.2751404964404, 241, 794, Accidental, 1, 1, 32, 32, 13.3942423824, 18.4159141862279, 216.08944289, NaN, 38.28, NaN, 0, 0, 0.114368632435799, 0, 0, 2000, 9319, 
10, 2, 68, 554, 4.89670306805486, 321, 212, Accidental, 1, 1, 38, 38, 19.5253167708, 18.6801603816303, 79.3751934, NaN, 4.9, NaN, 0, 0, 0.129999995231628, 0, 806, 1404, 19620, 
11, 3, 93, 140, 22.4179560562923, 184, 526, Accidental, 1, 1, 29, 29, 12.2651666316, 19.3590063285844, 241.23518246, NaN, 22.42, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 7927, 
12, 3, 67, 608, 33.8459901069613, 282, 747, Accidental, 1, 1, 37, 37, 19.4542071804, 21.3731870102496, 155.5145697, NaN, 33.85, NaN, 0, 0, 0.112763822078705, 0, 0, 2000, 11208, 
13, 4, 51, 143, 23.0824955479414, 179, 389, Accidental, 1, 1, 20, 27, 9.1837898388, 5.35687152414916, 256.65954053, NaN, 23.08, NaN, 736.907642291699, 658.310985879692, 0.129999995231628, 0.182832837157559, 0, 395, 3682, 
14, 5, 29, 199, 37.3251294719002, 188, 760, Accidental, 1, 1, 10, 10, 10.1990595276, 16.8553503288959, 228.76649903, NaN, 37.33, NaN, 0, 0, 0.129999995231628, 0, 0, 2000, 2387, 
15, 5, 57, 562, 28.0071802540473, 197, 516, Accidental, 1, 1, 54, 54, 9.1229015772, 9.18836559294559, 106.3187719, NaN, 28.01, NaN, 0, 0, 0.129999995231628, 0, 511, 2000, 21368, 
16, 5, 83, 137, 32.2638749167324, 243, 674, Accidental, 1, 1, 12, 12, 14.0496847488, 17.0998661241791, 119.5774899, NaN, 32.26, NaN, 0, 0, 0.116930276155472, 0, 0, 2000, 2635, 
17, 5, 18, 177, 23.5395861869668, 276, 484, Accidental, 1, 1, 27, 54, 10.8324809784, 13.5814681949861, 211.30134647, NaN, 23.54, NaN, 700.75242923438, 631.170799008776, 0.189904898405075, 0.190991431799391, 0, 361, 6063, 
18, 5, 28, 214, 30.2094728674027, 296, 656, Accidental, 1, 1, 78, 78, 17.9326881864, 18.7366881995103, 128.3677486, NaN, 30.21, NaN, 0, 0, 0.129999995231628, 0, 343, 2000, 29135, 
19, 6, 84, 134, 40.4433381179283, 178, 777, Accidental, 1, 1, 23, 52, 9.9083858976, 13.2573003705715, 223.79115863, NaN, 40.44, NaN, 772.297257656442, 724.691119124997, 0.129999995231628, 0.0919785084231929, 0, 351, 8703, 
20, 6, 63, 158, 41.6150819465593, 193, 846, Accidental, 1, 1, 25, 64, 10.1424287232, 17.89260607202, 204.69206761, NaN, 41.62, NaN, 772.297257656442, 762.863878515391, 0.129999995231628, 0.109618913198454, 0, 296, 7631, 
21, 6, 79, 155, 34.9348560371958, 218, 669, Accidental, 1, 1, 13, 23, 10.5869351736, 12.1792582076829, 251.3203325, NaN, 34.93, NaN, 772.297257656442, 706.420362860345, 0.209999993443489, 0.0741709804677075, 0, 383, 4183, 
22, 6, 101, 120, 31.9797162296083, 229, 705, Accidental, 1, 1, 12, 33, 14.1486414876, 20.4379165077922, 234.56638913, NaN, 31.98, NaN, 772.297257656442, 697.171512841323, 0.129999995231628, 0.0753438110013072, 274, 340, 5671, 
23, 6, 92, 138, 40.0739755665236, 275, 807, Accidental, 1, 1, 13, 37, 13.5227034144, 16.7471861940584, 126.9738201, NaN, 40.07, NaN, 795.935951804219, 783.553541749612, 0.0931246429681778, 0.0722524714892609, 0, 307, 9679, 
24, 6, 93, 140, 23.0128055549329, 279, 550, Accidental, 1, 1, 1, 1, 14.430585438, 20.6039780769282, 219.46668461, NaN, 23.01, NaN, 795.935951804219, 785.402056844156, 0.129999995231628, 0, 30, 316, 30, 
25, 7, 46, 147, 35.4872801243443, 159, 668, Accidental, 1, 1, 20, 40, 14.6466253512, 11.1684049918377, 126.6390037, NaN, 35.49, NaN, 795.935951804219, 795.935951804219, 0.129999995231628, 0.122201038729126, 0, 295, 8606, 
26, 7, 72, 126, 34.8271711991049, 162, 678, Accidental, 1, 1, 25, 43, 11.7975695004, 13.1640935147124, 258.629908, NaN, 34.83, NaN, 772.297257656442, 724.691119124997, 0.129999995231628, 0.0898028807998283, 0, 353, 7925, 
27, 7, 48, 148, 32.9556930981921, 241, 725, Accidental, 1, 1, 23, 54, 13.1754470256, 20.7529014344467, 219.34583773, NaN, 32.96, NaN, 772.297257656442, 762.863878515391, 0.129999995231628, 0.108664609863155, 0, 289, 8163, 
28, 7, 53, 548, 25.6920727572856, 243, 501, Lightning, 1, 1, 36, 47, 10.0551748284, 11.6306133331197, 144.5868835, NaN, 25.69, NaN, 478.463164235039, 445.143723086446, 0.150000005960464, 0.0703868993280801, 685, 458, 13718, 
29, 7, 21, 173, 28.8496162329008, 335, 562, Accidental, 1, 1, 27, 55, 12.7580026788, 12.0904422174077, 155.5565801, NaN, 28.85, NaN, 729.153760059678, 669.171328301974, 0.165526613593102, 0.101120187434777, 302, 360, 10599, 
30, 8, 64, 608, 37.5275628678473, 243, 755, Accidental, 1, 1, 30, 39, 11.4442788708, 16.0355396578276, 185.78152579, NaN, 37.53, NaN, 478.463164235039, 458.452708917597, 0.111924774944782, 0.0629297917964111, 973, 388, 16445, 
31, 8, 37, 188, 39.4966506569743, 244, 800, Accidental, 1, 1, 19, 32, 9.3025586448, 17.0003529598694, 241.30402575, NaN, 39.5, NaN, 772.297257656442, 762.863878515391, 0.129999995231628, 0.0802166326519854, 394, 286, 5901, 
32, 8, 75, 154, 34.6860601328297, 247, 665, Accidental, 1, 1, 23, 65, 10.2929114484, 12.2017331480013, 243.86944763, NaN, 34.69, NaN, 772.297257656442, 724.691119124997, 0.129999995231628, 0.096171255385157, 124, 344, 7432, 
33, 8, 40, 479, 38.1050333455975, 274, 717, Lightning, 1, 1, 11, 16, 11.21059269, 11.5243397536757, 203.30900479, NaN, 38.11, NaN, 478.463164235039, 476.046041337326, 0.0599999986588955, 0.10149367891713, 246, 444, 1840, 
34, 8, 95, 523, 37.53287934641, 274, 642, Lightning, 1, 1, 27, 42, 10.8131059188, 5.38384325497778, 94.0556531, NaN, 37.53, NaN, 521.651779899183, 444.789350770264, 0.149478137493134, 0.0897601237676249, 1021, 484, 15126, 
35, 8, 63, 606, 23.2698897256192, 284, 416, Accidental, 1, 1, 24, 48, 12.0155553504, 7.55907485123898, 75.896881, NaN, 23.27, NaN, 478.463164235039, 470.676704933738, 0.128799363970757, 0.106719311398101, 803, 403, 13025, 
36, 9, 69, 169, 27.2990332829472, 174, 544, Accidental, 1, 1, 25, 67, 8.6124140928, 12.9813115790968, 150.2129415, NaN, 27.3, NaN, 729.153760059678, 681.918144614234, 0.219964534044266, 0.104781467303074, 355, 336, 8230, 
37, 9, 30, 170, 29.6823819069325, 193, 583, Accidental, 1, 1, 21, 36, 11.1895170804, 12.7137136839124, 230.3601207, NaN, 29.68, NaN, 729.153760059678, 669.007343848974, 0.177188500761986, 0.0858248920886251, 326, 362, 7442, 
38, 9, 85, 129, 29.6697454760693, 219, 546, Accidental, 1, 1, 19, 35, 8.1733005864, 9.25041542632474, 230.29418667, NaN, 29.67, NaN, 772.297257656442, 724.691119124997, 0.129999995231628, 0.0867289186531926, 0, 370, 5763, 
39, 9, 95, 175, 34.9143580392313, 230, 591, Accidental, 1, 1, 18, 31, 7.2126679428, 4.87393360579353, 357.6683724, NaN, 34.91, NaN, 772.297257656442, 696.979397405265, 0.162514328956604, 0.0945364790245038, 0, 422, 6304, 
40, 9, 19, 167, 47.0058736482034, 271, 786, Accidental, 1, 7, 190, 463, 13.1196602921143, 15.9545561376798, 158.734908214286, 0, 45.18, 0.312166405477499, 741.480473658754, 678.501148881148, 0.170181155204773, 0.0897228057516567, 284.714285714286, 349.57, 66677, 
41, 9, 96, 134, 35.2013981627275, 294, 729, Accidental, 1, 1, 17, 36, 10.0657961424, 17.4172875420182, 1.13981230000002, NaN, 35.2, NaN, 772.297257656442, 762.875643804763, 0.129999995231628, 0.0771616913742868, 0, 308, 5656, 
42, 10, 13, 171, 37.5119474677241, 191, 679, Accidental, 1, 1, 29, 65, 10.416964518, 8.8293536953785, 225.76670664, NaN, 37.51, NaN, 729.153760059678, 676.076216571902, 0.207661405205727, 0.0965500207767518, 617, 341, 11177, 
43, 10, 61, 159, 38.3943125230422, 192, 782, Accidental, 1, 1, 26, 70, 12.637879254, 17.1717652217007, 244.43994219, NaN, 38.39, NaN, 772.297257656442, 724.691119124997, 0.129999995231628, 0.0983442768700914, 96, 328, 8583, 
44, 10, 2, 200, 38.9943195246303, 205, 771, Accidental, 1, 1, 19, 43, 12.3204231936, 15.130684829195, 214.58932988, NaN, 38.99, NaN, 729.153760059678, 672.43228563204, 0.129999995231628, 0.0844459284244989, 123, 368, 7090, 
45, 10, 45, 162, 32.4093827107071, 245, 572, Accidental, 1, 1, 20, 46, 8.1343004976, 7.19696439997345, 357.5757288, NaN, 32.41, NaN, 772.297257656442, 762.041335317748, 0.136039763689041, 0.0877116160991, 151, 326, 10319, 
46, 10, 1, 190, 38.6638832591133, 247, 820, Accidental, 1, 1, 17, 53, 12.8190723048, 20.2631374245011, 199.06029821, NaN, 38.66, NaN, 729.153760059678, 690.527260738501, 0.129999995231628, 0.104253466813859, 612, 293, 7106, 
47, 10, 71, 145, 23.956100888399, 289, 405, Accidental, 1, 1, 13, 24, 8.8764584472, 5.36149201303418, 134.0405166, NaN, 23.96, NaN, 795.935951804219, 774.271264394184, 0.129999995231628, 0.0837523557384701, 0, 346, 4930, 
48, 11, 40, 192, 5.57586551061976, 43, 127, Accidental, 1, 1, 19, 54, 13.1238846252, 9.48265880742958, 63.9315149, NaN, 5.58, NaN, 718.289090108013, 704.458680480659, 0.129999995231628, 0.130067260534413, 459, 308, 8491, 
49, 11, 49, 576, 34.2563405782806, 218, 642, Accidental, 1, 1, 44, 49, 9.7821701028, 10.7741673615816, 203.33828666, NaN, 34.26, NaN, 513.561798964759, 465.999367444686, 0.129999995231628, 0.0965548722342635, 0, 550, 27790, 
50, 11, 25, 229, 46.19376897471, 222, 852, Accidental, 1, 4, 112, 260, 12.0064983408, 14.5273872930489, 211.677750375, 0, 45.04, 0.305815124040966, 697.971014008045, 635.075360061474, 0.145425368100405, 0.12235029816967, 131.5, 376.5, 42206, 
51, 11, 4, 555, 35.8822178069023, 314, 666, Accidental, 1, 1, 25, 37, 11.5633319148, 10.2930456452667, 82.5258744, NaN, 35.88, NaN, 542.343433913082, 496.754540214022, 0.132284328341484, 0.0833603504479651, 284, 485, 20638, 
52, 12, 46, 148, 32.2135353456259, 167, 658, Accidental, 1, 1, 11, 27, 7.8849993132, 15.5977654172401, 185.795447212, NaN, 32.21, NaN, 776.217896520523, 776.217896520523, 0.129999995231628, 0.119349517952354, 0, 291, 4876, 
53, 12, 49, 186, 36.5320625073412, 194, 754, Accidental, 1, 1, 33, 90, 12.5927994636, 17.5844213360948, 225.07928324, NaN, 36.53, NaN, 718.289090108013, 688.897831019037, 0.129999995231628, 0.143968321030265, 0, 321, 9623, 
54, 12, 19, 178, 36.9098007995547, 195, 751, Accidental, 1, 1, 23, 56, 13.4381580516, 16.6477981136806, 232.74822872, NaN, 36.91, NaN, 725.406550381136, 663.764257446813, 0.20812314748764, 0.113665935129538, 3, 363, 4102, 
55, 12, 48, 204, 28.1668332606198, 203, 526, Accidental, 1, 1, 37, 72, 8.1068291244, 9.83500134002362, 224.17810649, NaN, 28.17, NaN, 677.652937908077, 607.322984681877, 0.129999995231628, 0.110361243255332, 256, 413, 12096, 
56, 12, 58, 586, 25.1229962299708, 250, 538, Accidental, 1, 1, 39, 43, 12.1012758792, 16.0106587647639, 265.86282898, NaN, 25.12, NaN, 513.561798964759, 438.634858759245, 0.129999995231628, 0.0701720210049305, 119, 580, 29409, 
57, 12, 110, 231, 26.2922073813682, 252, 564, Lightning, 1, 1, 28, 66, 8.6885499456, 16.501110900562, 236.3631628, NaN, 26.29, NaN, 756.583356090985, 722.187223492063, 0.130517065525055, 0.138659264671087, 0, 316, 14769, 
58, 12, 13, 198, 42.465548617267, 278, 821, Accidental, 1, 1, 29, 48, 11.8154790936, 14.0835817033313, 192.40676939, NaN, 42.47, NaN, 718.289090108013, 674.131923434411, 0.129999995231628, 0.0702732017994877, 0, 382, 9740, 
59, 13, 73, 406, 19.8582619495533, 162, 370, Lightning, 1, 1, 16, 33, 10.3281339348, 8.90108930677559, 297.697822, NaN, 19.86, NaN, 620.793956766957, 618.9968166968, 0.0599999986588955, 0.110598227657611, 407, 351, 13301, 
60, 13, 25, 176, 25.2462705381779, 170, 466, Accidental, 1, 1, 22, 53, 9.5088688416, 9.05080818149546, 124.1124357, NaN, 25.25, NaN, 718.289090108013, 659.464419748878, 0.205869749188423, 0.108771523161463, 277, 374, 8184, 
61, 13, 60, 148, 26.1342273416212, 203, 520, Accidental, 1, 1, 11, 21, 7.2716453856, 12.6375652015904, 142.7923038, NaN, 26.13, NaN, 756.583356090985, 751.099443732004, 0.129999995231628, 0.0961701632909615, 836, 272, 4044, 
62, 13, 100, 132, 36.059858024295, 212, 689, Accidental, 1, 1, 6, 11, 8.5061317896, 12.185225168585, 196.98684863, NaN, 36.06, NaN, 776.217896520523, 767.848123393137, 0.129999995231628, 0.0639611583337652, 182, 314, 3135, 
63, 13, 31, 155, 44.4465000242555, 229, 859, Accidental, 1, 1, 27, 58, 12.4750997136, 14.3609322555688, 195.15886955, NaN, 44.45, NaN, 718.289090108013, 652.082864347145, 0.129999995231628, 0.107931634206096, 99, 379, 10001, 
64, 13, 35, 204, 44.1478955576599, 237, 838, Accidental, 1, 1, 20, 48, 12.0023753544, 12.9378643425538, 164.821254, NaN, 44.15, NaN, 681.677915586935, 614.271061485708, 0.129999995231628, 0.113229011852704, 5, 416, 6022, 
65, 13, 3, 222, 45.2391287739381, 264, 908, Accidental, 1, 2, 61, 148, 13.561654698, 17.9560874441779, 239.12988452, 0, 45.24, 0.221433452851414, 677.652937908077, 614.27641074213, 0.129999995231628, 0.109165140733321, 224, 371.5, 20444, 
66, 13, 89, 499, 33.9323397381849, 269, 633, Lightning, 1, 1, 38, 42, 10.7510241852, 10.4420386234133, 353.3797409, NaN, 33.93, NaN, 513.561798964759, 457.261157260777, 0.129999995231628, 0.0643399024560207, 0, 619, 18971, 
67, 13, 10, 509, 31.6201760692531, 280, 593, Lightning, 1, 1, 20, 28, 10.4847083352, 10.4933472454408, 76.6169544, NaN, 31.62, NaN, 542.343433913082, 500.533534017262, 0.150000005960464, 0.0840471318206801, 205, 486, 13894, 
68, 14, 31, 210, 34.3735990678809, 235, 660, Accidental, 1, 1, 28, 66, 11.7193890168, 12.2827092812839, 112.8003676, NaN, 34.37, NaN, 677.652937908077, 661.675410034724, 0.230000004172325, 0.116840622735065, 0, 351, 11659, 
69, 14, 45, 509, 36.6175763214706, 272, 728, Lightning, 1, 1, 35, 52, 10.7073981936, 14.9655710089244, 210.7001192, NaN, 36.62, NaN, 513.561798964759, 481.306111632095, 0.150000005960464, 0.104203886811206, 319, 432, 31788, 
70, 14, 62, 465, 45.7220229908438, 272, 878, Lightning, 1, 1, 13, 15, 10.9678987872, 14.0513487925952, 187.721621486, NaN, 45.72, NaN, 677.652937908077, 631.773743904469, 0.0847521051764488, 0.0645584149401974, 0, 413, 8543, 
71, 14, 19, 181, 31.0345739013214, 276, 604, Accidental, 1, 1, 0, 0, 10.1062746396, 12.475287223601, 189.470215248, NaN, 31.03, NaN, 718.289090108013, 681.45370036941, 0.162621766328812, 0.000514343985469152, 0, 418, 0, 
72, 14, 15, 421, 28.9927679095407, 307, 537, Lightning, 1, 1, 28, 54, 11.7311104368, 9.53158532094212, 143.2643002, NaN, 28.99, NaN, 542.343433913082, 522.839535356989, 0.127340704202652, 0.120618172744809, 205, 426, 20378, 
73, 14, 9, 145, 21.6315311892033, 322, 468, Accidental, 1, 1, 26, 66, 11.5350940188, 15.1967295065581, 117.9831676, NaN, 21.63, NaN, 756.583356090985, 703.144541185581, 0.129999995231628, 0.115249522964015, 100, 340, 7178, 
74, 15, 31, 162, 7.9273054777985, 68, 288, Accidental, 1, 1, 8, 35, 11.9133363348, 20.8291021992524, 246.97794077, NaN, 7.93, NaN, 756.583356090985, 751.099443732004, 0.129999995231628, 0.129638597129902, 0, 285, 7363, 
75, 15, 47, 165, 38.6038408866517, 196, 642, Accidental, 1, 1, 15, 33, 9.6082731576, 3.61592459075286, 242.10029162, NaN, 38.6, NaN, 756.583356090985, 749.576406049226, 0.134697273373604, 0.125576785573193, 0, 337, 18195, 
