Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
1, AbieConc, eco1, 1851, 0.39, 1, 0.62, 0.23, 168.32, 0, 298, 
1, AbieConc, eco2, 22896, 0, 1, 0.48, 0, 205.65, 0, 305, 
1, AbieConc, eco3, 25320, 0, 1, 0.49, 0, 205.5, 0, 304, 
1, AbieConc, eco4, 21732, 0.39, 1, 0.54, 0.21, 190.12, 0, 300, 
1, AbieConc, eco5, 24636, 0.8, 1, 0.5, 0.3, 148.58, 82, 295, 
1, AbieConc, eco6, 46295, 1, 1, 0.43, 0.26, 142.52, 104, 291, 
1, AbieConc, eco7, 26362, 0.97, 1, 0.43, 0.26, 135.84, 112, 291, 
1, AbieConc, eco8, 5627, 0.92, 1, 0.42, 0.25, 129.92, 121, 289, 
1, AbieConc, eco9, 216, 0.87, 1, 0.36, 0.22, 125.74, 131, 286, 
1, AbieConc, eco10, 4, 0.78, 1, 0.36, 0.22, 111, 141, 277, 
1, AbieMagn, eco1, 1829, 0.19, 1, 0.61, 0.11, 168.52, 0, 298, 
1, AbieMagn, eco2, 22937, 0, 1, 0.47, 0, 205.59, 0, 305, 
1, AbieMagn, eco3, 25228, 0, 1, 0.47, 0, 205.61, 0, 304, 
1, AbieMagn, eco4, 21795, 0.19, 1, 0.53, 0.1, 189.93, 0, 300, 
1, AbieMagn, eco5, 24648, 0.71, 1, 0.48, 0.29, 148.63, 82, 295, 
1, AbieMagn, eco6, 46372, 1, 1, 0.4, 0.24, 142.54, 104, 291, 
1, AbieMagn, eco7, 26405, 0.99, 1, 0.41, 0.25, 135.82, 112, 291, 
1, AbieMagn, eco8, 5557, 0.95, 1, 0.39, 0.24, 129.98, 121, 289, 
1, AbieMagn, eco9, 208, 0.9, 1, 0.34, 0.2, 125.73, 131, 286, 
1, AbieMagn, eco10, 5, 0.81, 1, 0.33, 0.2, 111, 141, 277, 
1, CaloDecu, eco1, 1860, 0.48, 1, 0.65, 0.28, 165.62, 0, 298, 
1, CaloDecu, eco2, 15661, 0, 1, 0.53, 0, 203.61, 0, 305, 
1, CaloDecu, eco3, 12586, 0, 1, 0.54, 0, 201.07, 0, 304, 
1, CaloDecu, eco4, 11241, 0.48, 1, 0.59, 0.27, 183.54, 0, 300, 
1, CaloDecu, eco5, 14967, 0.92, 1, 0.53, 0.32, 148, 82, 295, 
1, CaloDecu, eco6, 28238, 0.92, 1, 0.47, 0.28, 142.41, 104, 291, 
1, CaloDecu, eco7, 14258, 0.76, 1, 0.47, 0.28, 135.63, 112, 291, 
1, CaloDecu, eco8, 3234, 0.6, 1, 0.46, 0.27, 129.81, 121, 289, 
1, CaloDecu, eco9, 149, 0.45, 1, 0.41, 0.25, 125.56, 131, 286, 
1, CaloDecu, eco10, 3, 0.21, 1, 0.41, 0.13, 111, 141, 277, 
1, FX_R_SEED, eco1, 3022, 0.66, 1, 0.69, 0.39, 149.09, 0, 298, 
1, FX_R_SEED, eco2, 6858, 0, 1, 0.58, 0, 188.37, 0, 305, 
1, FX_R_SEED, eco3, 3025, 0.21, 1, 0.6, 0.12, 183.49, 0, 304, 
1, FX_R_SEED, eco4, 4059, 0.66, 1, 0.58, 0.34, 183.85, 0, 300, 
1, FX_R_SEED, eco5, 3352, 0.92, 1, 0.52, 0.31, 148.76, 82, 295, 
1, FX_R_SEED, eco6, 3962, 0.99, 1, 0.48, 0.29, 140.68, 104, 291, 
1, FX_R_SEED, eco7, 1587, 0.93, 1, 0.48, 0.29, 134.52, 112, 291, 
1, FX_R_SEED, eco8, 656, 0.87, 1, 0.46, 0.28, 129.37, 121, 289, 
1, FX_R_SEED, eco9, 46, 0.81, 1, 0.42, 0.25, 124.85, 131, 286, 
1, FX_R_SEED, eco10, 11, 0.72, 1, 0.41, 0.24, 111, 141, 277, 
1, NOFX_R_SEED, eco1, 3039, 0.66, 1, 0.7, 0.39, 148.85, 0, 298, 
