Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
2020, eco1, 0, 69.62, 13.33, 0, 298, 0, 
2020, eco2, 1, 70.82, 15.43, 0, 305, 0, 
2020, eco3, 2, 77.56, 14.83, 0, 304, 0, 
2020, eco4, 3, 82.61, 13.33, 0, 300, 0, 
2020, eco5, 4, 84.32, 11.71, 82, 295, 0, 
2020, eco6, 5, 73.52, 8.93, 104, 291, 0, 
2020, eco7, 6, 76.1, 7.78, 112, 291, 0, 
2020, eco8, 7, 71.75, 6.82, 121, 289, 0, 
2020, eco9, 8, 60.56, 6.02, 131, 286, 0, 
2020, eco10, 9, 53.87, 5.07, 141, 277, 0, 
