EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 2, 47, 403, 3.60736743852615, 95, 105, Lightning, 1, 1, 44, 44, 12.870600228, 10.6999633058337, 26.5615736, NaN, 3.61, NaN, 0, 0, 0.145343780517578, 0, 790, 2000, 18491, 
2, 6, 63, 551, 18.9380118680423, 283, 356, Lightning, 1, 1, 17, 51, 12.5835489432, 9.10815009145683, 269.03101498, NaN, 18.94, NaN, 478.463164235039, 462.410677241483, 0.0940314829349518, 0.419881326079132, 715, 284, 9454, 
3, 7, 49, 252, 24.0689634495486, 151, 425, Lightning, 1, 1, 25, 64, 10.246852512, 7.07945670929541, 270.91955465, NaN, 24.07, NaN, 684.453709022492, 622.001440239613, 0.200000002980232, 0.396681547855181, 0, 302, 10502, 
4, 8, 60, 363, 14.5880578416468, 296, 231, Lightning, 1, 1, 13, 28, 7.341306318, 4.43960503728009, 88.8700344, NaN, 14.59, NaN, 521.651779899183, 502.473265338231, 0.129999995231628, 0.460714837553413, 683, 274, 5893, 
5, 8, 46, 239, 16.4756791602946, 307, 327, Lightning, 1, 1, 5, 67, 8.288149932, 10.3477001783487, 160.2546472, NaN, 16.48, NaN, 684.453709022492, 623.73985779533, 0.200000002980232, 0.436198582454994, 1193, 231, 1625, 
6, 9, 48, 167, 40.6099181163985, 271, 833, Accidental, 1, 3, 36, 124, 11.2590744588, 18.9683924495817, 153.495589133333, 0, 41.67, 0.0810229301476532, 780.176822372368, 772.184202395241, 0.129999995231628, 0.495451977879792, 161, 202.33, 13633, 
7, 14, 36, 515, 17.9972259666593, 339, 351, Lightning, 1, 1, 3, 15, 12.996673758, 10.1359858807289, 275.51681354, NaN, 18, NaN, 527.534753343435, 453.266790394186, 0.131075158715248, 1, 0, 205, 862, 
8, 15, 53, 151, 41.063795559598, 261, 778, Accidental, 1, 1, 17, 70, 10.2669471072, 12.3400821820075, 215.23314897, NaN, 41.06, NaN, 756.583356090985, 720.40152205129, 0.129999995231628, 0.742293023552362, 0, 192, 4654, 
9, 15, 70, 226, 29.3265627637636, 284, 599, Lightning, 1, 1, 14, 64, 12.8623951872, 14.8149385865032, 164.7679161, NaN, 29.33, NaN, 677.652937908077, 607.338665839317, 0.200000002980232, 0.55985036668565, 605, 226, 4667, 
10, 19, 9, 190, 22.861894300759, 303, 446, Accidental, 1, 1, 19, 67, 10.7073389412, 11.060665288147, 145.2158024, NaN, 22.86, NaN, 733.527391783671, 697.226775290652, 0.162618577480316, 0.746220777350694, 0, 196, 4807, 
11, 20, 15, 165, 32.8736994746318, 195, 597, Accidental, 1, 1, 14, 66, 14.782162248, 8.79437560098092, 251.75899307, NaN, 32.87, NaN, 772.878240855113, 722.968859682212, 0.164165556430817, 0.716551516765779, 220, 197, 3953, 
12, 20, 109, 319, 36.23128841743, 255, 681, Lightning, 1, 1, 10, 73, 10.8311767812, 11.2127663144226, 51.5335465, NaN, 36.23, NaN, 627.406039421483, 575.706723472137, 0.200000002980232, 0.62713092515809, 432, 226, 4589, 
13, 20, 18, 273, 9.13608077794159, 324, 187, Lightning, 1, 1, 9, 58, 10.219041504, 9.29691986153612, 80.0621637, NaN, 9.14, NaN, 733.527391783671, 699.92123263747, 0.129999995231628, 0.735095118840286, 404, 190, 3034, 
14, 21, 8, 167, 31.9040104378772, 203, 571, Accidental, 1, 1, 1, 1, 7.3887933348, 7.96117340117119, 7.73396000000002, NaN, 31.9, NaN, 745.427383423311, 736.102704729289, 0.129999995231628, 0.00097259731625901, 200, 368, 200, 
15, 21, 47, 164, 25.023525161177, 270, 447, Accidental, 1, 1, 19, 62, 10.7474180904, 7.63230215425387, 248.56537524, NaN, 25.02, NaN, 745.427383423311, 669.136757225794, 0.198933988809586, 0.637866669479801, 0, 232, 5002, 
16, 27, 52, 308, 33.8546659537896, 186, 640, Lightning, 1, 1, 11, 40, 11.2906685772, 11.2367104577562, 268.77454247, NaN, 33.85, NaN, 645.42171018261, 601.250339191944, 0.194822609424591, 0.670389656491807, 0, 226, 2829, 
