SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
2, 95, 1, 1, 4.9366264916791, Lightning, 
6, 283, 1, 1, 25.3552823658024, Lightning, 
7, 151, 1, 1, 20.4124667338016, Lightning, 
8, 296, 1, 1, 16.2948938610639, Lightning, 
8, 307, 1, 1, 15.1806395029787, Lightning, 
9, 271, 1, 1, 42.4615735646389, Accidental, 
14, 339, 1, 1, 17.5649945958684, Lightning, 
15, 261, 1, 1, 37.7999960988166, Accidental, 
15, 284, 1, 1, 26.9087411923636, Lightning, 
19, 303, 1, 1, 20.6891081290603, Accidental, 
20, 195, 1, 1, 34.458644285964, Accidental, 
20, 255, 1, 1, 32.1884741973687, Lightning, 
20, 324, 1, 1, 10.9994337370514, Lightning, 
21, 203, 1, 1, 35.5251981793631, Accidental, 
21, 270, 1, 1, 25.5553491473782, Accidental, 
27, 186, 1, 1, 31.7308386976853, Lightning, 
27, 198, 1, 1, 41.2503058579782, Accidental, 
29, 244, 1, 1, 47.9301743936587, Accidental, 
29, 247, 1, 1, 50.3500180566073, Accidental, 
29, 294, 1, 1, 41.4520643074177, Accidental, 
30, 178, 1, 1, 40.2137218836326, Accidental, 
30, 180, 1, 1, 40.9936690960169, Accidental, 
31, 44, 1, 1, 3.81555330725229, Lightning, 
33, 208, 1, 1, 34.3978694693247, Accidental, 
33, 232, 1, 1, 42.7759428127999, Lightning, 
33, 261, 1, 1, 44.3935945802454, Accidental, 
35, 9, 1, 1, 0, Lightning, 
39, 289, 1, 1, 47.0275707139998, Accidental, 
40, 209, 1, 1, 49.2099525834034, Accidental, 
40, 215, 1, 1, 44.2766827588835, Accidental, 
40, 304, 1, 1, 36.6002246589464, Accidental, 
