Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
4, 1, WPBR_chronic, 3, 1, 347, 1, 18.4, 2.88, 
5, 1, WPBR_chronic, 4, 1, 1645, 1, 22.26, 2.85, 
8, 1, WPBR_chronic, 2, 1, 254, 1, 587.05, 3.05, 
11, 1, WPBR_chronic, 3, 1, 733, 1, 590.7, 0.95, 
12, 3, FirEngraver, 3479, 189, 2078319, 1.01, 590.8, 7.3, 
13, 3, FirEngraver, 3936, 219, 2421393, 1, 590.55, 4.51, 
13, 1, WPBR_chronic, 4, 1, 2068, 1, 590.55, 4.51, 
16, 2, FirEngraver, 2358, 133, 1512622, 1, 609.11, 6.79, 
17, 1, FirEngraver, 1605, 77, 1019722, 1, 608.92, 4.49, 
18, 3, FirEngraver, 3742, 189, 2409826, 1.02, 608.89, 3.47, 
22, 1, WPBR_chronic, 1, 1, 298, 1, 576.5, 1.14, 
26, 1, JeffreyPineBeetle, 921, 127, 564904, 1, 622.84, 4.37, 
26, 2, MountainPineBeetle, 1009, 211, 627429, 1.64, 622.84, 4.37, 
26, 1, FirEngraver, 1840, 95, 1240969, 1, 622.84, 4.37, 
26, 1, WPineBeetle, 2039, 252, 1233346, 1.9, 622.84, 4.37, 
27, 3, JeffreyPineBeetle, 2690, 387, 1599704, 2.01, 622.27, 4.44, 
27, 1, MountainPineBeetle, 449, 107, 252885, 1, 622.27, 4.44, 
27, 3, FirEngraver, 4029, 230, 2692258, 1.04, 622.27, 4.44, 
27, 2, WPineBeetle, 3706, 491, 2071131, 2.8, 622.27, 4.44, 
28, 1, JeffreyPineBeetle, 827, 126, 463196, 1, 622.37, 3.76, 
28, 2, MountainPineBeetle, 850, 207, 548589, 1.62, 622.37, 3.76, 
28, 1, FirEngraver, 1593, 79, 1048805, 1, 622.37, 3.76, 
28, 2, WPineBeetle, 3798, 488, 2228180, 2.82, 622.37, 3.76, 
29, 2, JeffreyPineBeetle, 1715, 246, 903024, 1.6, 622.26, 3.68, 
29, 3, MountainPineBeetle, 1366, 301, 872192, 1.99, 622.26, 3.68, 
29, 1, FirEngraver, 1596, 83, 1112176, 1, 622.26, 3.68, 
29, 1, WPineBeetle, 1886, 214, 1156131, 1.86, 622.26, 3.68, 
30, 3, JeffreyPineBeetle, 2633, 385, 1543704, 2.02, 622.67, 3, 
30, 2, MountainPineBeetle, 971, 217, 653268, 1.59, 622.67, 3, 
30, 2, FirEngraver, 2974, 153, 2039019, 1, 622.67, 3, 
30, 1, WPineBeetle, 1697, 230, 1040972, 1.85, 622.67, 3, 
31, 2, FirEngraver, 3739, 194, 2571327, 1, 613.25, 4.18, 
33, 1, FirEngraver, 1759, 86, 1243874, 1, 611.38, 3.54, 
34, 3, FirEngraver, 5639, 280, 3853912, 1.05, 611.57, 3.36, 
35, 3, FirEngraver, 5278, 270, 3583320, 1.03, 611.69, 5.1, 
36, 3, JeffreyPineBeetle, 2667, 380, 1470990, 2.02, 642.16, 8.36, 
36, 2, JeffreyPineBeetle, 989, 154, 611788, 1.97, 642.16, 8.36, 
36, 1, MountainPineBeetle, 491, 94, 329236, 1, 642.16, 8.36, 
36, 1, MountainPineBeetle, 600, 134, 382231, 1.4, 642.16, 8.36, 
36, 3, FirEngraver, 4696, 252, 3268321, 1.06, 642.16, 8.36, 
36, 3, FirEngraver_Peak, 26749, 1612, 18487264, 2.11, 642.16, 8.36, 
36, 2, WPineBeetle, 3741, 497, 2308291, 2.84, 642.16, 8.36, 
37, 2, JeffreyPineBeetle, 1650, 239, 959923, 1.69, 643.15, 7.11, 
37, 2, JeffreyPineBeetle, 1063, 172, 701317, 1.94, 643.15, 7.11, 
37, 2, MountainPineBeetle, 824, 190, 604126, 1.57, 643.15, 7.11, 
37, 1, MountainPineBeetle, 556, 126, 346678, 1.4, 643.15, 7.11, 
37, 3, FirEngraver, 4712, 249, 3295026, 1.06, 643.15, 7.11, 
37, 2, FirEngraver_Peak, 16359, 990, 11115423, 2, 643.15, 7.11, 
37, 1, WPineBeetle, 1785, 229, 1169600, 1.83, 643.15, 7.11, 
39, 3, JeffreyPineBeetle, 2726, 390, 1589320, 2.02, 641.94, 5.5, 
39, 1, JeffreyPineBeetle, 519, 87, 324476, 1, 641.94, 5.5, 
39, 1, MountainPineBeetle, 458, 100, 298157, 1, 641.94, 5.5, 
39, 3, MountainPineBeetle, 1594, 362, 1013527, 2.94, 641.94, 5.5, 
39, 2, FirEngraver, 2844, 146, 1918011, 1, 641.94, 5.5, 
39, 3, FirEngraver_Peak, 24767, 1498, 17092658, 2.11, 641.94, 5.5, 
