Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7899.1, 20063.2, 0, 5, 3019.1, 
5, -27.3, 7946.9, 20136.6, 290.2, 16.58, 3610.2, 
10, -64.8, 7403.8, 20047.5, 286.6, 16.56, 4056.1, 
15, -36.6, 6997.2, 20116.4, 279, 17.9, 4281, 
20, -45.3, 6753.1, 20421.3, 307.4, 14.99, 4371.6, 
25, -79.6, 6652.4, 20468.5, 340.1, 13.67, 4450.6, 
30, -20.2, 6571.1, 19857.1, 273.2, 14.5, 4695.9, 
35, -32.3, 6502.9, 20151.4, 301.5, 15.43, 4541.5, 
40, -75.9, 6483.2, 20391.4, 298.2, 12.76, 4444.7, 
