Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_AbieConc,CohortsHarvested_AbieMagn,CohortsHarvested_CaloDecu,CohortsHarvested_FX_R_SEED,CohortsHarvested_NOFX_R_SEED,CohortsHarvested_NOFX_NOR_SEED,CohortsHarvested_PinuAlbi,CohortsHarvested_PinuCont,CohortsHarvested_PinuJeff,CohortsHarvested_PinuLamb,CohortsHarvested_PinuMont,CohortsHarvested_PopuTrem,CohortsHarvested_TsugMert,CohortsHarvested_AcerMacr,CohortsHarvested_AescCali,CohortsHarvested_AlnuRhom,CohortsHarvested_ArbuMenz,CohortsHarvested_CornNutt,CohortsHarvested_JuniOcci,CohortsHarvested_LithDens,CohortsHarvested_PinuAtte,CohortsHarvested_PinuMono,CohortsHarvested_PinuPond,CohortsHarvested_PinuSabi,CohortsHarvested_PinuWash,CohortsHarvested_PseuMenz,CohortsHarvested_QuerChry,CohortsHarvested_QuerDoug,CohortsHarvested_QuerGarr,CohortsHarvested_QuerKell,CohortsHarvested_QuerWisl,CohortsHarvested_TaxuBrev,CohortsHarvested_TorrCali,CohortsHarvested_UmbeCali,BiomassHarvestedMg_AbieConc,BiomassHarvestedMg_AbieMagn,BiomassHarvestedMg_CaloDecu,BiomassHarvestedMg_FX_R_SEED,BiomassHarvestedMg_NOFX_R_SEED,BiomassHarvestedMg_NOFX_NOR_SEED,BiomassHarvestedMg_PinuAlbi,BiomassHarvestedMg_PinuCont,BiomassHarvestedMg_PinuJeff,BiomassHarvestedMg_PinuLamb,BiomassHarvestedMg_PinuMont,BiomassHarvestedMg_PopuTrem,BiomassHarvestedMg_TsugMert,BiomassHarvestedMg_AcerMacr,BiomassHarvestedMg_AescCali,BiomassHarvestedMg_AlnuRhom,BiomassHarvestedMg_ArbuMenz,BiomassHarvestedMg_CornNutt,BiomassHarvestedMg_JuniOcci,BiomassHarvestedMg_LithDens,BiomassHarvestedMg_PinuAtte,BiomassHarvestedMg_PinuMono,BiomassHarvestedMg_PinuPond,BiomassHarvestedMg_PinuSabi,BiomassHarvestedMg_PinuWash,BiomassHarvestedMg_PseuMenz,BiomassHarvestedMg_QuerChry,BiomassHarvestedMg_QuerDoug,BiomassHarvestedMg_QuerGarr,BiomassHarvestedMg_QuerKell,BiomassHarvestedMg_QuerWisl,BiomassHarvestedMg_TaxuBrev,BiomassHarvestedMg_TorrCali,BiomassHarvestedMg_UmbeCali,
1, 1, PIF_CC_28, 50590, 4, 0, 198, 11, 11, 9799.22, 274.95, 0, 509, 240, 143, 31, 0, 0, 0, 0, 1, 58, 22, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 6635.8440195322, 2252.25360662937, 204.411600601673, 0, 0, 0, 0, 3.88800001144409, 482.79240142107, 125.452800369263, 0, 0, 55.2420001626015, 0, 0, 0, 0, 0, 3.95280001163483, 0, 0, 0, 4.63320001363754, 0, 0, 19.7640000581741, 0, 0, 0, 10.9836000323296, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 50591, 4, 0, 233, 3, 3, 2799.78, 288.04, 0, 135, 68, 53, 1, 0, 0, 0, 0, 0, 10, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1582.25400465727, 1140.80400335789, 7.32240002155304, 0, 0, 0, 0, 0, 56.7972001671791, 8.4564000248909, 0, 0, 4.14720001220703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 51311, 2, 416, 237, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 58801, 3, 0, 235, 6, 6, 4472.88, 230.09, 0, 232, 138, 19, 16, 0, 0, 0, 0, 0, 44, 5, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3600.61201059818, 144.504000425339, 98.496000289917, 0, 0, 0, 0, 0, 495.784801459312, 24.073200070858, 8.10000002384186, 0, 93.6360002756119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85560001134872, 0, 0, 0, 3.82320001125336, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 60765, 1, 0, 119, 1, 1, 723.04, 223.16, 0, 46, 13, 22, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253.789200747013, 350.211601030827, 0, 0, 0, 0, 0, 3.30480000972748, 74.8764002203941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.8564001202583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 60766, 1, 0, 238, 2, 2, 2468.88, 381, 0, 115, 42, 48, 7, 0, 0, 0, 0, 0, 6, 9, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1253.16720368862, 1050.5052030921, 46.0728001356125, 0, 0, 0, 0, 0, 44.2584001302719, 57.8016001701355, 4.76280001401901, 0, 0, 0, 0, 0, 0, 4.92480001449585, 0, 0, 0, 0, 0, 0, 0, 7.38720002174377, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 60942, 1, 0, 98, 14, 14, 8943.6, 197.17, 0, 544, 247, 109, 17, 0, 0, 0, 0, 5, 85, 25, 3, 1, 3, 0, 0, 3, 3, 1, 0, 0, 0, 0, 18, 0, 0, 3, 2, 0, 0, 16, 3, 0, 0, 0, 6081.18841789961, 1224.23400360346, 114.760800337791, 0, 0, 0, 0, 29.808000087738, 968.209202849865, 129.729600381851, 15.6492000460625, 6.15600001811981, 12.1824000358582, 0, 0, 20.2176000595093, 12.2148000359535, 3.69360001087189, 0, 0, 0, 0, 107.341200315952, 0, 0, 13.1868000388145, 6.67440001964569, 0, 0, 162.000000476837, 36.3528001070023, 0, 0, 0, 
1, 3, PIF_CC_30, 51808, 7, 0, 173, 1, 1, 607.79, 187.59, 0, 43, 17, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301.449600887299, 0, 21.7404000639915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 284.601600837708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 3, PIF_CC_30, 51988, 7, 0, 23, 12, 12, 1956.31, 50.32, 0, 248, 49, 6, 4, 0, 0, 0, 1, 0, 84, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 20, 0, 9, 0, 6, 0, 15, 1, 0, 0, 0, 402.408001184463, 29.09520008564, 34.0848001003265, 0, 0, 0, 3.79080001115799, 0, 708.685202085972, 10.5624000310898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 339.390000998974, 142.81920042038, 0, 41.0184001207352, 0, 50.4144001483917, 0, 188.179200553894, 5.8644000172615, 0, 0, 0, 
1, 3, PIF_CC_30, 52674, 6, 0, 174, 3, 3, 514.67, 52.95, 0, 68, 4, 3, 2, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 26, 0, 0, 0, 1, 0, 0, 7, 3, 0, 0, 0, 24.2028000712395, 15.0660000443459, 7.61400002241135, 0, 0, 0, 0, 0, 145.508400428295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.9468000292778, 0, 0, 0, 200.296800589561, 0, 0, 0, 4.66560001373291, 0, 0, 86.8968002557754, 20.4768000602722, 0, 0, 0, 
