Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
2, 1, WPBR_chronic, 5, 1, 591, 1, 106.48, 5.15, 
4, 1, WPBR_chronic, 2, 1, 285, 1, 214.73, 6.97, 
6, 3, JeffreyPineBeetle, 1667, 330, 722918, 2.01, 623.86, 3.12, 
6, 3, MountainPineBeetle, 1072, 264, 370680, 1.88, 623.86, 3.12, 
6, 2, FirEngraver, 1974, 130, 1114038, 1, 623.86, 3.12, 
6, 3, WPineBeetle, 3889, 589, 1398619, 2.9, 623.86, 3.12, 
7, 2, JeffreyPineBeetle, 1354, 232, 621585, 1.24, 643.4, 6.43, 
7, 2, JeffreyPineBeetle, 629, 133, 288264, 1.77, 643.4, 6.43, 
7, 2, MountainPineBeetle, 665, 166, 225782, 1.46, 643.4, 6.43, 
7, 3, MountainPineBeetle, 1103, 301, 361754, 2.91, 643.4, 6.43, 
7, 2, FirEngraver, 1848, 118, 1040412, 1, 643.4, 6.43, 
7, 3, FirEngraver_Peak, 17686, 1228, 10068600, 2.06, 643.4, 6.43, 
7, 1, WPineBeetle, 1207, 177, 447488, 1.75, 643.4, 6.43, 
9, 2, JeffreyPineBeetle, 1118, 200, 508717, 1.29, 653.47, 5.83, 
9, 3, JeffreyPineBeetle, 1062, 208, 460223, 2.03, 653.47, 5.83, 
9, 2, MountainPineBeetle, 593, 153, 226169, 1.37, 653.47, 5.83, 
9, 1, MountainPineBeetle, 582, 117, 204404, 1.2, 653.47, 5.83, 
9, 2, FirEngraver, 1633, 107, 942953, 1, 653.47, 5.83, 
9, 3, FirEngraver_Peak, 15695, 1188, 8853762, 2.06, 653.47, 5.83, 
9, 2, WPineBeetle, 2514, 384, 966389, 2.71, 653.47, 5.83, 
9, 1, WPineBeetle_peak, 4531, 773, 1751225, 2.14, 653.47, 5.83, 
10, 1, JeffreyPineBeetle, 634, 115, 286275, 1, 654.48, 4.24, 
10, 2, JeffreyPineBeetle, 645, 117, 271099, 1.88, 654.48, 4.24, 
10, 1, MountainPineBeetle, 356, 83, 135277, 1, 654.48, 4.24, 
10, 1, FirEngraver, 889, 59, 523593, 1, 654.48, 4.24, 
10, 1, FirEngraver_Peak, 5007, 378, 2848041, 1, 654.48, 4.24, 
10, 1, WPBR_chronic, 1, 1, 129, 1, 654.48, 4.24, 
10, 2, WPineBeetle, 2005, 339, 786055, 2.65, 654.48, 4.24, 
11, 1, JeffreyPineBeetle, 757, 119, 416543, 1, 680.48, 4.64, 
11, 1, JeffreyPineBeetle, 422, 74, 192886, 1, 680.48, 4.64, 
11, 3, MountainPineBeetle, 968, 240, 467523, 1.9, 680.48, 4.64, 
11, 1, MountainPineBeetle, 354, 106, 169076, 1.16, 680.48, 4.64, 
11, 3, FirEngraver, 2680, 188, 1774092, 1.05, 680.48, 4.64, 
11, 3, FirEngraver_Peak, 17285, 1275, 10743347, 2.1, 680.48, 4.64, 
11, 1, WPBR_chronic, 1, 1, 284, 1, 680.48, 4.64, 
11, 3, WPineBeetle, 3500, 577, 1675118, 2.91, 680.48, 4.64, 
12, 1, JeffreyPineBeetle, 659, 110, 344877, 1, 686.56, 7.71, 
12, 2, JeffreyPineBeetle, 660, 121, 320727, 1.93, 686.56, 7.71, 
12, 3, MountainPineBeetle, 1097, 252, 538319, 1.89, 686.56, 7.71, 
12, 2, MountainPineBeetle, 823, 213, 380579, 2.19, 686.56, 7.71, 
12, 3, FirEngraver, 2257, 175, 1486093, 1.07, 686.56, 7.71, 
12, 3, FirEngraver_Peak, 14464, 1162, 8803790, 2.12, 686.56, 7.71, 
12, 3, WPineBeetle, 3446, 536, 1622249, 2.92, 686.56, 7.71, 
12, 3, WPineBeetle_peak, 13273, 2250, 6681238, 2.97, 686.56, 7.71, 
13, 2, JeffreyPineBeetle, 1164, 210, 600830, 1.4, 689.83, 5.96, 
13, 2, JeffreyPineBeetle, 742, 137, 394543, 1.91, 689.83, 5.96, 
13, 1, MountainPineBeetle, 319, 77, 168436, 1, 689.83, 5.96, 
13, 3, MountainPineBeetle, 1087, 270, 526564, 2.88, 689.83, 5.96, 
13, 2, FirEngraver, 1596, 99, 1005904, 1, 689.83, 5.96, 
13, 1, FirEngraver_Peak, 5550, 412, 3530821, 1, 689.83, 5.96, 
13, 1, WPBR_chronic, 8, 3, 3185, 1, 689.83, 5.96, 
13, 1, WPineBeetle, 879, 159, 389491, 1.62, 689.83, 5.96, 
13, 2, WPineBeetle_peak, 7276, 1304, 3678732, 2.87, 689.83, 5.96, 
14, 3, JeffreyPineBeetle, 1974, 330, 1040179, 2.02, 684.32, 6.84, 
14, 2, JeffreyPineBeetle, 613, 112, 328917, 1.94, 684.32, 6.84, 
14, 2, MountainPineBeetle, 643, 156, 349660, 1.39, 684.32, 6.84, 
14, 3, MountainPineBeetle, 1245, 290, 601718, 2.91, 684.32, 6.84, 
14, 2, FirEngraver, 1539, 109, 999228, 1, 684.32, 6.84, 
14, 3, FirEngraver_Peak, 13745, 1085, 8559255, 2.14, 684.32, 6.84, 
14, 1, WPineBeetle, 702, 123, 368875, 1.64, 684.32, 6.84, 
14, 3, WPineBeetle_peak, 9575, 1735, 4944601, 2.95, 684.32, 6.84, 
15, 2, JeffreyPineBeetle, 1096, 196, 608380, 1.44, 673.79, 6.26, 
15, 1, JeffreyPineBeetle, 306, 57, 157846, 1, 673.79, 6.26, 
15, 2, MountainPineBeetle, 650, 150, 358918, 1.45, 673.79, 6.26, 
15, 1, MountainPineBeetle, 373, 91, 193783, 1.12, 673.79, 6.26, 
15, 2, FirEngraver, 1455, 98, 911076, 1, 673.79, 6.26, 
15, 2, FirEngraver_Peak, 8654, 689, 5229948, 1.98, 673.79, 6.26, 
15, 1, WPineBeetle, 778, 127, 397908, 1.5, 673.79, 6.26, 
15, 1, WPineBeetle_peak, 2739, 497, 1403510, 1.99, 673.79, 6.26, 
16, 1, JeffreyPineBeetle, 679, 125, 431777, 1, 654.85, 4.34, 
16, 3, JeffreyPineBeetle, 1040, 190, 652847, 2.07, 654.85, 4.34, 
16, 1, MountainPineBeetle, 345, 80, 215151, 1, 654.85, 4.34, 
16, 2, FirEngraver, 1644, 113, 1108041, 1, 654.85, 4.34, 
16, 2, FirEngraver_Peak, 8980, 747, 5862629, 1.97, 654.85, 4.34, 
16, 3, WPineBeetle, 1888, 339, 1125189, 2.81, 654.85, 4.34, 
17, 1, JeffreyPineBeetle, 706, 124, 405214, 1, 663.3, 5.3, 
17, 1, JeffreyPineBeetle, 256, 58, 147782, 1, 663.3, 5.3, 
17, 1, MountainPineBeetle, 247, 74, 175121, 1, 663.3, 5.3, 
17, 1, MountainPineBeetle, 310, 88, 191123, 1.07, 663.3, 5.3, 
17, 2, FirEngraver, 1728, 124, 1175607, 1, 663.3, 5.3, 
17, 3, FirEngraver_Peak, 13461, 1026, 9041801, 2.12, 663.3, 5.3, 
17, 3, WPineBeetle, 1911, 318, 1051412, 2.77, 663.3, 5.3, 
17, 3, WPineBeetle_peak, 6887, 1300, 4182865, 2.94, 663.3, 5.3, 
18, 3, JeffreyPineBeetle, 1886, 326, 1218966, 2.01, 676.18, 5.62, 
18, 2, JeffreyPineBeetle, 627, 131, 356096, 1.88, 676.18, 5.62, 
18, 1, MountainPineBeetle, 310, 76, 216370, 1, 676.18, 5.62, 
18, 1, MountainPineBeetle, 386, 84, 235988, 1.12, 676.18, 5.62, 
18, 1, FirEngraver, 805, 50, 537053, 1, 676.18, 5.62, 
18, 3, FirEngraver_Peak, 11474, 996, 7703039, 2.14, 676.18, 5.62, 
18, 3, WPineBeetle, 1593, 308, 991409, 2.7, 676.18, 5.62, 
18, 1, WPineBeetle_peak, 1712, 358, 1045641, 1.92, 676.18, 5.62, 
19, 1, JeffreyPineBeetle, 503, 88, 289288, 1, 679.39, 9.69, 
19, 1, JeffreyPineBeetle, 388, 65, 233309, 1, 679.39, 9.69, 
19, 2, MountainPineBeetle, 543, 146, 370560, 1.39, 679.39, 9.69, 
19, 3, MountainPineBeetle, 1020, 258, 636288, 2.84, 679.39, 9.69, 
19, 3, FirEngraver, 2010, 152, 1351772, 1.09, 679.39, 9.69, 
19, 2, FirEngraver_Peak, 7169, 627, 4799426, 1.95, 679.39, 9.69, 
19, 2, WPineBeetle, 936, 178, 539740, 2.25, 679.39, 9.69, 
19, 2, WPineBeetle_peak, 3821, 762, 2395383, 2.73, 679.39, 9.69, 
20, 1, JeffreyPineBeetle, 567, 102, 331918, 1, 686.79, 2.25, 
20, 1, MountainPineBeetle, 309, 78, 198595, 1, 686.79, 2.25, 
20, 2, FirEngraver_Peak, 7542, 607, 5007285, 1.97, 686.79, 2.25, 
21, 3, JeffreyPineBeetle, 1855, 321, 1286943, 2.03, 727.36, 6.66, 
21, 2, JeffreyPineBeetle, 562, 101, 432357, 1.9, 727.36, 6.66, 
21, 1, MountainPineBeetle, 423, 84, 293076, 1, 727.36, 6.66, 
21, 1, MountainPineBeetle, 397, 87, 304929, 1.07, 727.36, 6.66, 
21, 2, FirEngraver, 1489, 119, 1037375, 1, 727.36, 6.66, 
21, 2, FirEngraver_Peak, 6980, 623, 5084010, 1.98, 727.36, 6.66, 
21, 1, WPBR_chronic, 6, 1, 1952, 1, 727.36, 6.66, 
21, 2, WPineBeetle, 1114, 216, 758761, 2.31, 727.36, 6.66, 
21, 3, WPineBeetle_peak, 5654, 1170, 3900076, 2.9, 727.36, 6.66, 
