Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
22, 1, JeffreyPineBeetle, 493, 90, 314962, 1, 728.16, 7.4, 
22, 3, JeffreyPineBeetle, 1100, 213, 822347, 2.13, 728.16, 7.4, 
22, 2, MountainPineBeetle, 585, 133, 453099, 1.42, 728.16, 7.4, 
22, 2, MountainPineBeetle, 639, 183, 446707, 2.04, 728.16, 7.4, 
22, 1, FirEngraver, 699, 52, 505072, 1, 728.16, 7.4, 
22, 3, FirEngraver_Peak, 10954, 958, 8040201, 2.18, 728.16, 7.4, 
22, 2, WPineBeetle, 786, 165, 514990, 2.24, 728.16, 7.4, 
22, 3, WPineBeetle_peak, 5297, 1053, 3609834, 2.89, 728.16, 7.4, 
23, 1, JeffreyPineBeetle, 536, 102, 357513, 1, 725.06, 4.31, 
23, 2, JeffreyPineBeetle, 549, 119, 392758, 1.88, 725.06, 4.31, 
23, 1, MountainPineBeetle, 322, 69, 266709, 1, 725.06, 4.31, 
23, 1, FirEngraver, 486, 49, 336505, 1, 725.06, 4.31, 
23, 3, FirEngraver_Peak, 9893, 900, 7216817, 2.21, 725.06, 4.31, 
23, 1, WPineBeetle, 494, 78, 276011, 1.49, 725.06, 4.31, 
24, 2, JeffreyPineBeetle, 1102, 206, 753551, 1.61, 720.45, 5.59, 
24, 2, JeffreyPineBeetle, 537, 107, 387441, 1.93, 720.45, 5.59, 
24, 1, MountainPineBeetle, 223, 59, 181026, 1, 720.45, 5.59, 
24, 1, MountainPineBeetle, 351, 88, 252825, 1.05, 720.45, 5.59, 
24, 2, FirEngraver, 984, 80, 722596, 1, 720.45, 5.59, 
24, 3, FirEngraver_Peak, 9133, 854, 6669769, 2.22, 720.45, 5.59, 
24, 2, WPineBeetle, 763, 150, 482800, 2.24, 720.45, 5.59, 
24, 1, WPineBeetle_peak, 1398, 297, 928309, 1.77, 720.45, 5.59, 
25, 1, JeffreyPineBeetle, 533, 96, 409640, 1, 717.25, 6.29, 
25, 1, JeffreyPineBeetle, 241, 57, 170978, 1, 717.25, 6.29, 
25, 1, MountainPineBeetle, 311, 75, 248653, 1, 717.25, 6.29, 
25, 2, MountainPineBeetle, 533, 152, 410965, 1.96, 717.25, 6.29, 
25, 2, FirEngraver, 1210, 104, 854097, 1, 717.25, 6.29, 
25, 3, FirEngraver_Peak, 8493, 795, 6175602, 2.21, 717.25, 6.29, 
25, 1, WPineBeetle, 304, 70, 186933, 1.34, 717.25, 6.29, 
25, 2, WPineBeetle_peak, 2757, 614, 1818188, 2.63, 717.25, 6.29, 
26, 1, JeffreyPineBeetle, 562, 105, 441966, 1, 741.03, 6.8, 
26, 3, JeffreyPineBeetle, 874, 177, 798479, 2.12, 741.03, 6.8, 
26, 3, MountainPineBeetle, 715, 186, 693419, 1.82, 741.03, 6.8, 
26, 2, MountainPineBeetle, 663, 165, 521363, 2.01, 741.03, 6.8, 
26, 1, FirEngraver, 411, 37, 292407, 1, 741.03, 6.8, 
26, 3, FirEngraver_Peak, 8536, 777, 6601792, 2.2, 741.03, 6.8, 
26, 2, WPineBeetle, 594, 109, 426867, 2.05, 741.03, 6.8, 
26, 3, WPineBeetle_peak, 3608, 805, 2765186, 2.84, 741.03, 6.8, 
27, 2, JeffreyPineBeetle, 1210, 211, 975287, 1.65, 735.15, 4.23, 
27, 3, JeffreyPineBeetle, 1069, 204, 916220, 2.14, 735.15, 4.23, 
27, 1, MountainPineBeetle, 233, 58, 207544, 1, 735.15, 4.23, 
27, 3, FirEngraver, 1628, 130, 1192941, 1.23, 735.15, 4.23, 
27, 2, FirEngraver_Peak, 5337, 504, 4129409, 1.97, 735.15, 4.23, 
27, 1, WPBR_chronic, 3, 1, 3362, 1, 735.15, 4.23, 
27, 1, WPineBeetle, 256, 60, 167922, 1.35, 735.15, 4.23, 
28, 1, JeffreyPineBeetle, 434, 80, 334709, 1, 738.4, 5.73, 
28, 1, JeffreyPineBeetle, 378, 78, 306729, 1, 738.4, 5.73, 
28, 1, MountainPineBeetle, 242, 73, 253055, 1, 738.4, 5.73, 
28, 3, MountainPineBeetle, 854, 234, 685569, 2.78, 738.4, 5.73, 
28, 1, FirEngraver, 388, 31, 287116, 1, 738.4, 5.73, 
28, 2, FirEngraver_Peak, 5851, 515, 4525305, 1.97, 738.4, 5.73, 
28, 3, WPineBeetle, 747, 180, 506852, 2.58, 738.4, 5.73, 
28, 1, WPineBeetle_peak, 1079, 249, 820370, 1.61, 738.4, 5.73, 
29, 2, JeffreyPineBeetle, 973, 189, 782720, 1.59, 733.7, 5.21, 
29, 2, JeffreyPineBeetle, 637, 121, 509713, 1.9, 733.7, 5.21, 
29, 3, MountainPineBeetle, 929, 225, 856195, 1.81, 733.7, 5.21, 
29, 1, MountainPineBeetle, 377, 82, 309761, 1.01, 733.7, 5.21, 
29, 1, FirEngraver, 674, 41, 530701, 1, 733.7, 5.21, 
29, 2, FirEngraver_Peak, 5294, 464, 4132033, 1.99, 733.7, 5.21, 
29, 1, WPineBeetle, 219, 46, 136329, 1.35, 733.7, 5.21, 
29, 1, WPineBeetle_peak, 1139, 256, 771906, 1.66, 733.7, 5.21, 
30, 1, JeffreyPineBeetle, 471, 82, 401547, 1, 729.2, 6.31, 
30, 3, JeffreyPineBeetle, 830, 164, 765022, 2.1, 729.2, 6.31, 
30, 2, MountainPineBeetle, 439, 124, 456557, 1.2, 729.2, 6.31, 
30, 1, MountainPineBeetle, 316, 76, 240315, 1.05, 729.2, 6.31, 
30, 1, FirEngraver, 555, 37, 411900, 1, 729.2, 6.31, 
30, 3, FirEngraver_Peak, 7337, 679, 5713182, 2.18, 729.2, 6.31, 
30, 1, WPBR_chronic, 2, 1, 1151, 1, 729.2, 6.31, 
30, 1, WPineBeetle, 252, 55, 153733, 1.16, 729.2, 6.31, 
30, 1, WPineBeetle_peak, 1002, 224, 714985, 1.68, 729.2, 6.31, 
31, 3, JeffreyPineBeetle, 1641, 296, 1352716, 2.04, 738.29, 5.47, 
31, 2, JeffreyPineBeetle, 574, 114, 585416, 1.95, 738.29, 5.47, 
31, 1, MountainPineBeetle, 245, 56, 255789, 1, 738.29, 5.47, 
31, 2, MountainPineBeetle, 624, 157, 629484, 2.11, 738.29, 5.47, 
31, 2, FirEngraver, 735, 68, 573963, 1, 738.29, 5.47, 
31, 3, FirEngraver_Peak, 7310, 719, 5857898, 2.23, 738.29, 5.47, 
31, 3, WPineBeetle, 744, 161, 613281, 2.55, 738.29, 5.47, 
31, 1, WPineBeetle_peak, 1068, 248, 868163, 1.69, 738.29, 5.47, 
32, 3, JeffreyPineBeetle, 1462, 274, 1172016, 2.06, 755.11, 4.8, 
32, 1, JeffreyPineBeetle, 326, 64, 334023, 1, 755.11, 4.8, 
32, 2, MountainPineBeetle, 489, 120, 506628, 1.24, 755.11, 4.8, 
32, 1, MountainPineBeetle, 334, 82, 270472, 1.12, 755.11, 4.8, 
32, 2, FirEngraver, 1043, 90, 857018, 1, 755.11, 4.8, 
32, 1, FirEngraver_Peak, 2387, 210, 1930670, 1, 755.11, 4.8, 
32, 3, WPineBeetle, 813, 180, 621707, 2.49, 755.11, 4.8, 
33, 2, JeffreyPineBeetle, 835, 156, 742719, 1.68, 755, 6.38, 
33, 1, JeffreyPineBeetle, 388, 82, 406143, 1, 755, 6.38, 
33, 2, MountainPineBeetle, 505, 148, 501260, 1.28, 755, 6.38, 
33, 3, MountainPineBeetle, 963, 241, 876358, 2.8, 755, 6.38, 
33, 1, FirEngraver, 356, 40, 290894, 1, 755, 6.38, 
33, 1, FirEngraver_Peak, 2262, 231, 1878419, 1, 755, 6.38, 
33, 1, WPBR_chronic, 2, 1, 3792, 1, 755, 6.38, 
33, 3, WPineBeetle, 685, 156, 497973, 2.62, 755, 6.38, 
33, 1, WPineBeetle_peak, 892, 209, 652779, 1.65, 755, 6.38, 
34, 1, JeffreyPineBeetle, 517, 89, 419709, 1, 748.57, 8.43, 
34, 1, JeffreyPineBeetle, 260, 58, 267802, 1, 748.57, 8.43, 
34, 2, MountainPineBeetle, 402, 110, 437299, 1.28, 748.57, 8.43, 
34, 2, MountainPineBeetle, 725, 187, 671451, 1.99, 748.57, 8.43, 
34, 1, FirEngraver, 445, 44, 334921, 1, 748.57, 8.43, 
34, 2, FirEngraver_Peak, 4572, 428, 3574839, 1.98, 748.57, 8.43, 
34, 1, WPineBeetle, 233, 55, 161287, 1.27, 748.57, 8.43, 
34, 3, WPineBeetle_peak, 2684, 627, 1976988, 2.78, 748.57, 8.43, 
35, 1, JeffreyPineBeetle, 493, 79, 361378, 1, 753.33, 8.14, 
35, 1, JeffreyPineBeetle, 241, 53, 249992, 1, 753.33, 8.14, 
35, 3, MountainPineBeetle, 864, 218, 865306, 1.76, 753.33, 8.14, 
35, 1, MountainPineBeetle, 335, 81, 244603, 1.17, 753.33, 8.14, 
35, 3, FirEngraver, 1133, 96, 949362, 1.23, 753.33, 8.14, 
35, 3, FirEngraver_Peak, 6602, 681, 5224246, 2.23, 753.33, 8.14, 
35, 3, WPineBeetle, 727, 148, 491221, 2.45, 753.33, 8.14, 
35, 3, WPineBeetle_peak, 2549, 611, 1974150, 2.76, 753.33, 8.14, 
36, 2, JeffreyPineBeetle, 1058, 185, 1016569, 1.75, 702.21, 7.61, 
36, 1, JeffreyPineBeetle, 284, 52, 257043, 1, 702.21, 7.61, 
36, 2, MountainPineBeetle, 408, 115, 495737, 1.26, 702.21, 7.61, 
36, 2, MountainPineBeetle, 563, 152, 567245, 2.04, 702.21, 7.61, 
36, 2, FirEngraver, 831, 68, 651901, 1, 702.21, 7.61, 
36, 2, FirEngraver_Peak, 4273, 421, 3552570, 1.96, 702.21, 7.61, 
36, 1, WPBR_chronic, 2, 1, 1408, 1, 702.21, 7.61, 
36, 3, WPineBeetle, 588, 128, 478214, 2.43, 702.21, 7.61, 
36, 1, WPineBeetle_peak, 745, 166, 687581, 1.61, 702.21, 7.61, 
37, 2, JeffreyPineBeetle, 1077, 202, 1065215, 1.76, 714.71, 6.4, 
37, 1, JeffreyPineBeetle, 243, 51, 217240, 1, 714.71, 6.4, 
37, 1, MountainPineBeetle, 285, 66, 302892, 1, 714.71, 6.4, 
37, 2, MountainPineBeetle, 621, 157, 612497, 2.01, 714.71, 6.4, 
37, 3, FirEngraver, 1272, 115, 1087984, 1.22, 714.71, 6.4, 
37, 1, FirEngraver_Peak, 1835, 208, 1517162, 1, 714.71, 6.4, 
37, 3, WPineBeetle, 529, 124, 432638, 2.44, 714.71, 6.4, 
37, 2, WPineBeetle_peak, 1360, 322, 1210454, 2.38, 714.71, 6.4, 
38, 1, JeffreyPineBeetle, 548, 98, 464566, 1, 716.37, 9.6, 
38, 1, JeffreyPineBeetle, 295, 52, 328744, 1, 716.37, 9.6, 
38, 3, MountainPineBeetle, 662, 170, 746432, 1.74, 716.37, 9.6, 
38, 1, MountainPineBeetle, 332, 76, 336093, 1.13, 716.37, 9.6, 
38, 2, FirEngraver, 783, 70, 648306, 1, 716.37, 9.6, 
38, 2, FirEngraver_Peak, 4113, 406, 3482737, 1.97, 716.37, 9.6, 
38, 1, WPineBeetle, 133, 44, 125215, 1.11, 716.37, 9.6, 
38, 3, WPineBeetle_peak, 2109, 493, 1593103, 2.73, 716.37, 9.6, 
39, 3, JeffreyPineBeetle, 1483, 264, 1464736, 2.07, 722.29, 2.41, 
39, 3, MountainPineBeetle, 632, 176, 738071, 1.75, 722.29, 2.41, 
39, 2, FirEngraver, 654, 54, 540225, 1, 722.29, 2.41, 
39, 1, FirEngraver_Peak, 1791, 184, 1468586, 1, 722.29, 2.41, 
40, 2, JeffreyPineBeetle, 923, 176, 866874, 1.69, 722.67, 5.24, 
40, 2, JeffreyPineBeetle, 543, 101, 553003, 1.94, 722.67, 5.24, 
40, 2, MountainPineBeetle, 381, 113, 440092, 1.29, 722.67, 5.24, 
40, 3, MountainPineBeetle, 830, 218, 831362, 2.7, 722.67, 5.24, 
40, 1, FirEngraver, 259, 31, 242271, 1, 722.67, 5.24, 
40, 1, FirEngraver_Peak, 2297, 200, 1879714, 1, 722.67, 5.24, 
40, 2, WPineBeetle, 345, 65, 277586, 1.82, 722.67, 5.24, 
40, 2, WPineBeetle_peak, 1076, 291, 889140, 2.36, 722.67, 5.24, 
41, 3, JeffreyPineBeetle, 1288, 240, 1354171, 2.1, 715.38, 7.8, 
41, 1, JeffreyPineBeetle, 274, 58, 313030, 1, 715.38, 7.8, 
41, 2, MountainPineBeetle, 576, 132, 597301, 1.15, 715.38, 7.8, 
41, 1, MountainPineBeetle, 313, 71, 328904, 1.21, 715.38, 7.8, 
41, 1, FirEngraver, 276, 33, 252906, 1, 715.38, 7.8, 
41, 3, FirEngraver_Peak, 5583, 599, 4859308, 2.28, 715.38, 7.8, 
41, 1, WPineBeetle, 176, 36, 131652, 1.28, 715.38, 7.8, 
41, 2, WPineBeetle_peak, 1303, 336, 1021234, 2.33, 715.38, 7.8, 
