Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -255.3, 7710.5, 18698.6, 492.5, 8.98, 3582.9, 
10, -167.3, 7147.1, 18177.3, 453, 8.34, 3874, 
15, -121, 6840.7, 17272.1, 414.6, 9.72, 4063, 
20, -91.9, 6648.9, 16835.4, 375.2, 10.69, 4066.9, 
25, -18.5, 6488.3, 16255, 336.1, 12.45, 3951.3, 
30, -76.8, 6374.4, 15955.8, 315.3, 11.82, 3877.3, 
35, -54.6, 6267.4, 15555.5, 301.1, 11.92, 3753.8, 
40, 9.9, 6134.6, 15299.3, 291.7, 11.93, 3643.3, 
