EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 36, 278, 9.87829400858703, 40, 0, Rx, 1, 13, 171, 704, 10.1766530232, 10.4772156717045, 306.1583399, 0, 9.88, 1, 0, 0, 0.100000001490116, 0.969195603637695, 1019.61538461538, 246.77, 73548, 
2, 1, 98, 398, 6.68930980916616, 41, 0, Rx, 1, 13, 151, 583, 9.04037788523077, 8.92955851063245, 270.379701875385, 0, 6.81, 1, 0, 0, 0.135514388863857, 1, 860.230769230769, 248.23, 113833, 
3, 1, 68, 284, 7.20150980289556, 53, 0, Rx, 1, 13, 157, 519, 10.8158079744, 14.8270086845551, 182.875352804, 0, 7.2, 1, 0, 0, 0.161993603293712, 1, 303.230769230769, 259.15, 50788, 
4, 1, 96, 393, 4.7455204225568, 54, 0, Rx, 1, 13, 168, 456, 9.87395706664615, 15.1276827871441, 225.501886071538, 0, 4.86, 1, 0, 0, 0.125066607617415, 1, 479, 251.69, 90356, 
5, 1, 2, 312, 6.34215999194303, 55, 0, Rx, 1, 13, 132, 562, 10.1102187024, 8.36168623028871, 309.5015412, 0, 6.34, 1, 0, 0, 0.149427468960102, 1, 932.769230769231, 246, 89485, 
6, 1, 107, 305, 11.3863169362293, 59, 0, Rx, 1, 13, 152, 543, 10.29072213, 11.1484358730253, 202.61753344, 0, 11.39, 1, 0, 0, 0.193700772065383, 1, 726.692307692308, 248.23, 79018, 
7, 1, 5, 305, 6.77360995609665, 60, 0, Rx, 1, 13, 136, 549, 8.38622908689231, 7.53699731753289, 236.34410277, 0, 6.7, 1, 0, 0, 0.146584592186488, 1, 891.384615384615, 249.23, 77359, 
8, 1, 68, 334, 7.90725144934228, 65, 0, Rx, 1, 13, 174, 512, 7.85909803015385, 13.4812706962785, 223.199542357692, 0, 7.16, 1, 0, 0, 0.147008827099433, 1, 806.615384615385, 242.46, 94566, 
9, 1, 7, 335, 10.3551450381777, 66, 0, Rx, 1, 13, 275, 424, 8.89213376990769, 13.6782686986207, 141.888630015385, 0, 11.03, 1, 0, 0, 0.103695074382883, 0.630177649771434, 34.6153846153846, 843.54, 102438, 
10, 1, 46, 358, 11.1558312772814, 67, 0, Rx, 1, 13, 178, 693, 9.88182858101538, 13.2830791623259, 149.069003684615, 0, 12.29, 1, 0, 0, 0.129999995231628, 1, 535.538461538462, 252.77, 74090, 
