Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -282.8, 7919, 21710.5, 522.9, 10.37, 3561.7, 
10, -196.6, 7381.2, 22762.9, 495.3, 9.25, 4172.8, 
15, -138.5, 7172.6, 22398, 463.1, 10.36, 4804.2, 
20, -94.3, 7120.5, 22319.4, 424, 10.87, 5089, 
25, -1.3, 7099.2, 21756.1, 383.9, 12.09, 5165.1, 
30, -63.7, 7110.2, 21203.3, 363.1, 10.91, 5298.8, 
35, -32.3, 7137.4, 20678.6, 350.1, 10.61, 5238.1, 
40, 54.7, 7106.5, 20103.2, 341, 10.22, 5198.1, 
