Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
6, 2, JeffreyPineBeetle, 1388, 226, 666960, 1.18, 623.87, 3.12, 
6, 3, MountainPineBeetle, 1289, 263, 419225, 1.9, 623.87, 3.12, 
6, 1, FirEngraver, 1102, 63, 674845, 1, 623.87, 3.12, 
6, 1, WPBR_chronic, 2, 1, 505, 1, 623.87, 3.12, 
6, 2, WPineBeetle, 2847, 394, 1022332, 2.71, 623.87, 3.12, 
7, 2, JeffreyPineBeetle, 1385, 239, 642518, 1.21, 629.83, 6.43, 
7, 3, JeffreyPineBeetle, 1321, 237, 602467, 2.01, 629.83, 6.43, 
7, 2, MountainPineBeetle, 636, 151, 209462, 1.47, 629.83, 6.43, 
7, 2, MountainPineBeetle, 1122, 245, 366159, 2.27, 629.83, 6.43, 
7, 3, FirEngraver, 3670, 217, 2207660, 1.02, 629.83, 6.43, 
7, 1, WPineBeetle, 1554, 208, 563487, 1.65, 629.83, 6.43, 
9, 3, JeffreyPineBeetle, 1831, 331, 827876, 2, 636.72, 5.83, 
9, 3, JeffreyPineBeetle, 1173, 202, 510267, 2.04, 636.72, 5.83, 
9, 1, MountainPineBeetle, 226, 64, 68365, 1, 636.72, 5.83, 
9, 3, MountainPineBeetle, 1481, 341, 466783, 2.91, 636.72, 5.83, 
9, 2, FirEngraver, 1970, 122, 1221675, 1, 636.72, 5.83, 
9, 3, FirEngraver_Peak, 20622, 1370, 11856126, 2.02, 636.72, 5.83, 
9, 1, WPineBeetle, 1399, 185, 523102, 1.7, 636.72, 5.83, 
10, 1, JeffreyPineBeetle, 644, 106, 288216, 1, 638.85, 4.24, 
10, 3, JeffreyPineBeetle, 1086, 180, 489903, 2.04, 638.85, 4.24, 
10, 3, MountainPineBeetle, 1135, 275, 408048, 1.89, 638.85, 4.24, 
10, 2, FirEngraver, 2587, 140, 1578012, 1, 638.85, 4.24, 
10, 2, FirEngraver_Peak, 13342, 861, 7783745, 1.84, 638.85, 4.24, 
10, 3, WPineBeetle, 4506, 596, 1667066, 2.91, 638.85, 4.24, 
11, 3, JeffreyPineBeetle, 2217, 341, 1189879, 2.01, 680.49, 4.64, 
