Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_AbieConc,CohortsHarvested_AbieMagn,CohortsHarvested_CaloDecu,CohortsHarvested_FX_R_SEED,CohortsHarvested_NOFX_R_SEED,CohortsHarvested_NOFX_NOR_SEED,CohortsHarvested_PinuAlbi,CohortsHarvested_PinuCont,CohortsHarvested_PinuJeff,CohortsHarvested_PinuLamb,CohortsHarvested_PinuMont,CohortsHarvested_PopuTrem,CohortsHarvested_TsugMert,CohortsHarvested_AcerMacr,CohortsHarvested_AescCali,CohortsHarvested_AlnuRhom,CohortsHarvested_ArbuMenz,CohortsHarvested_CornNutt,CohortsHarvested_JuniOcci,CohortsHarvested_LithDens,CohortsHarvested_PinuAtte,CohortsHarvested_PinuMono,CohortsHarvested_PinuPond,CohortsHarvested_PinuSabi,CohortsHarvested_PinuWash,CohortsHarvested_PseuMenz,CohortsHarvested_QuerChry,CohortsHarvested_QuerDoug,CohortsHarvested_QuerGarr,CohortsHarvested_QuerKell,CohortsHarvested_QuerWisl,CohortsHarvested_TaxuBrev,CohortsHarvested_TorrCali,CohortsHarvested_UmbeCali,BiomassHarvestedMg_AbieConc,BiomassHarvestedMg_AbieMagn,BiomassHarvestedMg_CaloDecu,BiomassHarvestedMg_FX_R_SEED,BiomassHarvestedMg_NOFX_R_SEED,BiomassHarvestedMg_NOFX_NOR_SEED,BiomassHarvestedMg_PinuAlbi,BiomassHarvestedMg_PinuCont,BiomassHarvestedMg_PinuJeff,BiomassHarvestedMg_PinuLamb,BiomassHarvestedMg_PinuMont,BiomassHarvestedMg_PopuTrem,BiomassHarvestedMg_TsugMert,BiomassHarvestedMg_AcerMacr,BiomassHarvestedMg_AescCali,BiomassHarvestedMg_AlnuRhom,BiomassHarvestedMg_ArbuMenz,BiomassHarvestedMg_CornNutt,BiomassHarvestedMg_JuniOcci,BiomassHarvestedMg_LithDens,BiomassHarvestedMg_PinuAtte,BiomassHarvestedMg_PinuMono,BiomassHarvestedMg_PinuPond,BiomassHarvestedMg_PinuSabi,BiomassHarvestedMg_PinuWash,BiomassHarvestedMg_PseuMenz,BiomassHarvestedMg_QuerChry,BiomassHarvestedMg_QuerDoug,BiomassHarvestedMg_QuerGarr,BiomassHarvestedMg_QuerKell,BiomassHarvestedMg_QuerWisl,BiomassHarvestedMg_TaxuBrev,BiomassHarvestedMg_TorrCali,BiomassHarvestedMg_UmbeCali,
1, 1, PIF_CC_28, 7639, 5, 0, 2068, 3, 3, 1320.88, 135.89, 0, 144, 22, 2, 17, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 32, 5, 0, 37, 5, 2, 0, 10, 1, 0, 0, 0, 232.372800683975, 8.32680002450943, 145.994400429726, 0, 0, 0, 0, 0, 22.129200065136, 12.344400036335, 0, 0, 0, 3.46680001020432, 0, 19.2780000567436, 0, 0, 0, 0, 0, 0, 214.358400630951, 72.0900002121925, 0, 416.145601224899, 45.8460001349449, 9.16920002698898, 0, 115.732800340652, 3.62880001068115, 0, 0, 0, 
1, 1, PIF_CC_28, 7827, 5, 0, 565, 8, 8, 5484.15, 211.58, 0, 500, 78, 7, 60, 0, 0, 0, 0, 0, 0, 20, 0, 0, 4, 14, 0, 0, 3, 0, 0, 4, 0, 0, 69, 4, 0, 188, 16, 0, 0, 32, 1, 0, 0, 0, 938.757602763176, 58.6116001725197, 604.06560177803, 0, 0, 0, 0, 0, 0, 89.2620002627373, 0, 0, 17.4960000514984, 90.3312002658844, 0, 0, 12.8628000378609, 0, 0, 20.8332000613213, 0, 0, 472.456801390648, 40.4028001189232, 0, 2578.74840759039, 202.014000594616, 0, 0, 353.808001041412, 4.50360001325607, 0, 0, 0, 
1, 1, PIF_CC_28, 8732, 30, 335, 2037, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 9865, 17, 362, 2053, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 12302, 4, 0, 2070, 16, 16, 7882.82, 152.06, 0, 822, 196, 6, 121, 0, 0, 0, 0, 0, 12, 46, 0, 0, 0, 3, 1, 8, 13, 0, 0, 0, 0, 0, 245, 0, 0, 134, 2, 1, 0, 27, 7, 0, 0, 0, 2869.05240844488, 30.5532000899315, 907.718402671814, 0, 0, 0, 0, 0, 71.5392002105713, 238.820400702953, 0, 0, 0, 14.1264000415802, 4.50360001325607, 48.1140001416206, 82.5876002430916, 0, 0, 0, 0, 0, 2247.71760661602, 0, 0, 1101.79440324306, 16.750800049305, 6.51240001916885, 0, 205.221600604057, 37.8108001112938, 0, 0, 0, 
1, 1, PIF_CC_28, 17275, 22, 355, 2048, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 17368, 52, 0, 1998, 1, 1, 428.33, 132.2, 0, 46, 18, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 203.342400598526, 0, 0, 0, 0, 0, 0, 0, 18.4356000542641, 16.9128000497818, 0, 0, 0, 0, 0, 0, 0, 16.1676000475883, 62.078400182724, 0, 0, 0, 0, 0, 0, 107.892000317574, 0, 3.49920001029968, 0, 0, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 17535, 52, 0, 101, 14, 14, 9091.28, 200.43, 0, 593, 258, 73, 67, 0, 0, 0, 0, 0, 65, 60, 1, 9, 2, 0, 0, 0, 0, 2, 7, 0, 0, 0, 13, 1, 0, 27, 0, 0, 0, 8, 0, 0, 0, 0, 6393.8484188199, 681.048002004623, 605.912401783466, 0, 0, 0, 0, 0, 582.811201715469, 392.558401155472, 5.44320001602173, 66.1284001946449, 12.6036000370979, 0, 0, 0, 0, 7.32240002155304, 87.123600256443, 0, 0, 0, 62.5968001842499, 7.09560002088547, 0, 136.339200401306, 0, 0, 0, 50.4468001484871, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 18697, 27, 0, 2042, 16, 16, 11355, 219.04, 0, 716, 271, 172, 36, 0, 0, 0, 0, 0, 126, 49, 4, 0, 0, 0, 0, 0, 1, 2, 9, 0, 0, 0, 35, 8, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 6527.07721921206, 2396.88720705509, 209.725200617313, 0, 0, 0, 0, 0, 1495.51920440197, 281.29680082798, 27.9612000823021, 0, 0, 0, 0, 0, 6.09120001792908, 11.8260000348091, 144.828000426292, 0, 0, 0, 187.174800550938, 55.1448001623154, 0, 3.43440001010895, 0, 4.05000001192093, 0, 3.98520001173019, 0, 0, 0, 0, 
1, 1, PIF_CC_28, 18853, 39, 0, 1991, 5, 5, 3948.26, 243.72, 0, 314, 51, 0, 59, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 144, 0, 1, 0, 1, 0, 0, 0, 0, 733.6656021595, 0, 552.744001626968, 0, 0, 0, 0, 0, 0, 137.019600403309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167.410800492764, 0, 0, 2343.10320689678, 0, 6.35040001869202, 0, 7.97040002346039, 0, 0, 0, 0, 
