Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
1, 1, WPBR_chronic, 2, 1, 398, 1, 0, 4.46, 
4, 1, WPBR_chronic, 1, 1, 158, 1, 24.88, 2.88, 
8, 1, WPBR_chronic, 2, 1, 506, 1, 586.96, 3.05, 
12, 3, FirEngraver, 4476, 229, 2759735, 1.02, 590.72, 7.3, 
12, 1, WPBR_chronic, 2, 1, 599, 1, 590.72, 7.3, 
13, 1, FirEngraver, 1294, 70, 760481, 1, 590.66, 4.51, 
14, 1, WPBR_chronic, 1, 1, 787, 1, 590.71, 1.24, 
16, 3, FirEngraver, 4391, 231, 2848418, 1.02, 609.11, 6.79, 
17, 3, FirEngraver, 4593, 230, 2957010, 1.02, 608.98, 4.49, 
18, 3, FirEngraver, 4564, 252, 2899436, 1.02, 608.9, 3.47, 
26, 3, JeffreyPineBeetle, 2829, 399, 1651230, 2.02, 622.86, 4.37, 
26, 1, MountainPineBeetle, 401, 101, 265883, 1, 622.86, 4.37, 
26, 1, FirEngraver, 1556, 78, 1018817, 1, 622.86, 4.37, 
26, 2, WPineBeetle, 4210, 505, 2699150, 2.84, 622.86, 4.37, 
27, 2, JeffreyPineBeetle, 1762, 263, 995096, 1.57, 622.29, 4.44, 
27, 3, MountainPineBeetle, 1389, 298, 928738, 1.99, 622.29, 4.44, 
27, 1, FirEngraver, 1671, 78, 1144467, 1, 622.29, 4.44, 
27, 3, WPineBeetle, 5755, 752, 3665844, 2.94, 622.29, 4.44, 
28, 2, JeffreyPineBeetle, 1717, 245, 1009715, 1.62, 622.39, 3.76, 
28, 3, MountainPineBeetle, 1414, 306, 982730, 2.01, 622.39, 3.76, 
28, 1, FirEngraver, 1482, 87, 969207, 1, 622.39, 3.76, 
28, 1, WPBR_chronic, 3, 1, 804, 1, 622.39, 3.76, 
28, 3, WPineBeetle, 5592, 735, 3595851, 2.96, 622.39, 3.76, 
29, 1, JeffreyPineBeetle, 780, 109, 458633, 1, 622.24, 3.68, 
29, 3, MountainPineBeetle, 1117, 289, 758602, 2, 622.24, 3.68, 
29, 3, FirEngraver, 4780, 254, 3140850, 1.04, 622.24, 3.68, 
29, 1, WPineBeetle, 1744, 213, 1027283, 1.79, 622.24, 3.68, 
30, 2, JeffreyPineBeetle, 1838, 251, 1134294, 1.64, 622.29, 3, 
30, 1, MountainPineBeetle, 444, 98, 266869, 1, 622.29, 3, 
30, 1, FirEngraver, 1604, 87, 1044743, 1, 622.29, 3, 
30, 1, WPineBeetle, 1823, 228, 1151990, 1.81, 622.29, 3, 
