Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
31, 3, FirEngraver, 5542, 288, 3823539, 1.02, 613.25, 4.18, 
33, 3, FirEngraver, 4853, 256, 3279134, 1.05, 612.03, 3.54, 
34, 1, FirEngraver, 1537, 84, 1049242, 1, 612.05, 3.36, 
35, 2, FirEngraver, 3216, 174, 2209034, 1, 612.08, 5.1, 
36, 2, JeffreyPineBeetle, 1901, 252, 1209392, 1.76, 642.2, 8.36, 
36, 1, JeffreyPineBeetle, 598, 90, 366817, 1, 642.2, 8.36, 
36, 3, MountainPineBeetle, 1378, 321, 973528, 2.04, 642.2, 8.36, 
36, 1, MountainPineBeetle, 605, 129, 413653, 1.46, 642.2, 8.36, 
36, 2, FirEngraver, 3486, 174, 2477016, 1, 642.2, 8.36, 
36, 3, FirEngraver_Peak, 26083, 1626, 18017899, 2.13, 642.2, 8.36, 
36, 1, WPineBeetle, 1840, 247, 1269054, 1.83, 642.2, 8.36, 
37, 3, JeffreyPineBeetle, 3022, 417, 1740013, 2.02, 643.52, 7.11, 
37, 1, JeffreyPineBeetle, 637, 96, 402148, 1, 643.52, 7.11, 
37, 1, MountainPineBeetle, 463, 109, 302136, 1, 643.52, 7.11, 
37, 2, MountainPineBeetle, 1021, 247, 601297, 2.39, 643.52, 7.11, 
37, 3, FirEngraver, 5025, 264, 3512078, 1.03, 643.52, 7.11, 
37, 3, FirEngraver_Peak, 25428, 1572, 17592727, 2.12, 643.52, 7.11, 
37, 1, WPineBeetle, 1686, 226, 1201983, 1.85, 643.52, 7.11, 
39, 1, JeffreyPineBeetle, 1023, 150, 586577, 1, 643.11, 5.5, 
39, 1, JeffreyPineBeetle, 479, 79, 297703, 1, 643.11, 5.5, 
39, 3, MountainPineBeetle, 1307, 293, 922849, 1.99, 643.11, 5.5, 
39, 1, MountainPineBeetle, 564, 124, 333679, 1.38, 643.11, 5.5, 
39, 3, FirEngraver, 4057, 239, 2805046, 1.04, 643.11, 5.5, 
39, 2, FirEngraver_Peak, 16249, 995, 11059453, 1.99, 643.11, 5.5, 
39, 1, WPBR_chronic, 4, 1, 789, 1, 643.11, 5.5, 
39, 1, WPineBeetle, 1777, 234, 1168990, 1.81, 643.11, 5.5, 
40, 1, JeffreyPineBeetle, 831, 129, 521332, 1, 645.76, 5.5, 
40, 3, JeffreyPineBeetle, 1565, 256, 1073416, 2.14, 645.76, 5.5, 
40, 1, MountainPineBeetle, 478, 95, 348442, 1, 645.76, 5.5, 
40, 3, MountainPineBeetle, 1406, 349, 884261, 2.94, 645.76, 5.5, 
40, 1, FirEngraver, 1568, 86, 1122480, 1, 645.76, 5.5, 
40, 2, FirEngraver_Peak, 15467, 956, 10639174, 2, 645.76, 5.5, 
40, 1, WPBR_chronic, 4, 1, 9086, 1, 645.76, 5.5, 
40, 2, WPineBeetle, 3595, 484, 2526019, 2.8, 645.76, 5.5, 
41, 3, JeffreyPineBeetle, 2712, 380, 1726243, 2.02, 700.87, 5.73, 
41, 2, JeffreyPineBeetle, 1067, 160, 714840, 1.99, 700.87, 5.73, 
41, 1, MountainPineBeetle, 466, 118, 335765, 1, 700.87, 5.73, 
41, 2, MountainPineBeetle, 1259, 283, 854781, 2.54, 700.87, 5.73, 
41, 3, FirEngraver, 4914, 259, 3365530, 1.13, 700.87, 5.73, 
41, 3, FirEngraver_Peak, 23142, 1485, 16247379, 2.18, 700.87, 5.73, 
41, 1, WPineBeetle, 1740, 223, 1049818, 1.82, 700.87, 5.73, 
41, 1, WPineBeetle_peak, 7986, 1022, 5369574, 2.56, 700.87, 5.73, 
