Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -221.2, 8002.9, 21715, 479.6, 11.11, 3510.2, 
10, -185.4, 7447.8, 23675.5, 487.1, 11.45, 3954.7, 
15, -197.7, 7144.5, 25130.5, 438.7, 12.76, 4304.8, 
20, -119.5, 7042.9, 25853.4, 415, 11.65, 4594.9, 
25, -102.9, 7023, 26467.4, 378, 11.41, 4821.7, 
30, -38.8, 7052.6, 26403.5, 363.8, 11.68, 5125.3, 
35, -36.8, 7029.7, 26492, 401.9, 12.66, 5114.7, 
40, -42.4, 7116.9, 25038.8, 355.7, 11.48, 5700.7, 
