SimulationYear,DayOfYear,AttemptedNumberIgnitions,ActualNumberIgnitions,FireWeatherIndex,IgnitionType,
33, 340, 1, 1, 1.72710247920988, Lightning, 
34, 230, 1, 1, 37.1855725870313, Accidental, 
35, 177, 1, 1, 28.103633325056, Accidental, 
36, 230, 1, 1, 49.6085851761861, Lightning, 
36, 236, 1, 1, 43.7651913900837, Lightning, 
38, 244, 1, 1, 32.4721680359479, Lightning, 
39, 208, 1, 1, 42.5667170818517, Accidental, 
39, 266, 1, 1, 47.3452515239309, Lightning, 
39, 267, 1, 1, 54.0299432628201, Accidental, 
40, 188, 1, 1, 44.6192023155245, Accidental, 
40, 205, 1, 1, 37.8807204722277, Lightning, 
40, 224, 1, 1, 44.5394164497638, Lightning, 
40, 306, 1, 1, 41.0084873171853, Accidental, 
41, 250, 1, 1, 72.4545541543038, Lightning, 
41, 320, 1, 1, 38.239141547734, Accidental, 
42, 178, 1, 1, 36.4954698878969, Lightning, 
42, 217, 1, 1, 31.7585407728538, Accidental, 
42, 278, 1, 1, 44.9088389724792, Accidental, 
42, 299, 1, 1, 53.1584875020759, Accidental, 
42, 336, 1, 1, 23.2322027345892, Accidental, 
43, 213, 1, 1, 45.2983686084129, Lightning, 
44, 178, 1, 1, 36.4954698878969, Accidental, 
44, 244, 1, 1, 36.8535994553324, Accidental, 
45, 201, 1, 1, 34.9210569294574, Accidental, 
45, 235, 1, 1, 39.7385596416203, Accidental, 
45, 235, 1, 1, 39.7385596416203, Lightning, 
45, 269, 1, 1, 54.905697857812, Lightning, 
46, 265, 1, 1, 41.8942367443073, Lightning, 
47, 250, 1, 1, 72.4545541543038, Lightning, 
48, 60, 1, 1, 17.0913200416602, Accidental, 
48, 176, 1, 1, 33.6851085228851, Accidental, 
48, 212, 1, 1, 40.9215629036828, Lightning, 
48, 216, 1, 1, 40.6096062837052, Accidental, 
48, 250, 1, 1, 72.4545541543038, Lightning, 
49, 200, 1, 1, 35.7666590138255, Lightning, 
49, 205, 1, 1, 31.5560902378096, Accidental, 
49, 272, 1, 1, 38.447356854391, Lightning, 
49, 287, 1, 1, 57.2222186874832, Lightning, 
50, 250, 1, 1, 72.4545541543038, Lightning, 
50, 268, 1, 1, 32.7281322864335, Lightning, 
50, 303, 1, 1, 42.9896339113256, Accidental, 
52, 250, 1, 1, 72.4545541543038, Lightning, 
52, 270, 1, 1, 48.0200636722996, Accidental, 
52, 292, 1, 1, 42.1371366985704, Lightning, 
53, 239, 1, 1, 36.0454589741113, Accidental, 
53, 336, 1, 1, 23.2322027345892, Accidental, 
54, 197, 1, 1, 35.9219730790518, Accidental, 
55, 304, 1, 1, 44.3766888116822, Lightning, 
56, 229, 1, 1, 40.5578333503326, Accidental, 
56, 250, 1, 1, 72.4545541543038, Accidental, 
56, 275, 1, 1, 46.5044292389642, Lightning, 
56, 294, 1, 1, 41.7737898774127, Accidental, 
57, 85, 1, 1, 3.50130372244637, Lightning, 
57, 190, 1, 1, 31.9620049886588, Accidental, 
57, 239, 1, 1, 36.0454589741113, Accidental, 
57, 250, 1, 1, 72.4545541543038, Accidental, 
58, 175, 1, 1, 29.2834953197223, Accidental, 
58, 243, 1, 1, 43.0889883808987, Accidental, 
58, 268, 1, 1, 32.7281322864335, Lightning, 
59, 246, 1, 1, 39.6192046921436, Accidental, 
59, 263, 1, 1, 39.4034086393766, Lightning, 
59, 298, 1, 1, 66.3799706039169, Lightning, 
59, 299, 1, 1, 53.1584875020759, Accidental, 
60, 178, 1, 1, 36.4954698878969, Accidental, 
61, 210, 1, 1, 40.709678350971, Lightning, 
61, 250, 1, 1, 72.4545541543038, Lightning, 
61, 274, 1, 1, 45.3183361655388, Accidental, 
62, 243, 1, 1, 43.0889883808987, Accidental, 
62, 299, 1, 1, 53.1584875020759, Lightning, 
62, 341, 1, 1, 26.8309120597923, Accidental, 
62, 358, 1, 1, 25.7088146575801, Accidental, 
64, 195, 1, 1, 38.6947532296636, Accidental, 
64, 216, 1, 1, 40.6096062837052, Accidental, 
64, 269, 1, 1, 54.905697857812, Accidental, 
64, 279, 1, 1, 45.7715073962814, Accidental, 
65, 294, 1, 1, 41.7737898774127, Lightning, 
65, 298, 1, 1, 66.3799706039169, Lightning, 
66, 129, 1, 1, 25.6087713600687, Accidental, 
66, 272, 1, 1, 38.447356854391, Accidental, 
66, 279, 1, 1, 45.7715073962814, Accidental, 
66, 291, 1, 1, 39.6855370125632, Accidental, 
66, 307, 1, 1, 43.0909099062066, Lightning, 
67, 279, 1, 1, 45.7715073962814, Accidental, 
68, 250, 1, 1, 72.4545541543038, Accidental, 
68, 251, 1, 1, 52.7939878070044, Accidental, 
68, 263, 1, 1, 39.4034086393766, Accidental, 
68, 291, 1, 1, 39.6855370125632, Lightning, 
68, 308, 1, 1, 41.3553897872666, Accidental, 
69, 165, 1, 1, 21.6363448289401, Accidental, 
69, 222, 1, 1, 36.7182370239953, Lightning, 
70, 189, 1, 1, 35.1363385381069, Lightning, 
70, 298, 1, 1, 66.3799706039169, Lightning, 
71, 168, 1, 1, 33.3342918726134, Accidental, 
71, 284, 1, 1, 29.1775997934261, Accidental, 
72, 240, 1, 1, 37.1952059212344, Lightning, 
72, 292, 1, 1, 42.1371366985704, Accidental, 
73, 305, 1, 1, 44.8619340389205, Lightning, 
75, 239, 1, 1, 36.0454589741113, Lightning, 
76, 238, 1, 1, 30.8241974635779, Accidental, 
76, 292, 1, 1, 42.1371366985704, Accidental, 
76, 302, 1, 1, 42.081782453228, Lightning, 
77, 276, 1, 1, 51.050480414729, Accidental, 
78, 212, 1, 1, 40.9215629036828, Lightning, 
78, 249, 1, 1, 51.2954034876062, Accidental, 
78, 290, 1, 1, 41.072823036439, Accidental, 
79, 176, 1, 1, 33.6851085228851, Accidental, 
79, 222, 1, 1, 36.7182370239953, Accidental, 
79, 242, 1, 1, 39.8655407027067, Accidental, 
79, 247, 1, 1, 40.2949677222104, Accidental, 
79, 267, 1, 1, 32.9950989544329, Accidental, 
79, 267, 1, 1, 32.9950989544329, Lightning, 
79, 274, 1, 1, 45.3183361655388, Accidental, 
79, 305, 1, 1, 44.8619340389205, Accidental, 
80, 212, 1, 1, 40.9215629036828, Accidental, 
80, 269, 1, 1, 54.905697857812, Lightning, 
80, 279, 1, 1, 45.7715073962814, Accidental, 
80, 290, 1, 1, 41.072823036439, Accidental, 
