SimulationYear,TotalBurnedSitesAccidental,TotalBurnedSitesLightning,TotalBurnedSitesRx,NumberFiresAccidental,NumberFiresLightning,NumberFiresRx,TotalBiomassMortalityAccidental,TotalBiomassMortalityLightning,TotalBiomassMortalityRx,
1, 0, 0, 4480, 0, 0, 320, 0, 0, 26763484, 
2, 0, 0, 1792, 0, 0, 128, 0, 0, 10718594, 
3, 1, 0, 4480, 1, 0, 320, 3184, 0, 25431805, 
4, 1, 0, 4480, 1, 0, 320, 2059, 0, 25246192, 
5, 0, 0, 3584, 0, 0, 256, 0, 0, 19674016, 
