EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanPET,MeanWD,MeanClay,MeanFineFuels,MeanLadderFuels,MeanDNBR,TotalBiomassMortality,
1, 1, 292, 349, 7.9484759360274, 25, 0, Rx, 1, 14, 147, 425, 15.3707901343714, 15.9870189258134, 163.083667371429, 0, 7.92, 1, 0, 0, 0.128504095865147, 1, 315, 256.93, 51767, 
2, 1, 106, 225, 7.9484759360274, 25, 0, Rx, 1, 14, 198, 788, 15.6465332856, 17.061084886812, 163.1920863, 0, 7.95, 1, 0, 0, 0.248666345008782, 1, 980.428571428571, 228.36, 79883, 
3, 1, 342, 296, 7.9484759360274, 25, 0, Rx, 1, 14, 170, 798, 15.6465332856, 18.8344237887243, 163.1920863, 0, 7.95, 1, 0, 0, 0.124421719461679, 1, 938.142857142857, 228.71, 87819, 
4, 1, 562, 228, 9.83798193984994, 25, 0, Rx, 1, 14, 205, 1172, 15.3630867916286, 16.3921490399053, 159.513554528571, 0, 9.03, 1, 0, 0, 0.166184135845729, 1, 563.5, 245.14, 74796, 
5, 1, 605, 291, 8.2761722153739, 26, 0, Rx, 1, 14, 188, 503, 14.1029280730286, 20.3998090454503, 161.148857514286, 0, 8.93, 1, 0, 0, 0.129999995231628, 1, 22.7857142857143, 260, 69148, 
6, 1, 278, 283, 8.2761722153739, 26, 0, Rx, 1, 14, 162, 407, 13.8543167972571, 18.3907417149827, 161.321744378571, 0, 8.82, 1, 0, 0, 0.130139824535166, 1, 9.78571428571429, 264.43, 81140, 
7, 1, 131, 142, 9.79105090851649, 26, 0, Rx, 1, 14, 207, 746, 12.6923394466286, 19.7092615509663, 160.4444754, 0, 8.51, 1, 0, 0, 0.129999995231628, 1, 220.642857142857, 253.36, 87248, 
8, 1, 289, 322, 8.41556383223835, 26, 0, Rx, 1, 14, 181, 664, 15.7292588234571, 13.0118702286094, 155.468206392857, 0, 8.24, 1, 0, 0, 0.139559689377035, 1, 882.785714285714, 239.79, 106844, 
9, 1, 616, 312, 7.53660475712616, 27, 0, Rx, 1, 14, 212, 923, 12.6534618468, 18.0265896636944, 206.93041376, 0, 7.54, 1, 0, 0, 0.129999995231628, 1, 313.5, 253.21, 124113, 
10, 1, 302, 381, 4.88424916154147, 27, 0, Rx, 1, 14, 187, 482, 10.2609671857714, 13.098345786945, 259.622977946429, 0, 4.84, 1, 0, 0, 0.110340639416661, 1, 335.857142857143, 262.07, 61201, 
11, 1, 311, 198, 7.99595460637039, 27, 0, Rx, 1, 14, 222, 848, 13.0547534610857, 16.7304573573894, 208.183895451429, 0, 7.96, 1, 0, 0, 0.142349908394473, 1, 668.857142857143, 241.36, 68964, 
12, 1, 301, 256, 6.67509614753243, 27, 0, Rx, 1, 14, 223, 1099, 12.6515371919143, 15.5101450442243, 216.161726925714, 0, 6.98, 1, 0, 0, 0.14408923472677, 1, 757.428571428571, 240.79, 88134, 
13, 1, 748, 394, 5.02178789239673, 38, 0, Rx, 1, 14, 182, 653, 10.0239322428, 11.3138249758559, 150.6446882, 0, 5.02, 1, 0, 0, 0.111916843801737, 1, 832.214285714286, 245.07, 104543, 
14, 1, 404, 217, 7.57818992496467, 38, 0, Rx, 1, 14, 185, 758, 10.2133433329714, 10.8158817591296, 130.368413264286, 0, 8.95, 1, 0, 0, 0.240552413676466, 1, 630.714285714286, 251.86, 59517, 
15, 1, 175, 258, 8.20684888971484, 38, 0, Rx, 1, 14, 158, 736, 11.7675290052, 11.9495070667633, 139.0290734, 0, 8.21, 1, 0, 0, 0.144969503262213, 1, 942, 239.36, 82195, 
16, 1, 142, 192, 9.61421500442138, 38, 0, Rx, 1, 14, 230, 1093, 11.6571594162857, 11.7146363078242, 130.783054942857, 0, 9.53, 1, 0, 0, 0.129999995231628, 1, 138, 273.86, 119352, 
17, 1, 351, 305, 6.6658606572248, 39, 0, Rx, 1, 14, 220, 936, 11.2031947872, 13.8792878209061, 138.0045844, 0, 6.67, 1, 0, 0, 0.142142720520496, 1, 1173, 228.14, 100023, 
18, 1, 422, 528, 4.30760683227493, 39, 0, Rx, 1, 14, 205, 607, 10.0591713244286, 9.25425548047079, 139.8087194, 0, 4.57, 1, 0, 0, 0.112737974950245, 1, 411.071428571429, 266.43, 88501, 
