Time,SpeciesName,ClimateRegion,NumberAttempts,AvgTempMult,AvgMinJanTempMult,AvgSoilMoistureMult,AvgProbEst,DryDays,BeginGDD,EndGDD,
5, AbieConc, eco1, 681, 0, 1, 0.62, 0, 148.77, 17, 285, 
5, AbieConc, eco2, 3478, 0, 1, 0.47, 0, 171.44, 31, 282, 
5, AbieConc, eco3, 2305, 0.44, 1, 0.49, 0.23, 156.83, 46, 278, 
5, AbieConc, eco4, 2930, 0.77, 1, 0.5, 0.3, 146.05, 55, 274, 
5, AbieConc, eco5, 2678, 0.99, 1, 0.49, 0.3, 110.76, 107.99, 268, 
5, AbieConc, eco6, 2747, 0.91, 1, 0.47, 0.28, 99.13, 122.01, 260.01, 
5, AbieConc, eco7, 1678, 0.81, 1, 0.64, 0.39, 73.37, 126, 260, 
5, AbieConc, eco8, 643, 0.74, 1, 0.69, 0.41, 64.78, 128, 260, 
5, AbieConc, eco9, 26, 0.66, 1, 0.74, 0.39, 55.19, 131, 260, 
5, AbieConc, eco10, 1, 0.46, 1, 0.75, 0.28, 42, 159, 260, 
5, AbieMagn, eco1, 646, 0, 1, 0.61, 0, 148.4, 17, 285, 
5, AbieMagn, eco2, 3495, 0, 1, 0.46, 0, 171.05, 30.98, 282.01, 
5, AbieMagn, eco3, 2286, 0.25, 1, 0.47, 0.13, 157.28, 45.98, 278.01, 
5, AbieMagn, eco4, 2995, 0.66, 1, 0.49, 0.28, 145.58, 55, 274, 
5, AbieMagn, eco5, 2672, 0.96, 1, 0.48, 0.29, 110.96, 107.99, 268, 
5, AbieMagn, eco6, 2732, 0.94, 1, 0.46, 0.27, 99.08, 122.01, 260, 
5, AbieMagn, eco7, 1622, 0.85, 1, 0.63, 0.38, 73.09, 126, 260, 
5, AbieMagn, eco8, 647, 0.77, 1, 0.68, 0.41, 64.9, 128.02, 259.98, 
5, AbieMagn, eco9, 30, 0.69, 1, 0.73, 0.41, 55.1, 131, 260, 
5, AbieMagn, eco10, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, CaloDecu, eco1, 544, 0, 1, 0.65, 0, 146.79, 17, 285, 
5, CaloDecu, eco2, 2210, 0, 1, 0.51, 0, 167.2, 31, 282, 
5, CaloDecu, eco3, 1085, 0.54, 1, 0.55, 0.28, 149.31, 46, 278, 
5, CaloDecu, eco4, 1648, 0.89, 1, 0.51, 0.3, 145.61, 55, 274, 
5, CaloDecu, eco5, 1239, 0.98, 1, 0.52, 0.31, 110.58, 107.98, 268, 
5, CaloDecu, eco6, 1095, 0.57, 1, 0.53, 0.31, 96.86, 122.01, 259.99, 
5, CaloDecu, eco7, 615, 0.31, 1, 0.67, 0.19, 71.62, 126, 260, 
5, CaloDecu, eco8, 298, 0.13, 1, 0.71, 0.08, 64.12, 128, 260, 
5, CaloDecu, eco9, 21, 0, 1, 0.76, 0, 52.19, 131, 260, 
5, CaloDecu, eco10, 1, 0, 1, 0.76, 0, 42, 159, 260, 
5, FX_R_SEED, eco1, 2355, 0.2, 1, 0.73, 0.12, 120.62, 17, 285, 
5, FX_R_SEED, eco2, 3733, 0.4, 1, 0.59, 0.21, 146.66, 30.95, 282.02, 
5, FX_R_SEED, eco3, 1341, 0.69, 1, 0.61, 0.35, 133.23, 46.02, 278.03, 
5, FX_R_SEED, eco4, 1370, 0.9, 1, 0.61, 0.37, 124.42, 55, 274, 
5, FX_R_SEED, eco5, 928, 1, 1, 0.55, 0.33, 107.62, 107.99, 268.06, 
5, FX_R_SEED, eco6, 1105, 0.86, 1, 0.53, 0.32, 96.36, 122.01, 259.99, 
5, FX_R_SEED, eco7, 421, 0.76, 1, 0.67, 0.4, 71.45, 126, 260, 
5, FX_R_SEED, eco8, 224, 0.68, 1, 0.71, 0.41, 63.92, 128, 260, 
5, FX_R_SEED, eco9, 21, 0.6, 1, 0.77, 0.36, 51.57, 131, 260, 
5, FX_R_SEED, eco10, 9, 0.42, 1, 0.76, 0.25, 41.67, 159, 260, 
5, NOFX_R_SEED, eco1, 2366, 0.2, 1, 0.73, 0.12, 120.88, 17, 285, 
5, NOFX_R_SEED, eco2, 3793, 0.4, 1, 0.59, 0.21, 146.66, 30.95, 282.02, 
5, NOFX_R_SEED, eco3, 1354, 0.69, 1, 0.61, 0.35, 133.18, 45.99, 278.05, 
5, NOFX_R_SEED, eco4, 1369, 0.9, 1, 0.61, 0.37, 124.5, 55, 274, 
5, NOFX_R_SEED, eco5, 916, 1, 1, 0.55, 0.33, 107.77, 107.99, 268.06, 
5, NOFX_R_SEED, eco6, 1121, 0.86, 1, 0.53, 0.32, 96.4, 122.02, 260.03, 
5, NOFX_R_SEED, eco7, 434, 0.76, 1, 0.67, 0.4, 71.5, 126, 260, 
5, NOFX_R_SEED, eco8, 231, 0.68, 1, 0.71, 0.41, 64.26, 128, 260, 
5, NOFX_R_SEED, eco9, 22, 0.6, 1, 0.77, 0.36, 50.68, 131, 260, 
5, NOFX_R_SEED, eco10, 10, 0.42, 1, 0.76, 0.25, 41.7, 159, 260, 
5, NOFX_NOR_SEED, eco1, 1728, 0.2, 1, 0.72, 0.12, 124.19, 17, 285, 
5, NOFX_NOR_SEED, eco2, 3313, 0.4, 1, 0.56, 0.21, 153.73, 30.95, 282.03, 
5, NOFX_NOR_SEED, eco3, 1321, 0.69, 1, 0.59, 0.34, 138.66, 45.99, 278.05, 
5, NOFX_NOR_SEED, eco4, 1617, 0.9, 1, 0.56, 0.34, 134.22, 55, 274, 
5, NOFX_NOR_SEED, eco5, 1073, 1, 1, 0.53, 0.32, 109.39, 108, 268, 
5, NOFX_NOR_SEED, eco6, 1149, 0.86, 1, 0.53, 0.32, 96.46, 122.03, 260.02, 
5, NOFX_NOR_SEED, eco7, 521, 0.76, 1, 0.67, 0.4, 71.45, 126, 260, 
5, NOFX_NOR_SEED, eco8, 270, 0.68, 1, 0.71, 0.41, 64.23, 128, 260, 
5, NOFX_NOR_SEED, eco9, 26, 0.6, 1, 0.77, 0.36, 51.77, 131, 260, 
5, NOFX_NOR_SEED, eco10, 6, 0.42, 1, 0.76, 0.25, 41.67, 159, 260, 
5, PinuAlbi, eco1, 537, 0, 1, 0.61, 0, 146.54, 17, 285, 
5, PinuAlbi, eco2, 2196, 0, 1, 0.47, 0, 167.5, 31, 282, 
5, PinuAlbi, eco3, 1114, 0, 1, 0.5, 0, 148.01, 45.96, 278.02, 
5, PinuAlbi, eco4, 1662, 0, 1, 0.47, 0, 145.94, 55, 274, 
5, PinuAlbi, eco5, 1245, 0.37, 1, 0.46, 0.2, 110.88, 108, 268, 
