Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 7918, 19612, 0, 5, 2935, 
5, -281.4, 7921.2, 21605.5, 521.7, 10.44, 3552.1, 
10, -195.7, 7386.1, 22710.8, 494.4, 9.39, 4156.9, 
15, -142.8, 7161.6, 22635, 464.5, 10.43, 4705.1, 
20, -92.9, 7114.5, 22202.8, 423.3, 10.93, 5121.7, 
25, -0.4, 7098.8, 21641.2, 383.5, 12.15, 5184.8, 
30, -65, 7105.5, 21255.7, 363.4, 10.96, 5260.3, 
35, -36, 7079.3, 20437, 349.7, 10.56, 5211.9, 
40, 52.2, 7051.5, 19775.9, 339.5, 10.2, 5172.8, 
