Time,ROS,AgentName,CohortsKilled,DamagedSites,TotalBiomassMortality,MeanSeverity,ClimateThreshold1,ClimateThreshold2,
2, 1, WPBR_chronic, 10, 1, 1568, 1, 33.14, 5.15, 
3, 1, WPBR_chronic, 12, 3, 2196, 1, 55.89, 6.58, 
6, 2, JeffreyPineBeetle, 1228, 204, 626262, 1.13, 623.87, 3.12, 
6, 3, MountainPineBeetle, 1096, 250, 369985, 1.93, 623.87, 3.12, 
6, 3, FirEngraver, 3021, 181, 1830399, 1.02, 623.87, 3.12, 
6, 1, WPBR_chronic, 1, 1, 225, 1, 623.87, 3.12, 
6, 3, WPineBeetle, 4249, 607, 1491094, 2.92, 623.87, 3.12, 
7, 3, JeffreyPineBeetle, 2069, 330, 1026671, 2.01, 630.62, 6.43, 
7, 3, JeffreyPineBeetle, 1157, 208, 504074, 2.03, 630.62, 6.43, 
7, 3, MountainPineBeetle, 1136, 261, 394502, 1.9, 630.62, 6.43, 
7, 3, MountainPineBeetle, 1378, 303, 462947, 2.92, 630.62, 6.43, 
7, 1, FirEngraver, 1165, 65, 750674, 1, 630.62, 6.43, 
7, 1, FirEngraver_Peak, 6629, 426, 3820595, 1, 630.62, 6.43, 
7, 1, WPineBeetle, 1367, 199, 499339, 1.71, 630.62, 6.43, 
9, 2, JeffreyPineBeetle, 1244, 216, 617785, 1.13, 637.42, 5.83, 
9, 3, JeffreyPineBeetle, 1292, 212, 610178, 2.01, 637.42, 5.83, 
9, 1, MountainPineBeetle, 333, 81, 109977, 1, 637.42, 5.83, 
9, 2, MountainPineBeetle, 818, 185, 252000, 2.26, 637.42, 5.83, 
9, 1, FirEngraver, 1160, 65, 718527, 1, 637.42, 5.83, 
9, 3, FirEngraver_Peak, 20244, 1336, 11590764, 2.02, 637.42, 5.83, 
9, 1, WPBR_chronic, 2, 1, 673, 1, 637.42, 5.83, 
9, 3, WPineBeetle, 3773, 530, 1368276, 2.88, 637.42, 5.83, 
10, 1, JeffreyPineBeetle, 679, 114, 308546, 1, 639.52, 4.24, 
10, 3, JeffreyPineBeetle, 1236, 203, 567924, 2.03, 639.52, 4.24, 
10, 1, MountainPineBeetle, 358, 79, 129420, 1, 639.52, 4.24, 
10, 3, FirEngraver, 3102, 177, 1862148, 1.02, 639.52, 4.24, 
10, 1, FirEngraver_Peak, 6704, 416, 3898699, 1, 639.52, 4.24, 
10, 3, WPineBeetle, 4110, 553, 1578317, 2.92, 639.52, 4.24, 
11, 2, JeffreyPineBeetle, 1450, 240, 815311, 1.39, 680.49, 4.64, 
11, 1, JeffreyPineBeetle, 397, 67, 199249, 1, 680.49, 4.64, 
11, 1, MountainPineBeetle, 303, 85, 127050, 1, 680.49, 4.64, 
11, 1, MountainPineBeetle, 525, 113, 235882, 1.28, 680.49, 4.64, 
11, 3, FirEngraver, 3845, 216, 2606769, 1.01, 680.49, 4.64, 
11, 2, FirEngraver_Peak, 13600, 908, 8351080, 1.96, 680.49, 4.64, 
11, 2, WPineBeetle, 3438, 451, 1601520, 2.74, 680.49, 4.64, 
12, 1, JeffreyPineBeetle, 608, 105, 316272, 1, 683.32, 7.71, 
12, 1, JeffreyPineBeetle, 346, 51, 192265, 1, 683.32, 7.71, 
12, 3, MountainPineBeetle, 1139, 276, 556128, 1.91, 683.32, 7.71, 
12, 1, MountainPineBeetle, 386, 95, 170916, 1.22, 683.32, 7.71, 
12, 1, FirEngraver, 836, 54, 544754, 1, 683.32, 7.71, 
